Rank,Song,Artist,Year,Lyrics
11,"Missing You",John Waite,1984,b"Missing you\nMissing you\nMissing you\nMissing you\nMissing you\nMissing you\nMissing you\nMissing you\nEvery time I think of you\nI always catch my breath\nAnd I'm still standing here\nAnd you're miles away\nAnd I'm wondering why you left\nIn your world\nI have no meaning\nThough I'm trying hard to understand\n]\nBut I ain't missing you at all\nSince you've been gone away\nI ain't missing you\nNo matter what my friends say\nAin't missing you\nSince you've been gone away\nI ain't missing you\nNo matter what my friends say"
12,"All Night Long (All Night)",Lionel Richie,1984,b"Well my friends the time has come\nTo raise the roof and have some fun\nThrow away the work to be done\nLet the music play on \nEverybody sing everybody dance\nLose yourself in wild romance\nWe're going to party karamu\nFiesta forever\nCome on and sing along\nWe're going to party karamu\nFiesta forever\nCome on and sing along\nAll night long! \nAll night long! \nAll night long! \nAll night long! \nPeople dancing all in the street\nSee the rhythm all in their feet\nLife is good wild and sweet\nLet the music play on \nFeel it in your heart\nAnd feel it in your soul\nLet the music take control\nWe're going to party\nLiming fiesta forever\nCome on and sing along\nWe're going to party\nLiming fiesta forever\nCome on and sing my song\nAll night long! \nAll night long! \nAll night long! \nAll night long! \nYeah once you get started\nYou can't sit down\nCome join the fun\nIt's a merry-go-round\nEveryone's dancing their troubles away\nCome join our party\nSee how we play!\nTam bo li de say de moi ya\nYeah Jambo Jambo\nWay to parti o we goin'\nOh jambali\nTam bo li de say de moi ya\nYeah Jambo Jambo\nOh yes\nWe're going to have a party!\nAll night long! \nAll night long! \nAll night long! \nAll night long! \nWe're going to party karamu\nFiesta forever\nCome on and sing along\nWe're going to party karamu\nFiesta forever\nCome on and sing my song\nAll night long! \nAll night long! \nAll night long! \nAll night long! \nEveryone you meet\nThey're jamming in the street\nAll night long!\nYeah I said everyone you meet\nThey're jamming in the street\nAll night long!\nFeel good! Feel good!"
13,"Let's Hear It for the Boy",Deniece Williams,1984,b"My baby he don't talk sweet\nHe ain't got much to say\nBut he loves me loves me loves me\nI know that he loves me anyway\nAnd maybe he don't dress fine\nBut I don't really mind\n'Cause every time he pulls me near\nI just wanna cheer\nLet's hear it for the boy\nLet's give the boy a hand\nLet's hear it for my baby\nYou know you gotta understand\nMaybe he's no Romeo\nBut he's my loving one-man show\nWhooa whooa whooa-oh\nLet's hear it for the boy\nMy baby may not be rich\nHe's watching every dime\nBut he loves me loves me loves me\nWe always have a real good time\nAnd maybe he sings off-key\nBut that's all right by me yeah\n'Cause what he does he does so well\nMakes me wanna yell\nLet's hear it for the boy\nLet's give the boy a hand\nLet's hear it for my baby\nYou know you gotta understand\nMaybe he's no Romeo\nBut he's my loving one-man show\nWhoa whoa whoa whoa\nLet's hear it for the boy\n'Cause every time he pulls me near\nI just wanna cheer\nLet's hear it for the boy\nLet's give the boy a hand\nLet's hear it for my baby\nYou know you gotta understand\nMaybe he's no Romeo\nBut he's my loving one-man show\nWhoa whoa whoa whoa\nLet's hear it for the boy\nLet's hear it for the boy\nLet's hear it for my man\nLet's hear it for my man\nLet's hear it for my man\nLet's hear it for the boy\nLet's hear it for my man\nLet's hear it for the boy\nLet's hear it for my man\nLet's hear it for my man\nLet's hear it for the boy\nLet's hear it for my man\nLet's hear it for the boy\nLet's hear it for my man\nLet's hear it for my man\nLet's hear it for the boy\nLet's hear it for my man\nLet's hear it for my man"
14,"Dancing in the Dark",Bruce Springsteen,1984,b"I get up in the evening\nAnd I ain't got nothing to say\nI come home in the morning\nI go to bed feeling the same way\nI ain't nothing but tired\nMan I'm just tired and bored with myself\nHey there baby I could use just a little help\nYou can't start a fire\nYou can't start a fire without a spark\nThis gun's for hire\nEven if we're just dancing in the dark\nMessage keeps getting clearer\nRadio's on and I'm moving 'round the place\nI check my look in the mirror\nI wanna change my clothes my hair my face\nMan I ain't getting nowhere\nI'm just living in a dump like this\nThere's something happening somewhere\nBaby I just know that there is\nYou can't start a fire\nYou can't start a fire without a spark\nThis gun's for hire\nEven if we're just dancing in the dark\nYou sit around getting older\nThere's a joke here somewhere and it's on me\nI'll shake this world off my shoulders\nCome on baby the laugh's on me\nStay on the streets of this town\nAnd they'll be carving you up all right\nThey say you gotta stay hungry\nHey baby I'm just about starving tonight\nI'm dying for some action\nI'm sick of sitting 'round here trying to write this book\nI need a love reaction\nCome on now baby gimme just one look\nYou can't start a fire\nSitting 'round crying over a broken heart\nThis gun's for hire\nEven if we're just dancing in the dark\nYou can't start a fire\nWorrying about your little world falling apart\nThis gun's for hire\nEven if we're just dancing in the dark\nEven if we're just dancing in the dark\nEven if we're just dancing in the dark\nEven if we're just dancing in the dark\nHey baby"
15,"Girls Just Want To Have Fun",Cyndi Lauper,1984,b'I come home in the morning light\nMy mother says "When you gonna live your life right?"\nOh mother dear we\'re not the fortunate ones\nAnd girls\xe2\x80\x94they wanna have fun\nOh girls just wanna have fun\nThe phone rings in the middle of the night\nMy father yells "What you gonna do with your life?"\nOh daddy dear you know you\'re still number one\nBut girls\xe2\x80\x94they wanna have fun\nOh girls just wanna have...\nThat\'s all they really want\nSome fun\nWhen the working day is done\nOh girls\xe2\x80\x94they wanna have fun\nOh girls just wanna have fun....\nGirls\nThey want\nWanna have fun\nGirls\nWanna have...\nSome boys take a beautiful girl\nAnd hide her away from the rest of the world\nI wanna be the one to walk in the sun\nOh girls\xe2\x80\x94they wanna have fun\nOh girls just wanna have...\nThat\'s all they really want\nSome fun\nWhen the working day is done\nOh girls\xe2\x80\x94they wanna have fun\nOh girls just wanna have fun...\nGirls\nThey want\nWanna have fun\nGirls\nWanna have\nThey just wanna\nThey just wanna...\nThey just wanna\nThey just wanna...\nGirls just wanna have fun...\nThey just wanna\nThey just wanna...\nThey just wanna\nThey just wanna...\nThey just wanna\nThey just wanna...\nGirls...\nGirls just wanna have fun...\nWhen the working\nWhen the working day is done\nOh when the working day is done\nOh girls...\nGirls just wanna have fun...\nThey just wanna\nThey just wanna...\nThey just wanna\nThey just wanna...\nGirls...\nGirls just wanna have fun...\nThey just wanna\nThey just wanna...\nThey just wanna\nThey just wanna...\nGirls just wanna have fun...\nThey just wanna...\nThey just wanna...\nThey just wanna...'
16,"The Reflex",Duran Duran,1984,b"You've gone too far this time\nBut I'm dancing on the Valentine\nI tell you somebody's fooling around\nWith my chances on the danger line\nI'll cross that bridge when I find it\nAnother day to make my stand oh woah\nHigh time is no time for deciding\nIf I should find a helping hand oh woah\nWhy don't you use it?\nTry not to bruise it\nBuy time don't lose it\nOh why don't you use it?\nTry not to bruise it\nBuy time don't lose it\nThe reflex is a lonely child who's waiting by the park\nThe reflex is in charge of finding treasure in the dark\nAnd watching over lucky clover isn't that bizarre?\nAnd every little thing the reflex does\nLeaves you answered with a question mark\nI'm on a ride and I want to get off\nBut they won't slow down the roundabout\nI sold the Renoir and TV set\nDon't wanna be around when this gets out\nSo why don't you use it?\nTry not to bruise it\nBuy time don't lose it\nWhy don't you use it?\nThe reflex is a lonely child he's waiting in the park\nThe reflex is in charge of finding treasure in the dark\nAnd watching over lucky clover isn't that bizarre?\nAnd every little thing the reflex does\nLeaves an answer with a question mark play\nSo why don't you use it?\nTry not to bruise it\nBuy time don't lose it\nThe reflex is a lonely child who's waiting by the park\nThe reflex is in charge of finding treasure in the dark\nAnd watching over lucky clover isn't that bizarre?\nAnd every little thing the reflex does\nLeaves me answered with a question mark\nOh the reflex what a game he's hiding all the cards\nThe reflex is in charge of finding treasure in the dark"
17,"Time After Time",Cyndi Lauper,1984,b'Lying in my bed I hear the clock tick and think of you\nCaught up in circles confusion is nothing new\nFlashback warm nights almost left behind\nSuitcases of memories time after...\nSometimes you picture me I\'m walking too far ahead\nYou\'re calling to me I can\'t hear what you\'ve said\nThen you say "Go slow." I fall behind\nThe second hand unwinds\nIf you\'re lost you can look and you will find me\nTime after time\nIf you fall I will catch you I\'ll be waiting\nTime after time\nIf you\'re lost you can look and you will find me\nTime after time\nIf you fall I will catch you I\'ll be waiting \nTime after time\nAfter my picture fades and darkness has turned to gray\nWatching through windows you\'re wondering if I\'m OK\nSecrets stolen from deep inside\nThe drum beats out of time\nIf you\'re lost you can look and you will find me\nTime after time\nIf you fall I will catch you I\'ll be waiting\nTime after time\nYou said "Go slow." I fall behind\nThe second hand unwinds\nIf you\'re lost you can look and you will find me\nTime after time\nIf you fall I will catch you I\'ll be waiting\nTime after time\nIf you\'re lost you can look and you will find me\nTime after time\nIf you fall I will catch you I\'ll be waiting \nTime after time\nTime after time\nTime after time\nTime after time\nTime after time\nTime after time\nTime after time\nTime after time\nTime after time\nTime after time\nTime after... time...'
18,"Jump (For My Love)",The Pointer Sisters,1984,b"Your eyes tell me how you want me\nI can feel it in your heart beat\nI know you like what you see\nHold me I'll give you all that you need\nWrap your love around me\nYou're so excited I can feel you\nGetting hotter oh baby\nI'll take you down I'll take you down\nWhere no one's ever gone before\nAnd if you want more if you want more\nMore more more\nJump for my love\nJump in and feel my touch\nJump if you want to taste my kisses\nIn the night then\nJump jump for my love\nJump I know my heart can make you happy\nJump in you know these arms\nCan feel you up\nJump if you want to taste my kisses\nIn the night then\nJump jump for my love\nYou told me I'm the only woman for you\nNobody does you like I do\nThen make a move before you try and\nGo much farther oh baby\nYou are the one you are the one\nAnd heaven waits here at my door\nAnd if you want more\nIf you want more more more then\nJump for my love\nJump in and feel my touch\nJump if you want to taste my kisses\nIn the night then\nJump jump for my love\nJump I know my heart can make you happy\nJump in you know these arms\nCan feel you up\nJump if you want to taste my kisses\nIn the night then\nJump jump for my love\nWhen you are next to me oh I come alive\nYour love burns inside\nFeels so right\nCome to me if you want me tonight jump\nJump if you want to taste my kisses\nIn the night then\nJump jump jump\nJump you know my heart can\nMake you happy\nJump you know these arms can feel you up\nJump in you want to taste my kisses\nIn the night then\nJump jump for my love"
19,"Talking in Your Sleep",The Romantics,1984,b"When you close your eyes and you go to sleep\nAnd it's down to the sound of a heartbeat\nI can hear the things that you're dreaming about\nWhen you open up your heart and the truth comes out\nYou tell me that you want me\nYou tell me that you need me\nYou tell me that you love me\nAnd I know that I'm right\n'Cause I hear it in the night\nI hear the secrets that you keep\nWhen you're talking in your sleep\nI hear the secrets that you keep\nWhen you're talking in your sleep\nWhen I hold you in my arms at night\nDon't you know you're sleeping in the spotlight\nAnd all your dreams that you keep inside\nYou're telling me the secrets that you just can't hide\nYou tell me that you want me\nYou tell me that you need me\nYou tell me that you love me\nAnd I know that I'm right\n'Cause I hear it in the night\nI hear the secrets that you keep\nWhen you're talking in your sleep\nI hear the secrets that you keep\nWhen you're talking in your sleep\nI hear the secrets that you keep\nWhen you're talking in your sleep\nI hear the secrets that you keep\nWhen you're talking in your sleep\nWhen you close your eyes and you fall asleep\nEverything about you is a mystery\nYou tell me that you want me\nYou tell me that you need me\nYou tell me that you love me\nAnd I know that I'm right\n'Cause I hear it in the night\nI hear the secrets that you keep\nWhen you're talking in your sleep\nI hear the secrets that you keep\nWhen you're talking in your sleep\nI hear the secrets that you keep\nWhen you're talking in your sleep\nI hear the secrets that you keep\nWhen you're talking in your sleep\nI hear the secrets that you keep\nWhen you're talking in your sleep\nI hear the secrets that you keep"
20,"Self Control",Laura Branigan,1984,b"Oh the night is my world\nCity light painted girl\nIn the day nothing matters\nIt's the night time that flatters\nIn the night no control\nThrough the wall something's breaking\nWearing white as you're walkin'\nDown the street of my soul\nYou take my self you take my self control\nYou got me livin' only for the night\nBefore the morning comes the story's told\nYou take my self you take my self control\nAnother night another day goes by\nI never stop myself to wonder why\nYou help me to forget to play my role\nYou take my self you take my self control\nI I live among the creatures of the night\nI haven't got the will to try and fight\nAgainst a new tomorrow so I guess I'll just believe it\nThat tomorrow never comes\nA safe night I'm living in the forest of my dream\nI know the night is not as it would seem\nI must believe in something so I'll make myself believe it\nThat this night will never go\nOh-oh-oh oh-oh-oh\nOh-oh-oh oh-oh-oh\nOh-oh-oh oh-oh-oh\nOh-oh-oh oh-oh-oh\nOh the night is my world\nCity light painted girl\nIn the day nothing matters\nIt's the night time that flatters\nI I live among the creatures of the night\nI haven't got the will to try and fight\nAgainst a new tomorrow so I guess I'll just believe it\nThat tomorrow never comes\nA safe night I'm living in the forest of my dream\nI know the night is not as it would seem\nI must believe in something so I'll make myself believe it\nThat this night will never go\nOh-oh-oh oh-oh-oh\nOh-oh-oh oh-oh-oh\nOh-oh-oh\nYou take my self you take my self control\nYou take my self you take my self control\nYou take my self you take my self control\nYou take my self you take my self control\nYou take my self you take my self control\nYou take my self you take my self control\nYou take my self you take my self control\nYou take my self you take my self control\nI I live among the creatures of the night\nI haven't got the will to try and fight\nIt's my world\nCity light painted girl"
21,"Let's Go Crazy",Prince,1984,b'Dearly beloved\nWe are gathered here today\nTo get through this thing called "life"\nElectric word life\nIt means forever and that\'s a mighty long time\nBut I\'m here to tell you\nThere\'s something else\nThe afterworld\nA world of never ending happiness\nYou can always see the sun day or night\nSo when you call up that shrink in Beverly Hills\nYou know the one Dr. Everything\'ll-Be-Alright\nInstead of asking him how much of your time is left\nAsk him how much of your mind baby\n\'Cause in this life\nThings are much harder than in the after world\nIn this life\nYou\'re on your own\nAnd if de-elevator tries to bring you down\nGo crazy \nWoo!\nIf you don\'t like\nThe world you\'re living in\nTake a look around\nAt least you got friends\nYou see I called my old lady\nFor a friendly word\nShe picked up the phone\nDropped it on the floor\n is all I heard\nAre we gonna let de-elevator bring us down?\nOh no lets go!\nLet\'s go crazy\nLet\'s get nuts\nLet\'s look for the purple banana\nUntil they put us in the truck let\'s go!\nWe\'re all excited\nBut we don\'t know why\nMaybe it\'s cause\nWe\'re all gonna die\nAnd when we do \nWhat\'s it all for \nYou better live now\nBefore the grim reaper come knocking on your door\nTell me are we gonna let de-elevator bring us down?\nOh no let\'s go!\nLet\'s go crazy\nLet\'s get nuts\nLook for the purple banana\nUntil they put us in the truck let\'s go!\nC\'mon baby\nLet\'s get nuts!\nYeah\nLet\'s go crazy!\nAre we gonna let de-elevator bring us down?\nOh no let\'s go!\nGo \nI said let\'s go crazy \nLet\'s go \nGo \nDr. Everything\'ll-Be-Alright\nWill make everything go wrong\nPills and thrills and daffodils will kill\nHang tough children\nHe\'s coming\nHe\'s coming\nComing\nTake me away!'
22,"Say It Isn't So",Hall,1984,b"Say it\nSay it isn't so\nSay it\nSay it isn't so\nSay it isn't so painful\nTo tell me that you're dissatisfied\nThe last time I asked you I really got a lame excuse\nI know that you lied\nNow wicked things can happen\nYou see em' goin' down in war\nBut when you play in a quiet way\nThat bites it even more\nTell me what you want\nYeah I'll do it Baby I promise right now\nWho propped you up when you were stopped\nLow motivation had you on the ground?\nI know your first reaction\nYou slide away\nHide Away goodbye\nBut if there's a doubt maybe I can give out\nA thousand reasons why you have to say it isn't so\nNow Say It isn't So\nNow Say It isn't so\nOh Say it isn't so\nWe like to be the strangers at the party\nTwo rebels in a shell\nYou like to move with the best of them\nYou know we move so well\nDon't need someone to lean on\nI know why there's an open door\nBut if I'm faced with being replaced\nI want you even more\nSo baby say it isn't so\nSay it\nSay it isn't so\nSay it\nSay it isn't so\nSay it\nSay it isn't so\nWhy you wanna go\nDo you have to say\nYou wanna go?\nOoh oh Baby say it isn't\nSay Say Say it isn't\nSo\nWhy you have to say it isn't\nSo\nSo\nI know its so hard for you\nSo hard\nDon't say it babe\nThere must be some other way\nDon't have to\nSome other way\nHa you don't have to say\nOh you don't have to say\nOoh you know I wanna make you\nSo"
