Rank,Song,Artist,Year,Lyrics
11,La Bamba,Los Lobos,1987,"b""Para bailar la bamba\nPara bailar la bamba\nSe necesita una poca de gracia\nUna poca de gracia pa' m\xc3\xad pa' ti\nY arriba y arriba\nAy arriba y arriba\nPor ti ser\xc3\xa9 por ti ser\xc3\xa9 por ti ser\xc3\xa9\nYo no soy marinero\nYo no soy marinero soy capit\xc3\xa1n\nSoy capit\xc3\xa1n soy capit\xc3\xa1n\nBamba bamba\nBamba bamba\nBamba bamba\nBamba\nPara bailar la bamba\nPara bailar la bamba\nSe necesita una poca de gracia\nUna poca de gracia pa' m\xc3\xad pa' ti\nAy y arriba y arriba\nPara bailar la bamba\nPara bailar la bamba\nSe necesita una poca de gracia\nUna poca de gracia pa' m\xc3\xad pa' ti\nY arriba y arriba\nAy arriba y arriba\nPor ti ser\xc3\xa9 por ti ser\xc3\xa9 por ti ser\xc3\xa9\nBamba bamba\nBamba bamba\nBamba bamba\nBamba bamba"""
12,Everybody Have Fun Tonight,Wang Chung,1987,"b""I'll drive a million miles\nTo be with you tonight\nSo if you're feeling low\nTurn up your radio\nThe words we use are strong\nThey make reality\nBut now the music's on\nOh baby dance with me yeah\nRip it up move down\nRip it up move it down to the ground\nRip it up cool down\nRip it up don't hang me on the borderline\nEverybody have fun tonight\nEverybody have fun tonight\nEverybody Wang Chung tonight\nEverybody have fun tonight\nEverybody Wang Chung tonight\nEverybody have fun\nDeep in the world tonight\nOur hearts beat safe and sound\nI'll hold you so close\nJust let yourself go down\nRip it up move down\nRip it up move it down to the ground\nRip it up cool down\nRip it up get out what's inside of you\nEverybody have fun tonight\nEverybody have fun tonight\nEverybody Wang Chung tonight\nEverybody have fun tonight\nEverybody Wang Chung tonight\nEverybody have fun tonight \nEverybody have fun\nOn the edge of oblivion\nAll the word is Babylon\nAnd all the love and everyone\nA ship of fools sailing on\nEverybody have fun tonight\nEverybody have fun tonight\nAcross the nation around the world\nEverybody have fun tonight\nA celebration so spread the word\nEverybody everyone\nEverybody everyone \nEverybody everyone\nEverybody have fun tonight\nEverybody have fun tonight\nEverybody Wang Chung tonight\nEverybody have fun tonight\nEverybody Wang Chung tonight\nEverybody have fun tonight\nEverybody have fun\nEverybody everyone\nEverybody everyone\nEverybody everyone\nEverybody everyone"""
13,Don't Dream It's Over,Crowded House,1987,"b""There is freedom within there is freedom without\nTry to catch a deluge in a paper cup\nThere's a battle ahead many battles are lost\nBut you'll never see the end of the road while you're traveling with me\nHey now hey now don't dream it's over\nHey now hey now when the world comes in\nThey come they come to build a wall between us\nWe know they won't win\nNow I'm towing my car there's a hole in the roof\nMy possessions are causing me suspicion but there's no proof\nIn the paper today tales of war and of waste\nBut you turn right over to the TV page\nHey now hey now don't dream it's over\nHey now hey now when the world comes in\nThey come they come to build a wall between us\nWe know they won't win\nNow I'm walking again to the beat of a drum\nAnd I'm counting the steps to the door of your heart\nOnly shadows ahead barely clearing the roof\nGet to know the feeling of liberation and release\nHey now hey now don't dream it's over\nHey now hey now when the world comes in\nThey come they come to build a wall between us\nYou know they won't win\nDon't let them win\nHey now hey now\nHey now hey now\nHey now hey now\nDon't let them win\nThey come they come\nDon't let them win\nHey now hey now \nHey now hey now"""
14,Always,Atlantic Starr,1987,"b""Girl you are to me\nAll that a woman should be\nAnd I dedicate my life\nTo you always\nThe love like yours is grand\nIt must have been\nSent from up above\nAnd I know you'll stay this way\nFor always\nAnd we both know\nThat our love will grow\nAnd forever\nIt will be\nYou and me hey\nOoh you're like the sun\nChasing all of the rain away\nWhen you come around\nYou bring brighter days\nYou're the perfect one\nFor me and you\nForever will be\nAnd I will love you so\nFor always\nCome with me my sweet\nLet's go make a family\nAnd they will bring us joy\nFor always\nOh boy\nI love you so\nI can't find enough ways\nTo let you know\nBut you can be sure I'm yours\nFor always\nOoh ooh\nI will love you so\nFor always"""
15,With or Without You,U2,1987,"b""See the stone set in your eyes\nSee the thorn twist in your side\nI'll wait for you\nSleight of hand and twist of fate\nOn a bed of nails she makes me wait\nAnd I wait without you\nWith or without you\nWith or without you\nThrough the storm we reach the shore\nYou give it all but I want more\nAnd I'm waiting for you\nWith or without you\nWith or without you ah-ah\nI can't live with or without you\nAnd you give yourself away\nAnd you give yourself away\nAnd you give and you give\nAnd you give yourself away\nMy hands are tied my body bruised\nShe got me with nothing to win\nAnd nothing left to lose\nAnd you give yourself away\nAnd you give yourself away\nAnd you give and you give\nAnd you give yourself away\nWith or without you\nWith or without you ohh\nI can't live with or without you\nWith or without you\nWith or without you ohh\nI can't live with or without you\nWith or without you"""
16,Looking for a New Love,Jody Watley,1987,"b""I gave you love\nYou did me wrong\nI didn't know what to do\nBut baby I'm strong\nI'll get over you\nA new boy I'm gonna choose\nYou'll see\nMy love was true\nStill you threw it all away\nNow other guys will have me\nThey'll appreciate my love\nTell me how does it feel?\nYou know that I needed you\nYou know that you meant the world to me\nYou know I had to have you\nNow I'm gonna find somebody new\nI'm looking for a new love baby\nA new love yeah yeah yeah\nI'm looking for a new love baby\nA new love yeah yeah yeah\nWas she hot?\nDid she turn you out?\nCuriosity rules my brain\nWas she worth my heart\nIt's torn all apart\nAre you going back again?\nTell me\nMy love was true\nStill you threw it all away\nBut now your like the rest\nUnworthy of my best\nHasta la vista baby\nYou know that I needed you\nYou know that you meant the world to me\nYou know I had to have you\nNow I'm gonna find somebody new\nI'm looking for a new love baby\nA new love yeah yeah yeah\nI'm looking for a new love baby\nA new love yeah yeah yeah\nI'm looking for a new love baby\nA new love yeah yeah yeah\nI'm looking for a new love baby\nA new love yeah yeah yeah\nOther guys will have me\nThey'll appreciate my love\nTell me how does it feel?\nNow you're like the rest\nUnworthy of my best\nHasta la vista baby\nI'm looking for a new love baby\nA new love\nI'm looking for a new love baby\nA new love\nI'm looking for a new love baby\nA new love"""
17,Head to Toe,Lisa Lisa,1987,"b""Head to toe\nI know\nToday started with a crazy kiss\nOn our way home\nWe were in for a surprise\nWho would have known?\nWho would have thought\nThat we would become lovers\nAs friends we were so so tight\nCan't help myself\nYou make me feel so right\nI got to got to\nGot to tell you darling\nOoh baby\nI think I love you\nFrom head to toe\nOoh baby\nI think I love you\nFrom head to toe\nI think I love you\nFrom head to toe\nI know\nHere today\nGone tomorrow\nIt's possible\nBut I doubt it\nHis kiss is credit in the bank of love\nI never leave home without it\nHes different from any boy I know\nBody supreme\nBedroom eyes\nHead back to the side\nPlease don't be so mean\nFourteen karat love\nYou are my jewel of the Nile\nWhen we make love\nDiamonds are forever\nTop to bottom\nI love you\nI will leave you never\nI got to got to\nGot to tell you darling\nOoh baby\nI think I love you\nFrom head to toe\nOoh baby\nI think I love you\nFrom head to toe\nOoh baby\nI think I love you\nYou got to know\nOoh baby\nI think I love you\nFrom head to toe\nI think I love you from head to toe\nYou can't hurry love\nYou got to take it slow\nBut my angel\nYou forget your wings tonight\nBaby you got the love\nFourteen karat love\nYou are my jewel of the Nile\nWhen we make love\nDiamonds are forever\nTop to bottom\nI love you\nI will leave you never\nI got to got to\nGot to tell you darling\nOoh baby\nI think I love you\nFrom head to toe\nOoh baby\nI want to kiss you\nFrom head to toe\nOoh baby\nI think I love you\nYou got to know\nOoh baby\nI think I love you\nFrom head to toe\nI think I love you\nFrom head to toe\nI know\nOoh baby\nI want to kiss you\nFrom head to toe\nOoh baby\nI think I love you\nYou got to know\nOoh baby\nI think I love you\nFrom head to toe"""
18,I Think We're Alone Now,Tiffany,1987,"b""Let me hear your heart beat\nLet me feel your heart beat\nLet me touch your heart beat\nCause I'm gonna change your heart beat\nChildren behave\nThat's what they say when we're together\nAnd watch how you play\nThey don't understand\nAnd so we're\nRunning just as fast as we can\nHolding on to one another's hand\nTrying to get away into the night\nAnd then you put your arms around me\nAnd we tumble to the ground\nAnd then you say\nI think we're alone now\nThere doesn't seem to be anyone around\nI think we're alone now\nThe beating of our hearts is the only sound\nLook at the way\nWe gotta hide what we're doing\nCause what would they say\nIf they ever knew\nAnd so we're\nI think we're alone now\nThere doesn't seem to be anyone around\nI think we're alone now\nJust you and me the only sound now\nLook at the way\nWe gotta hide what we're doing\nCause what would they say\nCan't you hear my heart beat\nCan't you hear my heart beat\nDancing to my heart beat"""
19,Mony Mony,Billy Idol,1987,"b'Here she comes now sayin\' ""Mony Mony""\nShoot \'em down turn around come on Mony\nHey she give me love and I feel all right now\nCome on you gotta toss and turn\nAnd feel all right yeah I feel all right\nI said ""Yeah yeah yeah yeah yeah""\n\'Cause you make me feel\nSo good so good so good\nSo fine so fine\nIt\'s all mine well I feel all right\nI said ""Yeah yeah yeah yeah yeah yeah""\nWell you could shake it Mony Mony\nShotgun dead and I\'ll come on Mony\nDon\'t stop cookin\' cause I feel all right now\nDon\'t stop now come on Mony\nCome on yeah I said ""Yeah yeah yeah yeah yeah""\n\'Cause you make me feel\nSo good so good\nWell I feel all right\nYou\'re so fine you\'re so fine\nYou\'re so fine and I feel all right\nI said ""Yeah yeah yeah yeah yeah yeah""\nI love you Mony mo-mo-mony\nI love you Mony mo-mo-mony sure I do\nI love you Mony mo-mo-mony sure I do\nI love you Mony mo-mo-mony sure I do\nI love you Mony mo-mo-mony sure I do\nI love you Mony mo-mo-mony sure I do\nI love you Mony mo-mo-mony sure I do\nI love you Mony mo-mo-mony\nYeah yeah yeah yeah yeah yeah\nCome on come on\nCome on come on\nCome on come on\nCome on come on\nCome on come on\nFeel all right I said ""Yeah yeah yeah\nYeah yeah yeah""\nWake it shake it Mony Mony\nUp down turn around come on mony\nHey she give me love and I feel all right now\nDon\'t stop now come on Mony\nCome on I said ""Yeah yeah yeah\nYeah yeah""\n\'Cause you make me feel\nSo good so good so good\nFeel all right all right\nWell I feel all right\nI said ""Yeah yeah yeah yeah""\nRide your pony ride your pony\nRide your pony come on come on\nMony Mony\nFeel all right I said ""Yeah yeah yeah yeah yeah""\nI wanna ride your pony ride your pony\nRide your pony come on come on\nMony Mony feel all right\nI said ""Yeah yeah yeah yeah yeah""\nCause you make me feel\nSo good so good so good\nCome on hey alright\nWell you feel so good\nI said ""Yeah yeah yeah""'"
20,At This Moment,Billy Vera,1987,"b""What did you think I would do at this moment\nWhen you're standing before me\nWith tears in your eyes\nTrying to tell me that you have found you another\nAnd you just don't love me no more\nWhat did you think I would say at this moment\nWhen I'm faced with the knowledge\nThat you just don't love me\nDid you think I would curse you\nOr say things to hurt you\n'cause you just don't love me no more\nDid you think I could hate you\nOr raise my hands to you\nNow come on you know me too well\nHow could I hurt you when darling I love you\nAnd you know I'd never hurt you-oo-wo-oo-o-o-o...\nWhat do you think I would give at this moment\nIf you'd stay I'd subtract twenty years from my life\nI'd fall down on my knees\nAnd kiss the ground that you walk on\nIf I could just hold you again\nI'd fall down on my knees\nAnd kiss the ground that you walk on baby\nIf I could just hold you { pause }\nIf I could just hold you { pause }\nIf I.........\nIf I could just hold you\nAgain"""
21,The Lady in Red,Chris de Burgh,1987,"b""I've never seen you looking so lovely as you did tonight\nI've never seen you shine so bright\nI've never seen so many men ask you if you wanted to dance\nThey're looking for a little romance\nGiven half a chance\nAnd I have never seen that dress you're wearing\nOr the highlights in your hair that catch your eyes\nI have been blind\nThe lady in red is dancing with me\nCheek to cheek\nThere's nobody here\nIt's just you and me\nIt's where I want to be\nBut I hardly know this beauty by my side\nI'll never forget the way you look tonight\nI've never seen you looking so gorgeous as you did tonight\nI've never seen you shine so bright\nYou were amazing\nI've never seen so many people want to be there by your side\nAnd when you turned to me and smiled\nIt took my breath away\nAnd I have never had such a feeling\nSuch a feeling of complete and utter love\nAs I do tonight\nThe lady in red is dancing with me\nCheek to cheek\nThere's nobody here\nIt's just you and me\nIt's where I want to be\nBut I hardly know this beauty by my side\nI'll never forget the way you look tonight\nI never will forget the way you look tonight\nThe lady in red\nThe lady in red\nThe lady in red my lady in red\nI love you"""
22,Didn't We Almost Have It All,Whitney Houston,1987,"b""Remember when we held on in the rain\nThe night we almost lost it\nOnce again we can take the night into tomorrow\nLiving on feelings\nTouching you I feel it all again\nDidn't we almost have it all\nWhen love was all we had worth giving?\nThe ride with you was worth the fall my friend\nLoving you makes life worth living\nDidn't we almost have it all?\nThe night we hold on till the morning\nYou know you'll never love that way again\nDidn't we almost have it all?\nThe way you used to touch me felt so fine\nWe kept our hearts together down the line\nA moment in the soul can last forever\nComfort and keep us\nHelp me bring the feeling back again\nDidn't we almost have it all\nWhen love was all we had worth giving?\nThe ride with you was worth the fall my friend\nLoving you makes life worth living\nDidn't we almost have it all?\nThe night we hold on till the morning\nYou know you'll never love that way again\nDidn't we almost have it all?\nDidn't we have the best of times\nWhen love was young and new?\nCouldn't we reach inside and find\nThe world of me and you?\nWe'll never lose it again\nBecause once you know what love is\nYou never let it end\nDidn't we almost have it all\nWhen love was all we had worth giving?\nThe ride with you was worth the fall my friend\nLoving you makes life worth living\nDidn't we almost have it all?\nThe night we hold on till the morning\nYou know you'll never love that way again\nDidn't we almost have it all?\nDidn't we almost have it all?"""
23,I Still Haven't Found What I'm Looking For,U2,1987,"b""I have climbed the highest mountains\nI have run through the fields\nOnly to be with you\nOnly to be with you\nI have run I have crawled\nI have scaled these city walls\nThese city walls\nOnly to be with you\nBut I still haven't found what I'm looking for\nBut I still haven't found what I'm looking for\nI have kissed honey lips\nFelt the healing in her finger tips\nIt burned like fire\nThis burning desire\nI have spoke with the tongue of angels\nI have held the hand of a devil\nIt was warm in the night\nI was cold as a stone\nBut I still haven't found what I'm looking for\nBut I still haven't found what I'm looking for\nI believe in the Kingdom Come\nThen all the colours will bleed into one\nBleed into one\nBut yes I'm still running\nYou broke the bonds\nAnd you loosed the chains\nCarried the cross of my shame\nOh my shame you know I believe it\nBut I still haven't found what I'm looking for\nBut I still haven't found what I'm looking for\nBut I still haven't found what I'm looking for\nBut I still haven't found what I'm looking for"""
24,I Want Your Sex,George Michael,1987,b'It\xe2\x80\x99s late\nTime for bed\nSo I sit and I wait\nFor that gin and tonic\nTo go to your head\nI know\nIt\xe2\x80\x99s a devious plan\nBut it\xe2\x80\x99s the only way that I know\nTo get those big bad car keys\nOut of your hand\nYou know\nThat I remain a gentleman\nBut even so\nThere\xe2\x80\x99s only so much\nA gentleman can stand\nSleep with me\nOh\nSleep with me tonight\nMy cards are on your table\nMy dreams are in your bed\nOh if I was able\nI\xe2\x80\x99d be there instead\nOh oh\nOh sleep with me tonight'
