Rank,Song,Artist,Year,Lyrics
11,Nuthin' but a 'G' Thang,Dr. Dre,1993,b' One two three and to the four Snoop Doggy Dogg and Dr Dre is at the door Ready to make an entrance so back on up Cause you know we re bout to rip shit up Give me the microphone first so I can bust like a bubble Compton and Long Beach together now you know you in trouble Ain t nuthin but a G thang baby Two loc ed out niggas so we re crazy Death Row is the label that pays me Unfadeable so please don t try to fade this But um back to the lecture at hand Perfection is perfected so I ma let em understand From a young G s perspective And before me dig out a bitch I have to find a contraceptive You never know she could be earnin her man And learnin her man and at the same time burnin her man Now you know I ain t with that shit Lieutenant Ain t no pussy good enough to get burnt while I m up in it And that s realer than Real Deal Holyfield And now you hookers and hoes know how I feel Well if it s good enough to get broke off a proper chunk I ll take a small piece of some of that funky stuff It s like this and like that and like this and a It s like that and like this and like that and a It s like this and like that and like this and a Dre creep to the mic like a phantom Well I m peepin and I m creepin and I m creepin But I damn near got caught cause my beeper kept beepin Now it s time for me to make my impression felt So sit back relax and strap on your seat belt You never been on a ride like this befo With a producer who can rap and control the maestro At the same time with the dope rhyme that I kick You know and I know I flow some old funky shit To add to my collection the selection symbolizes dope Take a toke but don t choke If you do you ll have no clue On what me and my homie Snoop Dogg came to do It s like this and like that and like this and a It s like that and like this and like that and a It s like this and who gives a fuck about those So just chill til the next episode You ve got the feeling To rock the other side You ve got the feeling Fallin back on that ass with a hellafied gangsta lean Gettin funky on the mic like a old batch of collard greens It s the capital S oh yes I m fresh N double O P D O double G Y D O double G you see Showin much flex when it s time to wreck a mic Pimpin hoes and clockin a grip like my name was Dolomite Yeah and it don t quit I think they in the mood for some mothafuckin G shit Hell yeah So Dre What up Dogg Gotta give them what they want What s that G We gotta break em off somethin Hell yeah And it s gotta be bumpin City of Compton Is where it takes place so when asked your attention Mobbin like a motherfucker but I ain t lynchin Droppin the funky shit that s makin the sucker niggas mumble When I m on the mic it s like a cookie they all crumble Try to get close and your ass ll get smacked My motherfuckin homie Doggy Dogg has got my back Never let me slip cause if I slip then I m slippin But if I got my ni a then you know I m straight trippin And I ma continue to put the rap down put the mack down And if you bitches talk shit I have to put the smack down Yeah and you don t stop I told ya I m just like a clock when I tick and I tock But I m never off always on to the break of dawn C O M P T O N and the city they call Long Beach Puttin the shit together Like my nigga D O C no one can do it better Like this that and this and a It s like that and like this and like that and a It s like this and who gives a fuck about those So just chill til the next episode You ve got the feeling To rock the other side You ve got the feeling You ve got the feeling To rock the other side You ve got the feeling '
12,In the Still of the Nite,Boyz II Men,1993,b' Shoo doop shooby doo Shoo doop shooby doo Shoo doop shooby doo Shoo doop shooby wah In the still Of the night I held you Held you tight For I love Love you so Promise I ll never Let you go In the still of the night I remember That night in May When the stars were bright Up above I ll hope And I ll pray To keep Your pre cious love So before The light Hold me again With all of your might In the still of the night Shoo wop shoo wah Shoo wop shoo wah Shoo wop shoo wah Shoo wop shoo wah oh Shoo wop shoo wah Shoo wop shoo wah Shoo wop shoo wah Shoo wop shoo wah oh So before The light Hold me again With all of your might In the still of the night In the still of the night Shoo doop shooby doo Shoo doop shooby doo Shoo doop shooby doo Shoo doop shooby wah Shoo doop shooby doo Shoo doop shooby doo Shoo doop shooby doo Shoo doop shooby wah Shoo doop shooby doo Shoo doop shooby doo Shoo doop shooby doo Shoo doop shooby wah'
13,Don't Walk Away,Jade,1993,b' Hi We re not in right now But if you leave your name and number We ll get back to you to you to you I got all this love waiting just for you I just gotta know that your love is true Can t keep running boy in and out my life Wanna be your girl not cause the mood is right If I let you come inside tomorrow will you hide Will you be there for me when I need someone to hold me Baby don t misunderstand I do want you for my man I just need a little time before I invest my love Don t walk away boy My love won t hurt you Don t walk away boy I ll be right there for you You say all the things that I like to hear You push all my buttons baby Love to have you close to me Wanna feel your love wanna be for sure That it s me you need baby each and every night Baby don t misunderstand I want you for my man I need a little time Before I give you my love Don t walk away boy I ll be right there for you Don t walk away This is what it sounds like When we re making love Don t walk away boy Don t walk away boy I ll be right there for you '
14,Knockin' da Boots,H-Town,1993,b' Yeah We doin this one for all the ladies huh H Town Boys kickin it with my boy Luke for the 9 3 you know what I m sayin cause we will be knockin boots GI Shazam Dino They goin do a little somethin for you real sexy like you know what I m sayin Hey yo check the verse Last night I thought to back to when we made good love Listenin to some Marvin Gaye all night long Now I want that whole thing back Make these moments once again go right So won t ya won t ya uhhh do it for us babe Good lovin body rockin knockin boots all night long yeah Makin love until we tire to the break of dawn But oh come on a come on And turn the lights down and let me get on it yeah Cause when I do just me and you it ll be so right A give me some good love A give me some good love Somebody rockin baby ooh A give me some good love That s all I need I need A give me some good love I feel so good when I m near you That s why I always wanna be close to you I m so addicted I m so addicted To makin love to you baby All night long baby all night long long long long Good lovin body rockin all night long oh oh Makin love until we tire to the break of dawn But oh come on come on and turn the lights down and let me get on it uh Cause when I do just me and you it ll be so right so right so right A give me some good love A give me some good love That s all I want baby A give me some good love A little body body rockin yeah A give me some good love Complete rockin Some sweet love Give you mounds of pleasure Cause I m ready I m so ready I m so ready baby To give you everything that we ve been waitin on So come on and give it to me baby Ah yeah Right about now we on the intermission tip So all you ladies go get your towels You know what I m sayin ha Cause it s laid out like that you know But wait a minute we ain t through Kick the vamp Whoa ho oh Oh baby whoa I want your good touch lady You re here with me my baby It s drivin me crazy So won t you come on Come on and rock my body rock my body baby Come on and rock my body Yeah ha ha hey I wanna lay you down So let me make some sweet lovin baby I will turn the lights down low and close the door I ll do everything to you oh Cause I m ready'
15,Lately,Jodeci,1993,b' Lately I ve had the strangest feeling oh yeah With no vivid reason here to find But yet the thought of losing you s been hanging Around my mind K Ci sing it sing it Far more frequently you re wearing perfume And with you say No special place to go But when I ask will you be coming back soon You don t know never know oh I m a man of many wishes Hope my premonition misses But what I really feel My eyes won t let me hide Cuz they always start to cry Yeah yeah baby well well Cuz this time could mean good goodbye Bye bye Farewell farewell Farewell Oh why don t you tell me Well well well Lately I ve been staring in the mirror oh yeah Very slowly picking me apart oh Saying I m trying to tell myself that I have a reason With your heart yeah yeah yeah Just the other night while you were sleeping I vaguely heard you whisper someone s name But when I asked you other thoughts your keeping You just said nothing changed I m a man of many wishes Hope my premonition misses But what I really feel My eyes won t let me hide Cuz they always start to cry Oh yes you do Cuz this time could mean good goodbye goodbye I m a man of many wishes I hope my premonition misses But what I really feel My eyes won t let me hide Cuz they always start to cry Yes they do yes they do Cuz this time could mean goodbye '
16,Dazzey Duks,Duice,1993,b' Come on baby Kick them Daisies Chorus Creo D Look at them girls with the Daisy Dukes on I want you to Look at them girls with the Daisy Dukes on Everybody Look at them girls with the Daisy Dukes on I want you to Look at them girls with the Daisy Dukes on Say look at them girls with the Daisy Dukes on They really got it goin on Lookin all nice and sweet Showin tan And them butt cheeks I do like it a lot When they be showin some of what you got Yo girls that be lookin real cute The way y all kickin them Daisy Dukes Come on baby Kick them Daisies Repeat Chorus YEAH just hit me Afrika Bambattaa Hey you in the black boots Knee highs with the Daisy Dukes Lookin real fly while in cahoots In the park where I can do you I m L A Sno here to relate to you How I started the trend of them Daisy Dukes Ever since the summer of the 90s Girls lookin good with their future behind see Many terms are used to express We re talkin bout the booty not the breast Baby got back the junk in the trunk She got a six pack or a hell of a rump Yo Please some fries with that shake See many terms are used to relate I love the girls with the big ol booties Where I m from they call em Dukies Pretty brown cheeks hangin from the jeans Even city girls kick the country things So if you get it got it good just dip the dug out Them damn Daisy Dukes are turnin er out Say Come on baby Kick them Daisies Repeat Chorus YEAH just hit me Say look at them girls with the Daisy Dukes on They really got it goin on Yeah they be kickin it sweet With them long ol boots on feet And check out the way they step Make your brother wanna think about sex Especially when they have nice legs If they re tan drive off red It don t mean what kind of legs you like Still be kickin those legs in lily white So it won t make one difference on you As long as you re kickin them Daisy Dukes Come on baby Kick them Daisies Repeat Chorus YEAH just hit me Hold it now Wait a minute Yo Bring that funky track back Bring that funky track back Bring that funky track back Bring that funky track back Oh bring it baby Hook Don t stop Afrika Bambattaa OH Kick them Daisies Don t stop OH Let me see ya rock the Daisy Don t stop OH Kick them Daisies Don t stop OH Let me see ya rock the Daisy Don t stop L A Sno like the girls with the Daisy Dukes Creo D like the girls with the Daisy Dukes Taylor Boy like the girls in them Daisy Dukes Tony Mercedes like them with them Daisy Dukes New York Miami Alabama Tennessee New Jersey Boston Augusta Atlanta like them girls in the Daisy Dukes All of Texas like them girls in the Daisy Dukes L A like them girls in them Daisy Dukes YEAH just hit me Come on baby Kick them Daisies Repeat Chorus Oh KICK them DAISIES Least one woman went out Kick them Daisies baby Just see one woman went out Kick them Daisies baby Shh one woman went out Kick them Daisies baby Hold it now Wait a min '
17,Show Me Love,Robin S.,1993,b' Ahhh Yeah yeah yeah yeah yeah You ve got to show me love Heartbreaks and promises I ve had more than my share I m tired of giving my love and getting nowhere nowhere What I need is somebody who really cares I really need a lover a lover who wants to be there It s been so long since I touched a wanting hand I can t put my love on the line that I hope you ll understand So baby if you want me You ve got to show me love Words are so easy to say oh ah yeah You ve got to show me love I m tired of getting caught up in those one night affairs What I really need is somebody who will always be there Don t you promise me the world all that I ve already heard This time around for me baby actions speak louder than words So if you re looking for devotion talk to me Come with your heart in your hands Because me love is guaranteed So baby if you want me You ve got to show me love Words are so easy to say oh ah yeah You ve got to show me love Show me show me baby Show me show me baby Show me show me baby Show me show me baby Heartbreaks and promises I ve had more than my share I m tired of giving my love and getting nowhere nowhere What I really need is somebody who will always be there This time around for me baby actions speak louder than words If you re looking for devotion talk to me Come with your heart in your hands Because me love is guaranteed So baby if you want me You ve got to show me love Words are so easy to say oh ah yeah You ve got to show me love There s nothing that you can tell me You ve got to show me love There s only one key to my heart You ve got to show me love'
18,A Whole New World,Peabo Bryson,1993,b'I can show you the world Shining shimmering splendid Tell me princess now when did You last let your heart decide I can open your eyes Take you wonder by wonder Over sideways and under On a magic carpet ride A whole new world A new fantastic point of view No one to tell us no or where to go Or say we re only dreaming A whole new world A dazzling place I never knew But when I m way up here it s crystal clear That now I m in a whole new world with you Now I m in a whole new world with you Unbelievable sights Indescribable feeling Soaring tumbling freewheeling Through an endless diamond sky A whole new world Don t you dare close your eyes A hundred thousand things to see I m like a shooting star I ve come so far I can t go back To where I used to be A whole new world Every turn a surprise With new horizons to pursue Every moment red letter I ll chase them anywhere There s time to spare Let me share this whole new world with you A whole new world That s where we ll be A thrilling chase A wondrous place For you and me'
19,If,Janet Jackson,1993,b' Sittin over here starin in your face With lust in my eyes sure don t give a damn And ya don t know that I ve been dreamin Of ya in my fantasy Never once you looked at me Don t even realize that I m wantin you to fulfill my needs Think what you want let your mind free Run free to a place no one dares to How many nights I ve laid in bed Excited over you I ve closed my eyes and thought of us A hundred different ways I ve gotten there so many times I wonder how bout you Day and night night and day All I ve got to say is If I was your girl oh the things I d do to you I d make you call out my name I d ask who it belongs to If I was your woman the things I d do to you But I m not so I can t then I won t but if I was your girl Allow me some time to play with your mind And you ll get there again and again Close your eyes and imagine my body undressed Take your time cause we ve got all night ooh You on the rise as you re touchin my thighs And let me know what you like if you like I ll go Down down down down da down down I ll hold you in my hand and maybe Your smooth and shiny feels so good Against my lips sugar I want you so bad I can taste your love right now baby Day and night night and day All I ve got to say is If I was your girl oh the things I d do to you I d make you call out my name I d ask who it belongs to If I was your woman the things I d do to you But I m not so I can t then I won t but if I was your girl If I was your girl oh the things I d do to you I d make you call out my name I d ask who it belongs to If I was your woman the things I d do to you But I m not so I can t then I won t but if I was your girl I ve laid in bed excited over you One hundred different ways I ve thought of many many All I want to say is If I was your girl oh the things I d do to you I d make you call out my name I d ask who it belongs to If I was your woman the things I d do to you But I m not so I can t then I won t but if I was your girl If I was your girl oh the things I d do to you I d make you call out my name I d ask who it belongs to If I was your woman the things I d do to you But I m not so I can t then I won t but if I was your girl If I was your girl oh the things I d do to you I d make you call out my name I d ask who it belongs to If I was your woman the things I d do to you But I m not'
20,I'm So Into You,SWV,1993,b' Boy there you go You re tellin me that you love me When will you know That you belong to another girl who loves you You are so fine You blow my mind With the things you do to me She sees she s not blind To the things you do for me But I know I m so into you I don t know what I m gonna do Boy you got me so confused I don t know what I m gonna do Friends ask how could I give myself to one who belongs to someone else They just don t know Your love s so good That they would want for themselves You are so fine You blow my mind With the things you for to me She sees she s not blind To the things you do for me But I know I m so into you I don t know what I m gonna do Boy you got me so confused I don t know what I m gonna do You re not you re not mine You re not you re not mine You re not you re not mine You re not Ooh what am I supposed to do I m so into you I don t know what I m gonna do Boy you got me so confused I don t know what I m gonna do'
21,Love Is,Vanessa Williams,1993,b' They say it s a river that circles the earth A beam of light shining to the edge of the universe It conquers all It changes everything They say it s a blessing They say it s a gift They say it s a miracle and I believe that it is It conquers all But it s a mystery Love breaks your heart Love takes no less than everything Love makes it hard And fades away so easily In this world we ve created In this place that we live In a blink of an eye baby the darkness slips in Love lights the world Unites the lovers for eternity Love breaks the chain Love aches for every one of us Love takes the tears and the pain And turns it into the beauty that remains Look at this place It was paradise but now it s dying I ll pray for love I ll take my chances that it s not too late Love breaks your heart Love takes no less than everything Love makes it hard And it fades away so easily Love breaks the chain Love aches for every one of us Love takes the tears and the pain And turns it into the beauty that remains'
