Rank,Song,Artist,Year,Lyrics
11,Tainted Love,Soft Cell,1982,"b""Sometimes I feel I've got to\nRun away I've got to\nGet away\nFrom the pain you drive into the heart of me\nThe love we share\nSeems to go nowhere\nAnd I've lost my light\nFor I toss and turn I can't sleep at night\nOnce I ran to you \nNow I'll run from you\nThis tainted love you've given\nI give you all a boy could give you\nTake my tears and that's not nearly all\nOh tainted love\nTainted love\nNow I know I've got to\nRun away I've got to\nGet away\nYou don't really want any more from me\nTo make things right\nYou need someone to hold you tight\nAnd you think love is to pray\nBut I'm sorry I don't pray that way\nOnce I ran to you \nNow I'll run from you\nThis tainted love you've given\nI give you all a boy could give you\nTake my tears and that's not nearly all\nOh tainted love\nTainted love\nDon't touch me please\nI cannot stand the way you tease\nI love you though you hurt me so\nNow I'm gonna pack my things and go\nTainted love oh tainted love oh\nTainted love oh tainted love oh\nTouch me baby tainted love\nTouch me baby tainted love\nTainted love oh\nTainted love oh\nTainted love"""
12,Chariots of Fire,Vangelis,1982,b'Chariots of fire are on my way\nChariots of fire are the best\nI love chariots of fire\nChariots\nChariots\nChariots\nChariots... of FIRE!!!\nChariots of fire!!!'
13,Harden My Heart,Quarterflash,1982,"b""Crying on the corner\nWaiting in the rain\nI swear I will never ever wait again\nYou gave me your word\nBut words for you are lies\nDarling in my wildest dreams\nI never thought I'd go\nBut it\xe2\x80\x99s time to let you know\nI\xe2\x80\x99m gonna harden my heart\nI\xe2\x80\x99m gonna swallow my tears\nI\xe2\x80\x99m gonna turn and leave you here\nAll of my life I\xe2\x80\x99ve been waiting in the rain\nI\xe2\x80\x99ve been waiting for a feeling that never ever came\nIt feels so close but always disappears\nDarling in your wildest dreams\nYou never had it good\nBut it\xe2\x80\x99s time you\xe2\x80\x99ve got the news\nI\xe2\x80\x99m gonna harden my heart\nI\xe2\x80\x99m gonna swallow my tears\nI\xe2\x80\x99m gonna turn and leave you here\nDarling in my  wildest dreams\nI never thought I'd go\nBut it\xe2\x80\x99s time to you know\nI\xe2\x80\x99m gonna harden my heart\nI\xe2\x80\x99m gonna swallow my tears\nI\xe2\x80\x99m gonna turn\nAnd leave you here\nI\xe2\x80\x99m gonna harden my heart\nI\xe2\x80\x99m gonna swallow my tears\nI\xe2\x80\x99m gonna harden my heart\nI\xe2\x80\x99m gonna swallow my tears\nHarden my heart\nI\xe2\x80\x99m gonna swallow my tears\nOh oh oh oh\nHarden my heart\nI\xe2\x80\x99m gonna harden my heart\nI\xe2\x80\x99m gonna swallow my tears\nI\xe2\x80\x99m gonna harden my heart\nI\xe2\x80\x99m gonna swallow my tears\nHarden my heart\nI\xe2\x80\x99m gonna swallow my tears\nOh oh oh oh\nHarden my heart\nI\xe2\x80\x99m gonna harden my heart"""
14,Rosanna,Toto,1982,"b""\xe2\x80\x8b\xe2\x80\x8b\nAll I wanna do when I wake up in the morning is see your eyes\nRosanna Rosanna\nI never thought that a girl like you could ever care for me\nRosanna\nAll I wanna do in the middle of the evening is hold you tight\nRosanna Rosanna\nI didn't know you were looking for more than I could ever be\nNot quite a year since she went away Rosanna yeah\nNow she's gone and I have to say\nMeet you all the way\nMeet you all the way Rosanna yeah\nMeet you all the way\nMeet you all the way Rosanna yeah\nI can see your face still shining through the window on the other side\nRosanna Rosanna\nI didn't know that a girl like you could make me feel so sad\nRosanna\nAll I want to tell you is now you'll never ever have to compromise\nRosanna Rosanna\nI never thought that losing you could ever hurt so bad\nNot quite a year since she went away Rosanna yeah\nNow she's gone and I have to say\nMeet you all the way\nMeet you all the way Rosanna yeah\nMeet you all the way\nMeet you all the way Rosanna yeah\n\xe2\x80\x8b\nNot quite a year since she went away Rosanna yeah\nNow she's gone and I have to say\nMeet you all the way\nMeet you all the way Rosanna yeah\nMeet you all the way\nMeet you all the way Rosanna yeah\nMeet you all the way\nMeet you all the way Rosanna yeah\nMeet you all the way\nMeet you all the way Rosanna yeah\n\xe2\x80\x8b"""
15,I Can't Go for That (No Can Do),Hall,1982,"b""Easy ready willing overtime\nWhere does it stop\nWhere do you dare me\nTo draw the line\nYou've got the body\nNow you want my soul\nDon't even think about it\nSay no go\nI'll do anything\nThat you want me to do\nYeah I'll do almost anything\nThat you want me too ooh\nYeah\nBut I can't go for that no\nNo can do\nI can't go for that no\nNo can do\nI can't go for that no\nNo can do\nI can't go for that\nCan't go for that\nCan't go for that\nCan't go for that\nI can go for being twice as nice\nI can go for just repeating\nThe same old lines\nUse the body\nNow you want my soul\nOoh forget about it\nNow say no go\nI'll do anything\nThat you want me to do\nYeah I'll do almost anything\nThat you want me too ooh\nYeah\nBut I can't go for that no\nNo can do\nI can't go for that no\nNo can do\nI can't go for that no\nNo can do\nI can't go for that\nCan't go for that\nCan't go for that\nCan't go for that\nI'll do anything\nThat you want me to do\nYeah I'll do almost anything\nThat you want me too ooh\nYeah\nBut I can't go for that no\nNo can do\nI can't go for that no\nNo can do\nI can't go for that no\nNo can do\nI can't go for that\nCan't go for that\nCan't go for that\nCan't go for that"""
16,867-5309/Jenny,Tommy Tutone,1982,"b""Jenny Jenny who can I turn to?\nYou give me somethin' I can hold on to\nI know you think I'm like the others before\nWho saw your name and number on the wall\nJenny I got your number\nI need to make you mine\nJenny don't change your number\n867-5309\n867-5309\n867-5309\n867-5309\nJenny Jenny you're the girl for me\nOh you don't know me but you make me so happy\nI tried to call you before but I lost my nerve\nI tried my imagination but I was disturbed\nJenny I got your number\nI need to make you mine\nJenny don't change your number\n867-5309\n867-5309\n867-5309\n867-5309\nI got it  I got it\nI got your number on the wall\nI got it  I got it\nFor a good time for a good time call\nJenny don't change your number\nI need to make you mine\nJenny I call your number\n867-5309\n867-5309\n867-5309\n867-5309\nJenny Jenny who can I turn to?\n867-5309\nFor the price of a dime I can always turn to you\n867-5309\n867-5309\n867-5309\n867-5309\n867-5309\n5309\n867-5309 \n867-5309 \n867-5309"""
17,Key Largo,Bertie Higgins,1982,"b""Wrapped around each other\nTrying so hard to stay warm\nThat first cold winter together\nLying in each other's arms\nWatching those old movies\nFalling in love so desperately\nHoney I was your hero\nAnd you were my leading lady\nWe had it all\nJust like Bogie and Bacall\nStarring in our own late late show\nSailing away to Key Largo\nHere's lookin' at you kid\nMissing all the things we did\nWe can find it once again I know\nJust like they did in Key Largo\nHoney can't you remember\nWe played all the parts\nThat sweet scene of surrender\nWhen you gave me your heart\nPlease say you will\nPlay it again\nCause I love you still\nBaby this can't be the end\nWe had it all \nJust like Bogie and Bacall\nStarring in our old late late show\nSailing away to Key Largo\nHere's lookin' at you kid \nMissing all the things we did\nWe can find it once again I know\nJust like they did in Key Largo\nWe had it all \nJust like Bogie and Bacall"""
18,You Should Hear How She Talks About You,Melissa Manchester,1982,"b""She's so very nice\nYou should break the ice\nLet her know that she's on your mind\nWhat you trying to hide\nWhen you know inside\nShe's the best thing you'll ever find\nAh can't you see it\nDon't you think she's feeling the same\nAh I guarantee it\nShe's the one that's calling your name\nChorus:\nYou should hear how she talks about you\nYou should hear what she said\nShe says she would be lost without you\nShe's half out of her head\nYou should hear how she talks about you\nShe just can't get enough\nShe says she would be lost without you\nShe is really in love\nI ain't telling tales\nAnybody else could repeat the things that I've heard\nShe's been talking sweet and it's on the street\nHow our girlfriend's spreading the word\nAh you should hurry\nYou should let her know how you feel\nAh now don't you worry\nIf you know the story's for real\nRepeat first half of the Chorus\nYou should hear how she talks about you\nShe is really in love\nAh you should hurry\nYou should let her know how you feel\nAh now don't you worry\nIf you're scared the love is for real\nRepeat Chorus and then fade"""
19,Waiting for a Girl Like You,Foreigner,1982,"b""So long I've been looking too hard I've waiting too long\nSometimes I don't know what I will find\nI only know it's a matter of time\nWhen you love someone\nWhen you love someone\nIt feels so right so warm and true\nI need to know if you feel it too\nMaybe I'm wrong\nWon't you tell me if I'm coming on too strong?\nThis heart of mine has been hurt before\nThis time I want to be sure\nI've been waiting for a girl like you\nTo come into my life\nI've been waiting for a girl like you\nA love that will survive\nI've been waiting for someone new\nTo make me feel alive\nYeah waiting for a girl like you\nTo come into my life\nYou're so good\nWhen we make love it's understood\nIt's more than a touch or a word we say\nOnly in dreams could it be this way\nWhen you love someone\nYeah really love someone\nNow I know it's right\nFrom the moment I wake up till deep in the night\nThere's no where on earth that I'd rather be\nThan holding you tenderly\nI've been waiting for a girl like you\nTo come into my life\nI've been waiting for a girl like you\nA love that will survive\nI've been waiting for someone new\nTo make me feel alive\nYeah waiting for a girl like you\nTo come into my life\nI've been waiting for a girl like you\nTo come into my life\nI've been waiting for a girl like you\nA love that will survive\nI've been waiting for someone new\nTo make me feel alive\nYeah waiting for a girl like you\nTo come into my life\nWon't you come into my life?\nMy life?"""
20,Don't Talk to Strangers,Rick Springfield,1982,"b""When you were just a young girl and still in school\nHow come you never learned the golden rule?\nDon't talk to strange men don't be a fool\nI'm hearing stories; I don't think that's cool\nWhy dont'cha tell me someone isn't lovin' you?\n'Cause you're my girl some say it's no longer true\nYou're seeing some slick continental dude\nI'm beggin' you please\nBaby dont'cha talk\nYou know he'll only use you up\nDon't talk\nNobody nobody ever told you\nNow tell me how's life in the big city?\nI hear the competition's tough; baby that's a pity\nAnd every man's an actor; every girl is pretty\nI don't like what's gettin' back to me\nNow who's this Don Juan I've been hearing of?\nLove hurts when only one's in love\nNow did ya fall at first sight or did you need a shove?\nI'm beggin' you please\nBaby dont'cha talk\nYou know he'll only use you up\nDon't talk\nNobody nobody ever told you\nWhat's he sayin' baby?\nI asked you not to talk to him\nI'm begging you\nBaby dont'cha talk\nYou know he'll only use you up\nDon't talk\nNobody nobody ever told you\nBaby dont'cha talk\nYou know he'll only use you up\nBaby dont'cha\nBaby dont'cha talk"""
21,The Sweetest Thing (I've Ever Known),Juice Newton,1982,"b""When I see you in the morning\nThat old sleep still in your eyes\nI remember all the laughter\nAnd the tears we shared last night\nAnd as we lie here just two shadows\nIn the light before the dawn\nThe sweetest thing I've ever known\nIs loving you\nAnd I have never been afraid of losing\nAnd I have never wanted love to be a chain\nI only know that when I'm with you\nYou're my sunshine you're my rain\nThe sweetest thing I've ever known\nIs loving you\nNow you and I we're not children\nWe have both been loved before\nWe have given and we have taken\nMany rides on troubled shores\nAnd all the heartaches and temptations\nOnly make me love you more\nThe sweetest thing I've ever known\nIs loving you\nThe sweetest thing I've ever known\nIs loving you"""
22,Always on My Mind,Willie Nelson,1982,"b""Maybe I didn't love you\nQuite as often as I could have\nMaybe I didn't treat you\nQuite as good as I should have\nIf I made you feel second best\nGirl I'm sorry I have tried\nYou were always on my mind\nYou were always on my mind\nAnd maybe I didn't hold you\nAll those lonely lonely times\nAnd I guess I never told you\nI'm so happy that you're mine\nLittle things I should have said and done\nI just never took the time\nAnd you were always on my mind\nYou were always on my mind\nTell me tell me that your\nSweet love hasn't died\nAnd give me\nGive me one more chance\nTo keep you satisfied\nKeep you satisfied\nLittle things I should have said and done\nI just never took the time\nBut you were always on my mind\nYou were always on my mind"""
23,Shake It Up,The Cars,1982,"b""Uh well dance all night play all day\nDon't let nothin' get in the way\nDance all night keep the beat\nDon't you worry 'bout two left feet\nShake it up\nShake it up oo yeah\nShake it up\nShake it up\nWell dance all night get real loose\nYou don't need no bad excuse\nDance all night with anyone\nDon't let nobody pick your fun\nShake it up oo-oo\nShake it up yeah yeah\nShake it up oo-oo\nShake it up\nThat's right I said dance all night\nAnd dance all night\nGo all night\nWell shake it up now all you've got woo\nDance\nOh dance\nUh well dance all night and whirl your hair\nMake the night cats stop and stare\nDance all night go to work\nDo the move with quirky jerk\nJust shake it up oo-oo\nShake it up oo yeah\nShake it up that's right\nShake it up\nUh well dance all night\nGet so light\nDance all night\nShake it up all you've got woo\nShake it up make a scene\nLet them know what you really mean\nAnd dance all night keep the beat\nDon't ya worry 'bout two left feet\nShake it up oo-oo\n oo yeah\nShake it up oo-oo\n oh yeah\nShake it up\nShake it up baby\nShake it up oo-oo\nShake it up\nShake it up baby\nShake it up oo-oo\nShake it up\nHhhm\nYeah yeah\nShake it up oo-oo\nShake it up\nShake it up\nShake it baby\nShake it uh oo-oo\nShake it up\nOh yeah"""
24,Let It Whip,Dazz Band,1982,"b""Wanna see you with it\nSho' could treat you right\nGive me just a minute\nOf your time tonight\nWe both are here to have good fun\nSo let it whip\nWe'll get to groovin'\nLove your body language\nBaby let me know\nYou've got me sort of anxious\nWe both are here to have good fun\nSo let it whip\nSo let it whip\nChild\nGet a grip\nWell what's your trip?\nChild\nC'mon let it whip\nOww-hoo\nNow that you can see\nHow you groove with me\nWhat else can I do\nTo get closer to you\nWe both are here to have good fun\nSo let it whip\nWe have the natural feeling\nObviously revealing\nLet me be your paper man\nI'd love to be your joker man\nWe both are here to have good fun\nSo let it whip\nSo let it whip\nChild\nGet a grip\nWell what's your trip?\nChild\nC'mon let it whip\nOww-hoo\nSo let it whip\nChild\nGet a grip\nWell what's your trip?\nChild\nC'mon let it whip\nOww-hoo\nThere is no time to lose\nYou're the one I choose\nI only wanna be with you\nYou're the one for me\nCan't you see that I\nI won't waste your time\nSomething divine in you\nOooh-hoo\nSo let it whip\nChild\nGet a grip\nWell what's your trip?\nChild\nC'mon let it whip\nOww-hoo\nThere is no time to lose\nYou're the one I choose\nI only wanna be with you\nYou're the one for me\nCan't you see that I\nI won't waste your time\nSomething divine in you\nOooh-hoo\nSo let it whip\nChild\nGet a grip\nWell what's your trip?\nChild\nC'mon let it whip\nOww-hoo\nSo let it whip\nChild\nGet a grip\nWell what's your trip?\nChild\nC'mon let it whip\nOww-hoo"""
25,We Got the Beat,The Go-Go's,1982,"b""See the people walking down the street\nFall in line just watching all their feet\nThey don't know where they wanna go\nBut they're walking in time\nThey got the beat\nThey got the beat\nThey got the beat yeah\nThey got the beat\nSee the kids just getting out of school\nThey can't wait to hang out and be cool\nHang around 'til quarter after twelve\nThat's when they fall in line\nThey got the beat\nThey got the beat\nKids got the beat yeah\nKids got the beat\nGo-go music really makes us dance\nDo the pony puts us in a trance\nDo the watusi just give us a chance\nThat's when we fall in line\n'Cause we got the beat\nWe got the beat\nWe got the beat yeah\nWe got it\nWe got the beat\nWe got the beat\nWe got the beat\nEverybody get on your feet\nWe got the beat\nWe know you can dance to the beat\nWe got the beat\nJumpin'get down\nWe got the beat\nRound and round and round\nWe got the beat\nWe got the beat..."""
26,The Other Woman,Ray Parker Jr.,1982,"b""Oh yeah\nI'm in love with the other woman\nMy life was fine \nTill she blew my mind\nAw shucks I'm just the average guy\nI fooled around a little on the side\nNever thought it would amount to much\nNever met a girl who's love was so tough\nWho'd a thought a one night stand\nCould turn into such a hot romance\nMm when she did it to me\nI slipped and fell in love\nI'm in love with the other woman\nMy life was fine \nTill she blew my mind\nNow I know the rules of the games\nYou hit it once then break away clean\nI should have never gone back I know\nBut I had to have just a little bit more\nMy friends laugh but that's alright\nI may be a fool but I know what I like\nNow I hate to have to cheat\nBut it feels better when I sneak\nI'm in love with the other woman\nMy life was fine \nTill she blew my mind\nSomebody help me\nI'm in love with the other woman\nMy life was fine \nTill she blew my mind\nOh this affair is unique\nAll my life I never met such a freak\nShe keeps me goin' strong for so long\nWhen I get home it's all gone\nMakes me wanna grab my guitar\nAnd play with it all night long\nI'm in love with the other woman\nMy life was fine \nTill she blew my mind\nTell me has anybody else out there\nEver fell in love with the other woman\nOh with the other woman\nSay I'm in love with the other woman\nWith the other woman with the other woman\nI'm in love sure 'nough in love"""
