Rank,Song,Artist,Year,Lyrics
21,Loungin,LL Cool J,1996,b' Yeah Ghetto to ghetto As we bring the drama live We bout to set it Word life son Yeah Mad flavors butters Ghetto to ghetto yeah Keep your chicken head I m lookin for a dime Get my swerve on make it hot word bond I m lickin on your ankle bracelet We ll be sippin Moet with strawberries to chase it I m nasty ask me why I lick my lips So in the darkness I can run my tongue over your tits It s all good sugary you ain t leavin Sit up on my face and help my stash grow even Whipped cream taste mean from the back She bounce with LL now shorty s on the map I put away the gat took off the hat Throw ya Mo s in the air if you like it like that No doubt boo I keep it real girl Mad pleasure blowin up your whole world Whatever s clever I got endless cash Trees from Hawaii two pulls and pass I ll be lounging with LL Cooool J I ll be lounging with LL heyyy heyyy I ll be lounging with LL Cooool J I ll be lounging with LL heyyy heyyy Uhh my scenario is grand A dime peice Henessey up in my hand I Turn Off the Lights like Teddy I m fiendin starin in the darkness now I m ready Uhh ooh yeah up in ya Let it flow while I pump slow Then I speed it up heat it up Make it mo tasty so you can swing low and lace me Use your imagination You do me I ll do you sex education It s all good it s cranberry Absolut and peach scnapps Feelin tipsy loungin on the rooftops I m bout to spank you on that ass I know you love it when it lasts When you need it who you ask What you sayin when I dash I ll be lounging with LL Cooool J I ll be lounging with LL heyyy heyyy I ll be lounging with LL Cooool J I ll be lounging with LL heyyy heyyy C mon you got to bounce with me sugar word up You got to bounce with me sugar word up You got to bounce with me sugar Word up you got to bounce with me sugar Warm it up sugar make it hot Shorties ll swarm make me wanna bust shots We speak daily on the regular Run your jibs all day chip in my cellular Shoot down to Jamaica pretty white sand Suntan oil pina colada in you hand Layin up at night peepin out stars Remember when we was at the club at the bar I told ya my status was that of a don You thought I was a dog and you ain t wanna get it on But my mind has attractin qualities On the emotions of a young lady So here you are smack dab up in the mix Shorty this here s about as good as it gets Word up I ma treat you like a queen from the heart Crack the bubbly and let the episode start I ll be lounging with LL Cooool J I ll be lounging with LL heyyy heyyy I ll be lounging with LL Cooool J I ll be lounging with LL heyyy heyyy I ll be lounging with LL Cooool J I ll be lounging with LL heyyy heyyy I ll be lounging with LL Cooool J I ll be lounging with LL heyyy heyyy Ghetto to ghetto Ghetto to ghetto '
22,Insensitive,Jann Arden,1996,b' How do you cool your lips after a summer s kiss How do you rid the sweat after the body s bliss How do you turn your eyes from the romantic glare How do you block the sound of a voice you d know anywhere Oh I really should ve known By the time you drove me home By the vagueness in your eyes Your casual goodbyes By the chill in your embrace The expression on your face Told me maybe you might have Some advice to give on how to be insensitive Insensitive insensitive How do you numb your skin after the warmest touch How do you slow your blood after the body rush How do you free your soul after you ve found a friend How do you teach your heart it s a crime to fall in love again Oh you probably won t remember me It s probably ancient history I m one of the chosen few Who went ahead and fell for you I m out of vogue I m out of touch I fell too fast I felt too much I thought that you might have Some advice to give on how to be insensitive Oh I really should ve known By the time you drove me home By the vagueness in your eyes Your casual goodbyes By the chill in your embrace The expression on your face That told me maybe you might Have some advice to give on how to be insensitive Insensitive Insensitive '
23,Be My Lover,La Bouche,1996,b' La da da dee da da da da La da da dee da da da da La da da dee da La da da da dee da La da dee da da da da da Be my lover Wanna be my lover Looking back on all the time we ve spent together You oughta know right now if you wanna be my lover Wanna be my lover Go ahead and take your time boy you gotta feel secure Before I make you mine baby you have to be sure You wanna be my lover wanna be my lover wanna be my lover La da da dee da da da da La da da dee da da da da La da da dee da La da da da dee da La da dee da da da da da La da da dee da da da da La da da dee da da da da La da da dee da La da da da dee da La da dee da da da da da Ah ha yeah hey wanna be my lover Ah ha yeah hey wanna be my lover Ah ha yeah hey wanna be my lover Ah ha yeah hey wanna be my lover I must confess Girl yes I want to be your lover Take a chance my love is like no other On the dance floor getting down Hold tight I ll never let you down My love is definitely the key Like Boyz II Men I m on bended knee Loving you not like your brother ah yeah I want to be your lover I hear what you say I see what you do I know everything I need to know about you And I want you to know that it s telling me You wanna be my lover La da da dee da da da da La da da dee da da da da La da da dee da La da da da dee da La da dee da da da da da Ah ha yeah hey wanna be my lover Ah ha yeah hey wanna be my lover Ah ha yeah hey wanna be my lover Ah ha yeah hey wanna be my lover hey yeah Oh be my lover yeah Oh be my lover I know you wanna be my lover I know you wanna be mine La da da dee da da da da La da da dee da da da da La da da dee da La da da da dee da La da dee da da da da da La da da dee da da da da La da da dee da da da da La da da dee da La da da da dee da La da dee da da da da da Ah ha yeah hey wanna be my lover Ah ha yeah hey wanna be my lover Ah ha yeah hey wanna be my lover Ah ha yeah hey oh be my lover yeah'
24,Name,Goo Goo Dolls,1996,b'And even though the moment passed me by I still can t turn away With all the dreams you never thought you d lose Tossed along the way Letters that you never meant to send Get lost or thrown away And now we re grown up orphans That never knew their names We don t belong to no one That s a shame You could hide beside me Maybe for a while And I won t tell no one your name And I won t tell em your name Scars are souvenirs you never lose The past is never far Did you lose yourself somewhere out there Did you get to be a star And don t it make you sad to know that life Is more than who we are You grew up way too fast And now there s nothing to believe And reruns all become our history A tired song keeps playing on a tired radio And I won t tell no one your name And I won t tell em your name I won t tell em your name I won t tell em your name I think about you all the time But I don t need the same It s lonely where you are Come back down And I won t tell em your name'
25,Who Will Save Your Soul,Jewel,1996,b' People livin their lives for you on TV They say they re better than you and you agree He says Hold my calls from behind those cold brick walls Says Come here boys there ain t nothing for free Another doctor s bill a lawyer s bill another cute cheap thrill You know you love him if you put in your will but Who will save your souls when it comes to the flowers now Who who will save your souls after those lies that you told boy And who will save your souls if you won t save your own La da de da de da la da da da da We try to hustle them try to bustle them try to cuss them The cops want someone to bust down on Orleans Avenue Another day another dollar another war Another tower went up where the homeless had their homes So we pray to as many different gods as there are flowers But we call religion our friend We re so worried about saving our souls Afraid that God will take His toll that we forget to begin but Who will save your souls when it comes to the babies now Who who will save your souls after those lies that you told boy And who will save your souls if you won t save your own La da de da de da la da da da da Some are walking some are talking some are stalking their kill Got social security but it doesn t pay your bills There are addictions to feed and there are mouths to pay So you bargain with the Devil but you re okay for today say That you love them take their money and run Say it s been swell sweetheart but it was just one of those things Those flings those strings you ve got to cut So get out on the streets girls and bust your butts Who will save ave your soul when it comes to the babies Oh who will save your souls after those lies that you told boy And who will save ave your souls if you won t save your own '
26,Where Do You Go,No Mercy,1996,b'Where do you go my lovely Where do you go I wanna know my lovely I wanna know Where do you go oh oh eh oh I wanna know oh oh eh oh Where do you go oh oh eh oh I wanna know You leave without a word no message no number And now my head is pounding like rolling thunder You left me with a heartache deep inside Girl you should see me cry all night and I wonder Everybody says what a shame what is wrong They don t like the game we play Heard you re hanging round every night until dawn I m waiting for you night and day Where do you go my lovely Where do you go I wanna know my lovely I wanna know Where do you go oh oh eh oh I wanna know oh oh eh oh Where do you go oh oh eh oh I wanna know You gotta break the silence don t keep me waiting Just like a river flowing to the sea You are running back to me Come back and save me Where do you go My Lovely I wanna know Where do you go oh oh oh Where do you go oh oh oh I wanna know Na na na na nida na na nida da da dee da Na na na na nida na na nida da da dee da Where do you where do you go Where do you where do you go Save me Come back and dry the tears I cried for you baby You ve gotta stop this heartache deep inside You ve gotta help me make it through the night safely Come back and save me Where do you go my lovely Where do you go I wanna know my lovely I wanna know Where do you go my lovely Where do you go I wanna know Na na na na nida na na nida da da dee da Na na na na nida na na nida da da dee da Where do you where do you go '
27,I Can't Sleep Baby (If I),R. Kelly,1996,b' Girl I must have been crazy to say that it was over I had to be a fool to yell out we were through And now I m all alone and feeling down and out baby When I never meant for this to end It was so so crazy of me Sometimes we say things that we really don t mean Well I m sorry baby Bring your loving back to me I can t sleep babe I can t think babe I can t live babe Without you in my life I can t go on babe This is my song baby Don t wanna do nothing if I go away baby And I can t do nothing if you re not around Though I must admit that things got out of hand When you told me that he was just a friend I should ve had my trust in you From the very start darling Cause I never meant for this to end How can we get it back again Oh sometimes a man can say things That he really don t mean Well I m sorry baby Bring your loving back to me I can t sleep babe I can t think babe I can t live babe Without you in my life I can t go on babe This is my song baby Don t wanna do nothing if I go away baby And I can t do nothing if you re not around Baby can we meet somewhere and talk about it Oh baby can we work it out I m not gonna let you go my baby Before I let you know that I can t sleep babe I can t think babe I can t live babe Without you in my life I can t go on babe This is my song baby Don t wanna do nothing if I go away baby And I can t do nothing if you re not around'
28,Counting Blue Cars,Dishwalla,1996,b' Must have been mid afternoon I could tell by how far the child s shadow stretched out And he walked with a purpose in his sneakers down the street He had many questions like children often do He said tell me all your thoughts on God Tell me am I very far Must have been late afternoon On our way the sun broke free of the clouds We count only blue cars skip the cracks in the street And ask many questions like children often do We said tell me all your thoughts on God Cause I would really like to meet her And ask her why we re who we are Tell me all your thoughts on God Cause I am on my way to see her So tell me am I very far am I very far now It s getting cold picked up the pace How our shoes make hard noises in this place Our clothes are stained We pass many cross eyed people And ask many questions like children often do Tell me all your thoughts on God Cause I would really like to meet her And ask her why we re who we are Tell me all your thoughts on God Cause I am on my way to see her So tell me am I very far Am I very far now am I very far now am I very far now Tell me all your thoughts on God'
29,"You Learn / ""You Oughta Know""",Alanis Morissette,1996,b'I want you to know that I am happy for you I wish nothing but the best for you both An older version of me Is she perverted like me Would she go down on you in a theater Does she speak eloquently And would she have your baby I m sure she d make a really excellent mother Cause the love that you gave that we made Wasn t able to make it enough for you To be open wide no And every time you speak her name Does she know how you told me You d hold me until you died Til you died but you re still alive And I m here to remind you Of the mess you left when you went away It s not fair to deny me Of the cross I bear that you gave to me You you you oughta know You seem very well things look peaceful I m not quite as well I thought you should know Did you forget about me Mr Duplicity I hate to bug you in the middle of dinner It was a slap in the face How quickly I was replaced And are you thinking of me when you fuck her Cause the love that you gave that we made Wasn t able to make it enough for you To be open wide no And every time you speak her name Does she know how you told me You d hold me until you died Til you died but you re still alive And I m here to remind you Of the mess you left when you went away It s not fair to deny me Of the cross I bear that you gave to me You you you oughta know Cause the joke that you laid in the bed That was me and I m not gonna fade As soon as you close your eyes and you know it And every time I scratch my nails Down someone else s back I hope you feel it Well can you feel it And I m here to remind you Of the mess you left when you went away It s not fair to deny me Of the cross I bear that you gave to me You you you oughta know'
30,One of Us,Joan Osborne,1996,b' If god had a name what would it be And would you call it to his face If you were faced with Him in all His glory What would you ask if you had just one question And yeah yeah God is great Yeah yeah God is good Yeah yeah yeah yeah yeah What if god was one of us Just a slob like one of us Just a stranger on the bus trying to make his way home If God had a face what would it look like And would you want to see If seeing meant that you would have to believe In things like heaven and in Jesus and the saints And all the prophets And yeah yeah God is great Yeah yeah God is good Yeah yeah yeah yeah yeah What if god was one of us Just a slob like one of us Just a stranger on the bus trying to make his way home Just trying to make his way home Back up to heaven all alone Nobody calling on the phone cept for the Pope maybe in Rome Yeah yeah God is great Yeah yeah God is good Yeah yeah yeah yeah yeah What if god was one of us Just a slob like one of us Just a stranger on the bus trying to make his way home Just trying to make his way home just like a holy rolling stone Back up to heaven all alone just trying to make his way home Nobody calling on the phone Cept for the Pope maybe in Rome'
31,Wonder,Natalie Merchant,1996,b' Doctors have come from distant cities Just to see me Stand over my bed Disbelieving what they re seeing They say I must be one of the wonders Of God s own creation And as far as they can see they can offer No explanation Newspapers ask intimate questions Want confessions They reach into my head To steal the glory of my story They say I must be one of the wonders Of god s own creation And as far as they can see they can offer No explanation Oh I believe Fate smiled and destiny Laughed as she came to my cradle Know this child will be able Laughed as my body she lifted Know this child will be gifted With love with patience and with faith She ll make her way People see me I m a challenge to your balance I m over your heads How I confound you and astound you To know I must be one of the wonders Of God s own creation And as far as you can see you can offer me No explanation Oh I believe Fate smiled and destiny Laughed as she came to my cradle Know this child will be able Laughed as she came to my mother Know this child will not suffer Laughed as my body she lifted Know this child will be gifted With love with patience and with faith She ll make her way'
32,Not Gon' Cry,Mary J. Blige,1996,b' While all the time that I was loving you You were busy loving yourself I would stop breathing if you told me to Now you re busy loving someone else Eleven years out of my life Besides the kids I have nothing to show Wasted my years a fool of a wife I should have left your ass a long time ago Well I m not gon cry I m not gon cry I m not gon shed no tears No I m not gon cry It s not the time Cause you re not worth my tears Well I m not gon cry I m not gon cry I m not gon shed no tears No I m not gon cry It s not the time Cause you re not worth my tears I was your lover and your secretary Working every day of the week Was at the job when no one else was there Helping you get on your feet Eleven years I ve sacrificed And you can leave me at the drop of a dime Swallowed my fears stood by your side I should have left your ass a thousand times Well I m not gon cry I m not gon cry I m not gon shed no tears No I m not gon cry It s not the time Cause you re not worth my tears Well I m not gon cry I m not gon cry I m not gon shed no tears No I m not gon cry It s not the time Cause you re not worth my tears I know there are no guarantees In love you take your chances But somehow it seems unfair to me Look at the circumstances Through sickness and health til death do us part Those were the words that we said from our hearts So now when you say that you re leaving me I don t get that part I was your lover and your secretary Working every day of the week Was at the job when no one else was there Helping you get on your feet Eleven years I ve sacrificed And you can leave me at the drop of a dime Swallowed my fears stood by your side I should have left your ass a thousand times Well I m not gon cry I m not gon cry I m not gon shed no tears No I m not gon cry It s not the time Cause you re not worth my tears Well I m not gon cry I m not gon cry I m not gon shed no tears No I m not gon cry It s not the time Cause you re not worth my tears Well I m not gon cry I m not gon cry I m not gon shed no tears No I m not gon cry It s not the time Cause you re not worth my tears Well I m not gon cry I m not gon cry I m not gon shed no tears No I m not gon cry It s not the time Cause you re not worth my tears'
33,Gangsta's Paradise,Coolio,1996,b' As I walk through the valley of the shadow of death I take a look at my life and realize there s nothin left Cause I ve been blastin and laughin so long That even my momma thinks that my mind is gone But I ain t never crossed a man that didn t deserve it Me be treated like a punk you know that s unheard of You better watch how you talkin and where you walkin Or you and your homies might be lined in chalk I really hate to trip but I gotta loc As they croak I see myself in the pistol smoke Fool I m the kinda G the little homies wanna be like On my knees in the night sayin prayers in the streetlight Been spendin most their lives Livin in the gangsta s paradise Been spendin most their lives Livin in the gangsta s paradise Keep spendin most our lives Livin in the gangsta s paradise Keep spendin most our lives Livin in the gangsta s paradise Look at the situation they got me facin I can t live a normal life I was raised by the street So I gotta be down with the hood team Too much television watchin got me chasin dreams I m a educated fool with money on my mind Got my ten in my hand and a gleam in my eye I m a loc d out gangsta set trippin banger And my homies is down so don t arouse my anger Fool death ain t nothin but a heart beat away I m livin life do or die what can I say I m 23 now but will I live to see 24 The way things is goin I don t know Tell me why are we so blind to see That the ones we hurt are you and me Been spendin most their lives Livin in a gangsta s paradise Been spendin most their lives Livin in a gangsta s paradise Keep spendin most our lives Livin in a gangsta s paradise Keep spendin most our lives Livin in a gangsta s paradise Power and the money money and the power Minute after minute hour after hour Everybody s runnin but half of them ain t lookin It s goin on in the kitchen but I don t know what s cookin They say I gotta learn but nobody s here to teach me If they can t understand it how can they reach me I guess they can t I guess they won t I guess they frontin that s why I know my life is out of luck fool Been spendin most their lives Livin in a gangsta s paradise Been spendin most their lives Livin in a gangsta s paradise Keep spendin most our lives Livin in a gangsta s paradise Keep spendin most our lives Livin in a gangsta s paradise Tell me why are we so blind to see That the ones we hurt are you and me Tell me why are we so blind to see That the ones we hurt are you and me '
34,Only You,112,1996,b' Oh I need to know where we stand Do we share this special thing called love I know I do what about you I just can t get enough of the time I need you in my life Where do we go What do I do I can t live without your love Thinkin of you makes me feel Like I am the only one for you Girl I want to be with you No one else only you Why can t we just make it happen Baby I need you in my life Every time I m with you Never want it to come to an end Always make me so happy You ll always have a place in my heart I need you in my life Where do I go What do I do Cause I can t live without your love Thinkin of you makes me feel Like I am the only one for you Je sus the Notorious just Please us with your lyrical thesis We just chillin milk em top billin Silk and pure linen me and Little Cease Malibu sea breeze Dom P s palm trees Cats named Pablo in milked out Diablos The Williest bitches be the silliest The more I smoke the smaller the phillie gets Room 112 where the players dwell And stash more cash than Bert Padell inhale Make you feel good like Tony Toni Tone Dig up in your middle like Monie Don t know but your settin up to blow me Try to style fly up north with a homie Escada Don Dada player stay splurgin Game so tight they call it virgin Where do we go What must I do If I can t live without your love Thinkin of you makes me feel baby Like I am the only one for you Girl I want to be with you No one else only you Why can t we just make it happen Baby I need you in my life Girl I want to be with you No one else only you Why can t we just make it happen Baby I need you in my life Girl I want to be with you No one else only you Why can t we just make it happen Baby I need you in my life Girl I want to be with you No one else only you Why can t we just make it happen Baby I need you in my life Girl I want to be with you No one else only you'
35,Down Low (Nobody Has to Know),R. Kelly,1996,b' Listen girl you want me but he needs you Yet you re telling me that everything is cool Trying to convince me baby to do as you say Just go along and see things your way And keep it on the down low Nobody has to know We can keep it on the down low Nobody has to know Secret lovers is what you wanna be While making love to him girl you re silently calling on me What is a man to do in a situation like this I feel there is something that I I don t wanna miss And keep it on the down low Nobody has to know We can keep it on the down low Nobody has to know Beautiful you are but you re his by far Coming by my way driving his fancy car Making plans to be in my life forever Tell me tell me that we ll always be together And keep it on the down low Nobody has to know We can keep it on the down low Nobody has to know Listen babe I won t whisper a word How could you go so low so low Nobody nobody nobody Keep it on the down low'
36,You're the One,SWV,1996,b' You re the one for me You re the one Oh yes Oh yeah I know that you re somebody else s guy But these feelings that I have for you I can t deny She doesn t treat you the way you want her to So come on stop running I wanna get with you What your girl don t know won t hurt her Anything to make this love go further You re the one When in need When in love Cause you re the one This can be an undercover romance Cause I feel that I m the type of girl You should give a chance Taste and see How good it can be Cause you don t have to worry baby What your girl don t know won t hurt her Anything to make this love go further You re the one When in need When in love Cause you re the one So what s my chance In your pants Say a thing Know nothing oh no You re the one When in need When in love Cause you re the one You re the one for me When in love you need You re the one for me When in love you need You re the one When in need When in love Cause you re the one '
37,Sweet Dreams,La Bouche,1996,b' Sweet dreams of rhythm and dancing Sweet dreams of passion through the night Sweet dreams are taking over Sweet dreams of dancing through the night I wanna get into motion A better devotion So I can make it through the night So the music is playin You know what Im saying Now everything will be alright Sweet dreams of rhythm and dancing Sweet dreams of passion through the night Sweet dreams are taking over Sweet dreams of dancing through the night Ola ola e ola ola e Ola ola e ola ola e Rhythm is a creation a better sensation That will lead you through the night When your body is movin the music is groovin I want to take you home tonight Keep dancin hard Give this groove more feeling Dance trance dance more dealing In out up down all around On the dance floor gettin down Take time just to show them who We can make your body move Totally yes the partys started Sweet dreams keep comin harder Sweet dreams of rhythm and dancing Sweet dreams of passion through the night Sweet dreams are taking over Sweet dreams of dancing through the night Ola ola e ola ola e Ola ola e ola ola e'
