Rank,Song,Artist,Year,Lyrics
11,Right Here Waiting,Richard Marx,1989,b' Oceans apart day after day And I slowly go insane I hear your voice on the line But it doesn t stop the pain If I see you next to never How can we say forever Wherever you go whatever you do I will be right here waiting for you Whatever it takes or how my heart breaks I will be right here waiting for you I took for granted all the times That I thought would last somehow I hear the laughter I taste the tears But I can t get near you now Oh can t you see it baby You ve got me going crazy Wherever you go whatever you do I will be right here waiting for you Whatever it takes or how my heart breaks I will be right here waiting for you I wonder how we can survive This romance But in the end if I m with you I ll take the chance Oh can t you see it baby You ve got me going crazy Wherever you go whatever you do I will be right here waiting for you Whatever it takes or how my heart breaks I will be right here waiting for you Waiting for you'
12,Waiting For a Star to Fall,Boy Meets Girl,1989,b' I hear your name whispered on the wind It s a sound that makes me cry I hear a song blow again and again Through my mind and I don t know why I wish I didn t feel so strong about you Like happiness and love revolve around you Trying to catch your heart Is like trying to catch a star So many people love you baby That must be what you are Waiting for a star to fall And carry your heart into my arms That s where you belong In my arms Baby yeah Waiting for a star to fall And carry your heart into my arms That s where you belong In my arms Baby yeah I ve learn to feel what I cannot see But with you I lose that vision I don t know how to dream your dream So I m all caught up in the superstition I want to reach out and pull you to me Who says I should let a wild one go free Trying to catch your heart Is like trying to catch a star But I can t love you this much baby And love you from this far Waiting for a star to fall And carry your heart into my arms That s where you belong In my arms Baby yeah Waiting for a star to fall And carry your heart into my arms That s where you belong In my arms Baby yeah Waiting I don t like waiting It s so hard waiting Seems like waiting Makes me love you even more Waiting for a star to fall And carry your heart into my arms That s where you belong In my arms Baby yeah Waiting for a star to fall And carry your heart into my arms That s where you belong In my arms Baby yeah'
13,Lost in Your Eyes,Debbie Gibson,1989,b' I get lost in your eyes And I feel my spirits rise And soar like the wind Is it love that I am in I get weak in a glance Isn t this what s called romance And now I know Cause when I m lost I can let go I don t mind not knowing What I m heading for You can take me to the skies It s like being lost in heaven When I m lost in your eyes I just fell Don t know why Something s there we can t deny And when I first knew Was when I first looked at you And if I can t find my way If salvation is worlds away Oh I ll be found When I am lost in your eyes I don t mind not knowing What I m heading for You can take me to the skies It s like being lost in heaven When I m lost in your eyes I don t mind not knowing What I m heading for You can take me to the skies Oh it s like being lost in heaven When I m lost in your eyes I get weak in a glance Isn t this what s called romance Oh I ll be found When I am lost in your eyes'
14,Don't Wanna Lose You,Gloria Estefan,1989,b' Sometimes it s hard to make things clear I know when to face the truth And I know when the moment is here I ll open my heart and show you inside My love has no pride I feel with you I ve got nothing to hide So open your eyes and see who I am And not who you want for me to be I am only myself myself I don t wanna lose you now We re gonna get through somehow I don t wanna lose you now forever Baby I finally found the courage To stand my ground But if you want me I ll be around forever We all make mistakes We all lose our way But we stood the test of time And I hope that s the way it will stay It s all up to you to tell me to go Cause it won t be me to walk away When you re all that I know And I know that I don t wanna lose you Lose you now We re gonna get through somehow I don t wanna lose you now I don t wanna lose you I don t wanna lose you'
15,Heaven,Warrant,1989,b'I ve got a picture of your house And you re standing by the door It s black and white and faded And it s looking pretty worn See the factory that I worked Silhouetted in the back The memories are gray But man they re really coming back I don t need to be the king of the world As long as I m the hero of this little girl Heaven isn t too far away Closer to it every day No matter what your friends might say We ll find a way How I love the way you move And the sparkle in your eyes There s a color deep inside them Like a blue surburban sky When I come home late at night And you re in bed asleep I wrap my arms around you So I can feel you breathe I don t need to be a superman ah ah As long as you will always be my biggest fan Heaven isn t too far away Closer to it every day No matter what your friends might say We ll find a way Now the lights are going out Along the boulevard The memories come rushing back And it makes it pretty hard I ve got nowhere left to go And no one really cares I don t know what to do But I m never giving up on you Heaven isn t too far away Closer to it every day No matter what your friends might say Yeah we re gonna find a way Heaven Whoa oh oh oh oh Heaven Whoa oh oh oh oh oh Heaven It s not too far away Eh yeah It s not too far away It s not too far away It s not too far away It s not too far away It s not too far away'
16,Girl I'm Gonna Miss You,Milli Vanilli,1989,b'I knew it from the start You would break my heart But you still I had to play this painful part You wrapped me round your itty bitty finger With your magic smile You kept me hangin on a lover s cross a while You put your spell on me Took my breath away But there was nothin I could do to make you stay I m gonna miss you All the love I feel for you Nothing could make me change my point of view Oh girl I m gonna miss you baby Giving all the love I feel for you Couldn t make you change your point of view You re leavin Now I m sittin here wasting my time I just don t know what I should do It s a tragedy for me To see the dream is over And I never will forget the day we met Girl I m gonna miss you Like a honey bee You took the best of me Now I can t erase those memories Like a fairy tale You are so unreal You left a scar that s so hard to heal When you had a taste of paradise Back on Earth can feel as cold as ice I m gonna miss you I m gonna miss you I miss you Giving all the love I feel for you Couldn t make you change your point of view You re leavin Now I m sittin here wasting my time I just don t know what I should do It s a tragedy for me To see the dream is over And I never will forget the day we met Girl I m gonna miss you It s a tragedy for me To see the dream is over And I never will forget the day we met Girl I m gonna miss you Giving all the love I feel for you Couldn t make you change your point of view You re leavin Now I m sittin here wasting my time I just don t know what I should do It s a tragedy for me To see the dream is over And I never will forget the day we met Girl I m gonna miss you It s a tragedy for me To see the dream is over And I never will forget the day we met Girl I m gonna miss you'
17,The Look,Roxette,1989,b'1 2 3 4 Walkin like a man Hitting like a hammer She s a juvenile scam Never was a quitter Tasted like a raindrop She s got the look Heavenly ah bound Cause heaven s got her number When she s spinnin me around Kissin is a color Her lovin is a wild dog She s got the look She s got the look She s got the look What in the world can make a Brown eyed girl turn blue When everything I ll ever do I ll do for you And I go la la la la la She s got the look Fire in the eyes Naked to the T bone Is a lover s disguise Bangin on the head drum Shakin like a mad bull She s got the look Swayin to the band Movin like a hammer She s a miracle man Lovin is the ocean And kissin is the wet sand She s got the look She s got the look She s got the look What in the world can make a Brown eyed girl turn blue When everything I ll ever do I ll do for you And I go la la la la la She s got the look Ow Walkin like a man Hitting like a hammer She s a juvenile scam Never was a quitter Tasted like a raindrop She s got the look And she goes A na na na na na Na na na na na Na na na na na na Na na na na na Na na na na na na na na She s got the look She s got the look She s got the look What in the world can make a Brown eyed girl turn blue When everything I ll ever do I ll do for you And I go la la la la la She s got the look What in the world Can make you so blue When everything I ll ever do I ll do for you And I go la la la la la Na na na na na Na na na na na Na na na na na na Na na na na na Na na na na na na na na She s got the look She goes Na na na na na Na na na na na Na na na na na na Na na na na na Na na na na na na na na She s got the look She s got the look She goes Na na na na na Na na na na na Na na na na na na Na na na na na Na na na na na na na na She s got the look She s got the look She goes Na na na na na Na na na na na Na na na na na na Na na na na na Na na na na na na na na'
18,She Drives Me Crazy,Fine Young Cannibals,1989,b' I can t stop the way I feel Things you do don t seem real Tell me what you ve got in mind Cause we re running out of time Won t you ever set me free This waiting round s killing me She drives me crazy Like no one else She drives me crazy And I can t help myself I can t get any rest People say I m obsessed Everything you say is lies But to me there s no surprise What I had for you was true Things go wrong they always do She drives me crazy Like no one else She drives me crazy And I can t help myself I won t make it on my own No one likes to be alone She drives me crazy Like no one else She drives me crazy And I can t help myself She drives me crazy Like no one else She drives me crazy And I can t help myself She drives me crazy Like no one else She drives me crazy And I can t help myself'
19,On Our Own,Bobby Brown,1989,b' Yeah You want somethin done You gotta do it yourself OW Uhh Yeah I think this is gonna be another one of those funky ones Heart Soul d d dance If I was you and you were me you d want to be winning If you want something bad ya you gotta wanna give your all Cause I believe so much in we and know we re not kidding If you feel the same as me yo you gotta want to take the ball Now I find out that nothing is given Don t know where the cards may fall All I know is that we ve gotta get it We ve gotta make it on our own Well I guess we re gonna have to take control If it s up to us we ve got to take it home Now can t you see that all we need to be a go getter Gotta make your own decisions you gotta go for what you know There comes a time in our lives you wanna be bigger Gotta keep keep on pushing you gotta learn to take control yeah Now I find out that nothing is given Don t know where the cards may fall All I know is that we ve gotta get it We ve gotta make it on our own Well I guess we re gonna have to take control If it s up to us we ve got to take it home Gotta gotta take it home gotta gotta gotta take it home Ow Uh Heart Soul d d dance Too hot to handle too cold to hold They re called the Ghostbusters and they re in control Had em throwin a party for a bunch of children While all the while the slime was under the building So they packed up their group got a grip came equipped Grabbed their proton packs off their back and they split Found about Vigo the master of evil Try to battle my boys That s not legal They re in control Y Y Ya know it I said they re in control Y Y Ya know it Y Y Ya know it Well I guess we re gonna have to take control We got we got we got We got we got we got If it s up to us we ve got to take it home Too hot to handle too cold to hold they re the Ghostbusters and they re in control Well I guess we re gonna have to take control Gotta gotta take it home Gotta gotta take it home If it s up to us we ve got to take it home Gotta gotta take it home Gotta gotta gotta take it home ow Y Y Ya know it Uh Y Y Ya know it Too hot to handle too cold to hold They re called the Ghostbusters and they re in control Had em throwin a party for a bunch of children While all the while the slime was under the building So they packed up their group got a grip came equipped Grabbed their proton packs off their back and they split Found about Vigo the master of evil Try to battle my boys That s not legal They re in control Ya ya ya know it I said they re in control'
20,Two Hearts,Phil Collins,1989,b' Well there was no reason to believe she d always be there But if you don t put faith in what you believe in It s getting you nowhere Cause it hurts you never let go Don t look down just look up Cause she s always there to behind you just to remind you Two hearts believing in just one mind You know we re two hearts believing in just one mind Cause there s no easy way to to understand it There s so much of my life in her and it s like i m blinded And it teaches you to never let go There s so much love you ll never know She can reach you no matter how far Wherever you are Two hearts believing in just one mind Beating together till the end of time You know we re two hearts believing in just one mind Together forever till the end of time She knows There will always be a special place in my heart for her She knows she knows she knows Yeah she knows No matter how far apart we are She knows i m always right there beside her Two hearts believing in just one mind Beating together till the end of time You know we re two hearts believing in just one mind Together forever till the end of time '
21,Blame It on the Rain,Milli Vanilli,1989,b' You said you didn t need her You told her good bye You sacrificed a good love To satisfy your pride Now you wished that you should have her And you feel like such a fool You let her walk away Now it just don t feel the same Gotta blame it on something Gotta blame it on something Blame it on the rain that was falling falling Blame it on the stars that shine at night Whatever you do Don t put the blame on you Blame it on the rain yeah yeah You can blame it on the rain Should ve told her you were sorry Could have said you were wrong But no you couldn t do that You had to prove you were strong If you hadn t been so blinded She might still be there with you You want her back again But she just don t feel the same Gotta blame it on something Gotta blame it on something Cause the rain don t mind And the rain don t care You got to blame it on something '
22,Listen to Your Heart,Roxette,1989,b' I know there s something in the wake of your smile I get a notion from the look in your eyes yeah You ve built a love but that love falls apart Your little piece of Heaven turns too dark Listen to your heart when he s calling for you Listen to your heart there s nothing else you can do I don t know where you re going and I don t know why But listen to your heart before you tell him goodbye Sometimes you wonder if this fight is worthwhile The precious moments are all lost in the tide yeah They re swept away and nothing is what is seems The feeling of belonging to your dreams Listen to your heart when he s calling for you Listen to your heart there s nothing else you can do I don t know where you re going and I don t know why But listen to your heart before you tell him goodbye And there are voices that want to be heard So much to mention but you can t find the words The scent of magic the beauty that s been When love was wilder than the wind Listen to your heart when he s calling for you Listen to your heart there s nothing else you can do I don t know where you re going and I don t know why But listen to your heart before Listen to your heart when he s calling for you Listen to your heart there s nothing else you can do I don t know where you re going and I don t know why But listen to your heart before you tell him goodbye Listen to your heart Listen to your heart Listen to your heart'
23,I'll Be There for You,Bon Jovi,1989,b' I guess this time you re really leavin I heard your suitcase say goodbye Well as my broken heart lies bleedin You say true love is suicide You say you ve cried a thousand rivers And now you re swimmin for the shore You left me drownin in my tears And you won t save me anymore I m prayin to God you ll give me one more chance girl I ll be there for you these five words I swear to you When you breathe I want to be the air for you I ll be there for you I d live and I d die for you I d steal the sun from the sky for you Words can t say what love can do I ll be there for you I know you know we ve had some good times Now they have their own hidin place Well I can promise you tomorrow But I can t buy back yesterday And baby you know my hands are dirty But I wanted to be your valentine I ll be the water when you get thirsty baby When you get drunk I ll be the wine I ll be there for you these five words I swear to you When you breathe I want to be the air for you I ll be there for you I d live and I d die for you I d steal the sun from the sky for you Words can t say what love can do I ll be there for you And I wasn t there when you were happy I wasn t there when you were down I didn t mean to miss your birthday baby I wish I d seen you blow those candles out I ll be there for you these five words I swear to you When you breathe I want to be the air for you I ll be there for you I d live and I d die for you I d steal the sun from the sky for you Words can t say what love can do I ll be there for I ll be there for you these five words I swear to you When you breathe I want to be the air for you I ll be there for you I d live and I d die for you I d steal the sun from the sky for you Words can t say what love can do I ll be there for you Woah oh oh woah oh oh woah oh oh woah Woah oh oh woah oh oh woah oh oh woah Woah oh oh woah oh oh woah oh oh woah'
24,If You Don't Know Me by Now,Simply Red,1989,b'If you don t know me by now You will never never never know me All the things that we ve been through You should understand me like I understand you Now girl I know the difference between right and wrong I ain t gonna do nothing to break up our happy home Don t get so excited when I come home a little late at night Cause we only act like children when we argue fuss and fight If you don t know me by now You will never never never know me If you don t know by now You will never never never know me We ve all got our own funny moods I ve got mine woman you ve got yours too Just trust in me like I trust in you As long as we ve been together it should be so easy to do Just get yourself together or we might as well say goodbye What good is a love affair when we can t see eye to eye If you don t know me by now You will never never never know me '
25,Like a Prayer,Madonna,1989,b' Life is a mystery Everyone must stand alone I hear you call my name And it feels like home When you call my name It s like a little prayer I m down on my knees I want to take you there In the midnight hour I can feel your power Just like a prayer You know I ll take you there I hear your voice It s like an angel sighing I have no choice I hear your voice Feels like flying I close my eyes Oh God I think I m falling Out of the sky I close my eyes Heaven help me When you call my name It s like a little prayer I m down on my knees I wanna take you there In the midnight hour I can feel your power Just like a prayer You know I ll take you there Like a child You whisper softly to me You re in control Just like a child Now I m dancing It s like a dream No end and no beginning You re here with me It s like a dream Let the choir sing When you call my name It s like a little prayer I m down on my knees I wanna take you there In the midnight hour I can feel your power Just like a prayer You know I ll take you there When you call my name It s like a little prayer I m down on my knees I wanna take you there In the midnight hour I can feel your power Just like a prayer You know I ll take you there Life is a mystery Everyone must stand alone I hear you call my name And it feels like home Just like a prayer Your voice can take me there Just like a muse to me You are a mystery Just like a dream You are not what you seem Just like a prayer no choice Your voice can take me there Just like a prayer I ll take you there It s like a dream to me Just like a prayer I ll take you there It s like a dream to me Just like a prayer I ll take you there It s like a dream to me Just like a prayer I ll take you there It s like a dream to me Just like a prayer Your voice can take me there Just like a muse to me You are a mystery Just like a dream You are not what you seem Just like a prayer no choice Your voice can take me there Just like a prayer Your voice can take me there Just like a muse to me You are a mystery Just like a dream You are not what you seem Just like a prayer no choice Your voice can take me there Your voice can take me there Like a prayer Like a prayer Just like a prayer your voice can take me there It s like a dream to me Just like a prayer your voice can take me there It s like a dream to me Just like a prayer your voice can take me there It s like a dream to me Just like a prayer your voice can take me there It s like a dream to me'
26,I'll Be Loving You (Forever),New Kids on the Block,1989,b'Yeah I m not that kind of guy who can take a broken heart So don t ever leave I don t want to see us part The very thought of losing you means That everything Would go down under I ll be loving you forever Just as long as you want me to be I ll be loving you forever All this love s for you and me yeah I ll be Loving you Yeah it s forever I ll be Loving you Yeah I count the blessings that keep our love new There s one for me And a million for you There s just so much that I wanna say But when I look at you All my thoughts get in the way I ll be loving you forever Just as long as you want me to be I ll be loving you forever All this love s for you and me yeah I ll be Loving you Yeah it s forever I ll be Loving you Yeah We ve learned to fall to every turn back now This love will last forever I can see it all now I ll be Loving you Yeah is forever I ll be Loving only you girl Yeah girl Oh girl I ll be loving only you Be loving you girl'
27,How Can I Fall?,Breathe,1989,b' Give me time to care The moment s here for us to share Still my heart Is not always there What more can I say to you Could I lie to you I m just too weak to face the truth Now I know I should make a move What more can I say How can I fall How can I fall When you just won t give me reasons When you just won t Give me reasons at all When all faith is gone I fight myself to carry on Yet I know of the harm I do What more can I say to you Now I hold this line I know the choice to leave is mine I can t help What I feel inside What more can I say I ll follow through I ll see I do When the time is far more Right for you I ll make that move And when I do Will I doubt again the way I do How can I fall How can I fall When you just won t give me reasons When you just won t give me reasons at all How can I fall How can I fall When you just won t give me reasons When you just won t give me reasons Just won t give me reasons Just won t give me reasons at all How can I fall I fall I fall How can I fall for you How can I fall How can I fall When you just won t give me reasons When you just won t give me reasons'
28,Baby Don't Forget My Number,Milli Vanilli,1989,b' Babe don t be shy When you re holding my hand Cause this time goes back You got to understand It s you Ba ba ba baby In your eyes I see it so clearly That our love it s so strong And you never go wrong I got the best for you So I m waiting down If you need someone Baby call my line Call me anytime I ll be there for you You you I ve been searching high High high I ve been searching low Ba ba ba ba baby Don t forget my number Baby don t be stronger than a thunder Ba ba ba ba baby Don t forget my number Love will see you through I ve been searching high I ve been searching low I want to spend spend my life with you Ba ba ba ba ba ba ba ba My desper youth Ba ba ba ba ba ba ba ba Love will see you through Ba ba baby In your eyes I see it so clearly '
29,Toy Soldiers,Martika,1989,b' Step by step Heart to heart Left right left We all fall down Like toy soldiers It wasn t my intention to mislead you It never should have been this way What can I say It s true I did extend the invitation I never knew how long you d stay When you hear temptation call It s your heart that takes Takes the fall Step by step Heart to heart Left right left We all fall down Like toy soldiers Bit by bit Torn apart We never win But the battle wages on For toy soldiers It s getting hard to wake up in the morning My head is spinning constantly How can it be How could I be so blind to this addiction If I don t stop The next one s gonna be me Only emptiness remains It replaces all All the pain Step by step Heart to heart Left right left We all fall down Like toy soldiers Bit by bit Torn apart We never win But the battle wages on For toy soldiers Only emptiness remains It replaces all All the pain Step by step Heart to heart Left right left We all fall down Like toy soldiers Bit by bit Torn apart We never win But the battle wages on For toy soldiers Step by step Heart to heart Left right left We all fall down Like toy soldiers Bit by bit Torn apart We never win But the battle wages on For toy soldiers'
