Rank,Song,Artist,Year,Lyrics
11,I'm Your Boogie Man,KC,1977,"b""I'm your boogie man that's what I am\nI'm here to do whatever I can\nBe it early morning late afternoon\nOr at midnight. It's never too soon\nTo want to please you to want to keep you\nTo want to do it all all for you\nI want to be your be your rubber ball\nI want to be the boy you love most of all oh yeah\nI'm your boogie man I'm your boogie man\nTurn me on\nI'm your boogie man I'm your boogie man\nI'll do what you want\nI'm your boogie man I'm your boogie man\nTurn me on\nI'm your boogie man I'm your boogie man\nI'll do what you want\nI'm your boogie man that's what I am\nI'm here to do whatever I can\nBe it early morning late afternoon\nOr at midnight oh it's never too soon\nTo want to take you to want to hold you\nI want to give my all all to you\nAnd I want you to completely understand\nWherever I'm at and wherever I am oh yeah\nI'm your boogie man I'm your boogie man\nTurn me on\nI'm your boogie man I'm your boogie man\nI'll do what you want\nI'm your boogie man I'm your boogie man\nTurn me on\nI'm your boogie man I'm your boogie man\nI'll do what you want\nI'm your boogie man that's what I am\nI'm here to do whatever I can\nBe it early morning late afternoon\nOr at midnight oh it's never too soon\nI want to be with you I want to be with you\nCan we be together? You and me?\nI want to see you get near you\nI want to love you from sundown to sunup\nOh yeah oh yeah\nI'm your boogie man that's what I am\nI'm here to do whatever I can\nBe it early morning late afternoon\nOr at midnight. It's never too soon\nTo want to please you to want to hold you\nTo want to do it all all for you\nI want to be your be your rubber ball\nI want to be the boy you love most of all\nI'm your boogie man uh-huh\nI'm your boogie man uh-huh\nI'm your boogie man uh-huh\nI'm your boogie man uh-huh"""
12,Dancing Queen,ABBA,1977,"b""You can dance you can jive\nHaving the time of your life\nOoh see that girl watch that scene\nDigging the dancing queen\nFriday night and the lights are low\nLooking out for a place to go\nWhere they play the right music getting in the swing\nYou come to look for a king\nAnybody could be that guy\nNight is young and the music's high\nWith a bit of rock music everything is fine\nYou're in the mood for a dance\nAnd when you get the chance\nYou are the dancing queen\nYoung and sweet only seventeen\nDancing queen\nFeel the beat from the tambourine oh yeah\nYou can dance you can jive\nHaving the time of your life\nOoh see that girl watch that scene\nDigging the dancing queen\nYou're a teaser you turn 'em on\nLeave 'em burning and then you're gone\nLooking out for another anyone will do\nYou're in the mood for a dance\nAnd when you get the chance\nYou are the dancing queen\nYoung and sweet only seventeen\nDancing queen\nFeel the beat from the tambourine oh yeah\nYou can dance you can jive\nHaving the time of your life\nOoh see that girl watch that scene\nDigging the dancing queen\nDigging the dancing queen"""
13,You Make Me Feel Like Dancing,Leo Sayer,1977,"b""[Verse 1:\nYou've got a cute way of talking\nYou got the better of me\nJust snap your fingers\nAnd I'm walking\nLike a dog hanging on your lead\nI'm in a spin\nYou know\nShaking on a string\nYou know\nYou make me feel like dancing\nI'm gonna dance the night away\nYou make me feel like dancing\nI'm gonna dance the night away\nYou make feel like dancing\nI feel like dancing\nDancing\nDance the night away\nI feel like dancing\nDancing\nAh\nQuarter to four in the morning\nI ain't feeling tired\nNo no no no no\nJust hold me tight\nAnd leave on the light\n'Cause I don't want to go home\nYou put a spell on me\nI'm right where you want me to be\nI feel like dancing\nDancing\nDance the night away\nI feel like dancing\nDancing\nDance the night away\nAh\nAnd if you'll let me stay\nWe'll dance our lives away\nYou make me feel like dancing\nI wanna dance my life away\nYou make me feel like dancing\nI wanna dance my life away\nYou make me feel like dancing\nI wanna dance my life away\nYou make me feel like dancing\nI wanna dance my life away\nYou make me feel like dancing"""
14,Margaritaville,Jimmy Buffett,1977,"b""Nibbling on sponge cake\nWatching the sun bake\nAll of those tourists covered with oil\nStrumming my six-string\nOn my front porch swing\nSmell those shrimp they're beginning to boil\nWastin\xe2\x80\x99 away again in Margaritaville\nSearching for my lost shaker of salt\nSome people claim that there's a woman to blame\nBut I know it's nobody's fault\nDon't know the reason\nI stayed here all season\nNothing to show but this brand new tattoo\nBut it's a real beauty\nA Mexican cutie\nHow it got here I haven't a clue\nWastin\xe2\x80\x99 away again in Margaritaville\nSearching for my lost shaker of salt\nSome people claim that there's a woman to blame\nNow I think hell it could be my fault\nI blew out my flip-flop\nStepped on a pop top\nCut my heel had to cruise on back home\nBut there\xe2\x80\x99s booze in the blender\nAnd soon it will render\nThat frozen concoction that helps me hang on\nWastin' away again in Margaritaville\nSearching for my lost shaker of salt\nSome people claim that there\xe2\x80\x99s a woman to blame\nBut I know it\xe2\x80\x99s my own damn fault\nYes and some people claim that there\xe2\x80\x99s a woman to blame\nAnd I know it\xe2\x80\x99s my own damn fault"""
15,Telephone Line,Electric Light Orchestra,1977,"b""Hello! How are you?\nHave you been alright through all those lonely nights?\nThat's what I'd say I'd tell you everything\nIf you'd pick up that telephone\nHey! How you feeling?\nAre you still the same?\nDon't you realize the things we did we did\nWere all for real not a dream?\nI just can't believe\nThey've all faded out of view\nDoo-wop do-be-do-do-wop\nDoo-wa-doo-day\nBlue days black nights\nDoo-wa-doo-day\nI look into the sky\nAnd I wonder why\nTelephone line give me some time I'm living in twilight\nTelephone line give me some time I'm living in twilight\nOk so no-one's answering\nWell can't you just let it ring a little longer?\nI'll just sit tight through shadows of the night\nLet it ring for evermore"""
16,Whatcha Gonna Do?,Pablo Cruise,1977,"b""Whatcha gonna do\nWhen she says goodbye\nWhatcha gonna do\nWhen she is gone\nWhatcha gonna do\nWhen she says goodbye\nWhatcha gonna do\nWhen she is gone\nSo you're having trouble\nWith your romance\nWell you better check it out\nBefore it goes yeah\n'Cause you might not be seeing\nThings just the way you should\nAnd you don't recognize\nWhat everybody knows\nWhatcha gonna do\nWhen she says goodbye\nWhatcha gonna do\nWhen she is gone\nWhatcha gonna do\nWhen she says goodbye\nWhatcha gonna do\nWhen she is gone\nAnd all at once\nYou're ready to hang it up\nCause things didn't turn out\nThe way you planned no\nAnd all your friends\nThey calling you a fool\nCause you don't know\nA good thing when you've\nGot it in your hand\nWhatcha gonna do\nWhen she says goodbye\nWhatcha gonna do\nWhen she is gone\nWhatcha gonna do\nWhen she says goodbye\nWhatcha gonna do\nWhen she is gone\nAnd all at once\nYou're ready to hang it up\nCause things didn't turn out\nThe way you planned no\nAnd all your friends\nThey calling you a fool\nCause you don't know\nA good thing when you've\nGot it in your hand\nWhatcha gonna do\nWhen she says goodbye\nWhatcha gonna do\nWhen she is gone\nWhatcha gonna do\nWhen she says goodbye\nWhatcha gonna do\nWhen she is gone\nWhatcha gonna do\nWhen she says goodbye\nWhatcha gonna do\nWhen she is gone\nWhatcha gonna do\nWhen she says goodbye\nWhatcha gonna do\nWhen she is gone"""
17,Do You Wanna Make Love,Peter McCann,1977,"b""Sometimes the love rhymes that fill that afternoon\nLose all their meaning with the rising moon\nHold me and tell me that the words you say are true\nAnswer the question I must ask of you .....\nDo you wanna make love\nOr do you just want to fool around?\nI guarantee it will bring you down\nIf you try and fool yourself\nDo you wanna make love\nOr do you just want to fool around?\nYou can take it seriously\nOr take it somewhere else\nTake all the freedom that a lover will allow\nIf you feel the feeling that I'm feeling now\nWhere love goes a fool knows that the hurt can go as deep\nDon't make a promise that you cannot keep\nDo you wanna make love\nOr do you just want to fool around?\nI guarantee it will bring you down\nIf you try and fool yourself\nDo you wanna make love\nOr do you just want to fool around?\nYou can take it seriously\nOr take it somewhere else\nIf you wanna get close to me\nYou could do it so easily\nIs it love that I see when I look in your eyes\nOr just another empty lie?\nDo you wanna make love\nOr do you just want to fool around?\nI guarantee it will bring you down\nIf you try and fool yourself\nWell do you wanna make love\nOr do you just want to fool around?\nYou can take it seriously\nOr take it somewhere else"""
18,Sir Duke,Stevie Wonder,1977,"b""Music is a world within itself\nWith a language we all understand\nWith an equal opportunity\nFor all to sing dance and clap their hands\nBut just because a record has a groove\nDon't make it in the groove\nBut you can tell right away at letter A\nWhen the people start to move\nThey can feel it all over\nThey can feel it all over people\nThey can feel it all over\nThey can feel it all over people\nMusic knows it is and always will\nBe one of the things that life just won't quit\nBut here are some of music's pioneers\nThat time will not allow us to forget\nFor there's Basie Miller Satchmo\nAnd the king of all Sir Duke\nAnd with a voice like Ella's ringing out\nThere's no way the band can lose\nYou can feel it all over\nYou can feel it all over people\nYou can feel it all over\nYou can feel it all over people\nYou can feel it all over\nYou can feel it all over people\nYou can feel it all over\nYou can feel it all over people\nYou can feel it all over\nYou can feel it all over people\nYou can feel it all over\nYou can feel it all over people\nYou can feel it all over\nYou can feel it all over people\nYou can feel it all over\nI can feel it all all all-all-all over people\nCan't you feel it all over\nCome on let's feel it all over people\nYou can feel it all over\nEverybody all over people"""
19,Hotel California,Eagles,1977,"b'On a dark desert highway\nCool wind in my hair\nWarm smell of colitas\nRising up through the air\nUp ahead in the distance\nI saw a shimmering light\nMy head grew heavy and my sight grew dim\nI had to stop for the night\nThere she stood in the doorway\nI heard the mission bell\nAnd I was thinking to myself\n""This could be Heaven or this could be Hell""\nThen she lit up a candle\nAnd she showed me the way\nThere were voices down the corridor\nI thought I heard them say\n""Welcome to the Hotel California\nSuch a lovely place \nSuch a lovely face\nPlenty of room at the Hotel California\nAny time of year \nYou can find it here""\nHer mind is Tiffany-twisted\nShe got the Mercedes Benz\nShe got a lot of pretty pretty boys\nShe calls friends\nHow they dance in the courtyard\nSweet summer sweat\nSome dance to remember\nSome dance to forget\nSo I called up the Captain\n""Please bring me my wine""\nHe said ""We haven\'t had that spirit here since 1969""\nAnd still those voices are calling from far away\nWake you up in the middle of the night\nJust to hear them say\n""Welcome to the Hotel California\nSuch a lovely place \nSuch a lovely face\nThey living it up at the Hotel California\nWhat a nice surprise \nBring your alibis""\nMirrors on the ceiling\nThe pink champagne on ice\nAnd she said: ""We are all just prisoners here\nOf our own device""\nAnd in the master\'s chambers\nThey gathered for the feast\nThey stab it with their steely knives\nBut they just can\'t kill the beast\nLast thing I remember I was\nRunning for the door\nI had to find the passage back\nTo the place I was before\n""Relax"" said the night man\n""We are programmed to receive\nYou can check out any time you like\nBut you can never leave!""'"
20,Got to Give It Up,Marvin Gaye,1977,"b""I used to go out to parties\nAnd stand around\nCause I was too nervous\nTo really get down\nBut my body yearned to be free\nI got up on the floor and thought\nSomebody could choose me\nNo more standin' there beside the walls\nI done got myself together baby\nAnd now I'm havin' a ball\nAs long as you're groovin'\nThere's always a chance\nSomebody watches\nMight wanna make romance\nMove your body ooo baby you dance all night\nTo the groove and feel alright\nEverybody's groovin' on like a fool\nBut if you see me spread out and let me in\nBaby just party high and low\nLet me step into your erotic zone\nMove it up\nTurn it 'round\nShake it down\nOOWWWW\nYou can love me when you want to babe\nThis is such a groovy party baby\nWe're here face to face\nEverybody's swingin'\nThis is such a groovy place\nAll the young ladies are so fine!\nYou're movin your body easy with no doubts\nI know what you thinkin' baby\nYou wanna turn me out\nThink I'm gonna let you do it babe\nKeep on dancin'\nYou got to get it\nGot to give it up\nKeep on dancin' \nGot to give it up\nKeep on dancin' \nGot to give it up\nKeep on dancin' \nGot to give it up\nKeep on dancin' \nGot to give it up\nKeep on dancin' \nGot to give it up\nOoooh ooooh ooooh ooooh\nIf you want to dance dance\nSo good\nDancing\nSo good\nYou got me babe\nIt's so good\nSpend the night"""
21,Gonna Fly Now,Bill Conti DeEtta Little,1977,b''
22,Southern Nights,Glen Campbell,1977,"b""Southern nights\nHave you ever felt a Southern night?\nFree as a breeze\nNot to mention the trees\nWhistlin' tunes that you know and love so\nSouthern nights\nJust as good even when closed your eyes\nI apologize\nTo anyone who can truly say\nThat he has found a better way\nSouthern skies\nHave you ever noticed Southern skies? \nIts precious beauty lies just beyond the eye\nIt goes runnin' through your soul\nLike the stories told of old\nOld man\nHe and his dog they walk the old land\nEvery flower touched his cold hand\nAs he slowly walked by\nWeepin' willows would cry for joy joy\nFeels so good\nFeels so good it's frightening\nWish I could\nStop this world from fighting\nLa-da-da-da-da la-da-da-da-da-da da-da-da-da-da-da da-da-da da-da-da\nMystery\nLike this and many others in the trees\nBlow in the night\nIn the Southern skies\nSouthern nights\nThey feel so good it's a frightening\nWish I could \nStop this world from the fighting\nDa-da-da-da-da da-da-da-da-da-da da-da-da-da-da-da da-da-da da-da-da-da da-da-da-da-da-da\nSouthern skies\nHave you ever noticed?"""
23,Rich Girl,Hall,1977,"b""You're a rich girl and you've gone too far\nCause you know it don't matter anyway\nYou can rely on the old man's money\nYou can rely on the old man's money\nIt's a bitch girl but it's gone too far\nCause you know it don't matter anyway\nSay money but it won't get you too far\nGet you too far\nDon't you know? don't you know?\nThat it's wrong to take what is given you\nSo far gone on your own\nYou can get along if you try to be strong\nBut you'll never be strong cause\nYou're a rich girl\nAnd you've gone too far\nCause you know it don't matter anyway\nYou can rely on the old man's money\nYou can rely on the old man's money\nIt's a bitch girl and it's gone too far\n'Cause you know it don't matter anyway\nSay money but it won't get you too far\nGet you too far\nHigh and dry out of the rain\nIt's so easy to hurt others when you can't feel pain\nAnd don't you know that a love can't grow\n'Cause there's too much to give 'cause you'd rather live\nFor the thrill of it all oh\nYou're a rich girl and you've gone too far\n'Cause you know it don't matter anyway\nYou can rely on the old man's money\nYou can rely on the old man's money\nIt's a bitch girl and it's gone too far\n'Cause you know it don't matter anyway\nSay money but it won't get you too far\nSay money but it won't get you too far\nSay money but it won't get you too far\nGet you too far\nAnd you say you can rely on the old man's money\nYou can rely on the old man's money\nYou're a rich girl\nYou're a rich girl\nOhh you're a rich bitch girl\nSay money\nBut it won't get you too far\nWon't get you too far"""
24,When I Need You,Leo Sayer,1977,"b""When I need you\nI just close my eyes and I'm with you\nAnd all that I so want to give you\nIt's only a heartbeat away\nWhen I need love\nI hold out my hands and I touch love\nI never knew there was so much love\nKeeping me warm night and day\nMiles and miles of empty space in between us\nA telephone can't take the place of your smile\nBut you know I won't be traveling forever\nIt's cold out but hold out and do like I do\nWhen I need you\nI just close my eyes and I'm with you\nAnd all that I so want to give you babe\nIt's only a heartbeat away\nIt's not easy when the road is your driver\nHoney that's a heavy load that we bear\nBut you know I won't be traveling a lifetime\nIt's cold out but hold out and do like I do\nOh I need you\nWhen I need love\nI hold out my hands and I touch love\nI never knew there was so much love\nKeeping me warm night and day\nWhen I need you\nI just close my eyes\nAnd you\xe2\x80\x99re right here by my side\nKeeping me warm night and day\nI just hold out my hand\nJust hold out my hand\nAnd I\xe2\x80\x99m with you darling\nYes I\xe2\x80\x99m with you darling\nAll I want to give you\nIs only a heartbeat away\nOh I need you darling\nOh i want you darling"""
25,Hot Line,The Sylvers,1977,"b""Number please\nHot line hot line\nCalling on the hot line\nFor your love for your love\nHot line hot line\nCalling on the hot line\nOn the hot line\nI'm calling on the hot line for your love\nBaby 'cause I'm burnin' up\nLike a house on fire\nMy desire is climbin' higher baby\nGirl the way you move your lips\nI can tell you got fire in your kiss\nThe way you flash your eyes\nLooks like lightnin' lightin' up the sky\nStop all the calls in the world\nTill I catch you girl\nCatch you at home\nI asked the C.I.A\nIf it was okay to use their private phone\nOh baby baby\nHot line hot line\nCalling on the hot line\nFor your love for your love\nHot line hot line\nCalling on the hot line\nOn the hot line\nOperator excuse me please\nBut this is more than an emergency\nTake those phones off-a your ears\n'Cause this is only for my baby to hear\nStop all the calls in the world\nTill I catch you girl\nCatch you at home\nI asked the C.I.A\nThey said it was okay to use their private phone\nOh baby baby\nHot line hot line\nCalling on the hot line\nFor your love for your love\nHot line hot line\nCalling on the hot line\nOn the hot line\nBaby where are you? Here am I\nShould I get in touch with the F.B.I\nI know my call will be accepted\nThere's no chance of bein' disconnected\nOn the hot line hot line\nCalling on the hot line\nFor your love for your love\nHot line hot line\nCalling on the hot line\nOn the hot line\nDon't keep it busy don't make me dizzy\nYour love makes me want to shout\nYou're my lover undercover\nYou know what I'm talkin' about\nHot line hot line\nCalling on the hot line\nFor your love for your love"""
26,Car Wash,Rose Royce,1977,"b""Ooh you might not ever get rich\nBut let me tell you it's better than digging a ditch\nThere ain't no telling who you might meet\nA movie star or maybe even an Indian chief\nWorking at the car wash\nWorking at the car wash yeah\nCome on and sing it with me car wash\nSing it with the feeling now car wash yeah\nOoh come summer the work gets kind of hard\nThis ain't no place to be if you planned on being a star\nLet me tell you it's always cool\nAnd the boss don't mind sometimes if you act a fool\nAt the car wash woah\nTalking about the car wash yeah\nCome on y'all and sing it for me\nCar wash wooh car wash yeah\n Well those cars never seem to stop coming\n Keep those waxin' machines humming\n My fingers to the bone\n Keep up I can't wait till it's time to go home\nHey get your car washed today\nFillup and you don't have to pay\nCome on and give us a play\nCar wash right away\nAt the car wash\nTalking about the car wash\nCar wash yeah\nCome on y'all and sing it with me\nCar wash\nSing it with feeling y'all\nCar wash yeah\nWowowoh\n Those cars never seem to stop coming\nWhat I say\nKeep those rags and machines humming\n Let me tell you it's always cool\nAnd the boss don't mind sometimes if you act the fool\nAt the car wash\nTalking about the car wash yeah\nCar wash yeah\nTalking about the car wash yeah\nCar wash\nCar wash yeah\nCar wash\nCar wash yeah\nCar wash\nCar wash yeah\nCar wash\nCar wash yeah"""
27,You Don't Have to Be a Star (To Be in My Show),Marilyn McCoo,1977,"b""Baby come as you are with just your heart\nAnd I'll take you in\nYou're rejected and hurt to me you're worth\nWhat you have within\nI don't need no superstar\n'Cause I'll accept you as you are\nYou won't be denied 'cause I'm satisfied\nWith the love that you can inspire\nYou don't have to be a star baby to be in my show\nYou don't have to be a star baby to be in my show\nSomebody nobody knows could steal the tune\nThat you want to hear\nSo stop your running around 'cause now you've found\nWhat was cloudy is clear oh honey\nThere'll be no cheering from the crowd\nJust two hearts beating out loud\nThere'll be no parade no tv or stage\nOnly me till your dying day\nYou don't have to be a star baby to be in my show\nYou don't have to be a star baby to be in my\nMy my my my my show\nDon't think your star has to shine for me to find out\nWhere you're coming from\nWhat is a beauty queen if it don't mean\nThat I'm number one?\nI don't need no superstar\n'Cause I'll accept you as you are\nYou won't be denied 'cause I'm satisfied\nWith the love that you can inspire\nYou don't have to be a star baby to be in my show\nYou don't have to be a star baby to be in my\nMy my my my my show"""
