Rank,Song,Artist,Year,Lyrics
11,"I Love Your Smile",Shanice,1992,b' Sitting in my class Just drifting away Staring into the windows of the world Yeah I can t hear the teacher His books don t call me at all I don t see the bad boys trying to catch some play Cause I love your smile I love your smile The clock at work says three And I wanna be free Free to scream free to bathe Free to paint my toes all day woo My boss is lame you know And so is the pay I m gonna put that new black mini on my charge anyway Cause I love your smile Hey said I love your smile Time came and showed me your direction Now I know I ll never ever go back Taught me that I can be a better girl With the love you give You rock my world You dig I m showin the life that I m living This is the life that I have and it s given to you Yeah and it s true La dee da Twinkly dee Do you believe in a girl like me Shanice is the one for you to be with But when I m caught all alone I start fessing It s from a state of depression And the thunder clouds of doubt move in I begin to wonder Do you still love me But after that My whole world is beautiful Blow Branford blow Time came and showed me your direction Now I know I ll never ever go back Taught me that I can be a better girl With the love you give You rock my world Smile sike Ooh I love your smile Yes I do boy hee I love your smile I love your smile baby Heee heee heeee heeeee I love your smile I really do '
12,"To Be with You",Mr. Big,1992,b' Hold on little girl Show me what he s done to you Stand up little girl A broken heart can t be that bad When it s through it s through Fate will twist the both of you So come on baby come on over Let me be the one to show you I m the one who wants to be with you Deep inside I hope you ll feel it too Waited on a line of greens and blues Just to be the next to be with you Build up your confidence So you can be on top for once Wake up Who cares about Little boys that talk too much I ve seen it all go down The game of love was all rained out So come on baby come on over Let me be the one to hold you I m the one who wants to be with you Deep inside I hope you ll feel it too Waited on a line of greens and blues Just to be the next to be with you Why be alone when we can be together baby You can make my life worth while I can make you start to smile When it s through it s through And fate will twist the both of you So come on baby come on over Let me be the one to show you I m the one who wants to be with you Deep inside I hope you ll feel it too Waited on a line of greens and blues Just to be the next to be with you Just to be the next to be with You'
13,"I'm Too Sexy",Right Said Fred,1992,b' I m too sexy for my love Too sexy for my love Love s going to leave me I m too sexy for my shirt Too sexy for my shirt So sexy it hurts And I m too sexy for Milan Too sexy for Milan New York and Japan And I m too sexy for your party Too sexy for your party No way I m disco dancing I m a model you know what I mean And I do my little turn on the catwalk Yeah on the catwalk on the catwalk yeah I do my little turn on the catwalk I m too sexy for my car Too sexy for my car Too sexy by far And I m too sexy for my hat Too sexy for my hat What ya think about that I m a model you know what I mean And I do my little turn on the catwalk Yeah on the catwalk on the catwalk yeah I shake my little touche on the catwalk Too sexy for my Too sexy for my Too sexy for my Cut I m a model you know what I mean And I do my little turn on the catwalk Yeah on the catwalk yeah on the catwalk yeah I shake my little touche on the catwalk I m too sexy for my cat Too sexy for my cat Poor pussy poor pussy cat I m too sexy for my love Too sexy for my love Love s going to leave me And I m too sexy for this song'
14,"Black or White",Michael Jackson,1992,b' Loud music playing Knock knock knock knock Dad Hey Kid What Dad Turn that off Kid Dad this is the best part Dad Turn it off Kid No Dad It s too late for this turn it off Kid Dad this is the best part come on Dad No turn it off now Kid No this is the I want to listen to it okay Dad You ve got things to do tomorrow Kid takes tape out puts in new tape Kid Yeah right Too late Sure Eat this I took my baby on a Saturday bang Boy is that girl with you Yes we re one and the same Now I believe in miracles And a miracle has happened tonight But if you re thinking about my baby It don t matter if you re black or white They print my message in the Saturday sun I had to tell them I ain t second to none And I told em about equality And it s true either you re wrong or you re right But if you re thinking about my baby It don t matter if you re black or white I am tired of this devil I am tired of this stuff I am tired of this business So when the going gets rough I ain t scared of your brother I ain t scared of no sheets I ain t scared of nobody Girl when the going gets mean Protection for gangs clubs and nations Causing grief in human relations It s a turf war on a global scale I d rather hear both sides of the tale See it s not about races Just places faces Where your blood comes from is where your space is I ve seen the bright get duller I m not going to spend my life being a color Don t tell me you agree with me When I saw you kicking dirt in my eye But if you re thinking about my baby It don t matter if you re black or white But if you re thinking about my baby It don t matter if you re black or white I said if you re thinking of being my brother It don t matter if you re black or white It s black it s white It s tough for you to get by It s black it s white It s tough for you to get by It s black it s white'
15,"Achy Breaky Heart",Billy Ray Cyrus,1992,b' You can tell the world you never was my girl You can burn my clothes when I m gone Or you can tell your friends just what a fool I ve been And laugh and joke about me on the phone You can tell my arms go back to the farm You can tell my feet to hit the floor Or you can tell my lips to tell my fingertips They won t be reaching out for you no more But don t tell my heart my achy breaky heart I just don t think he d understand And if you tell my heart my achy breaky heart He might blow up and kill this man ooh You can tell your ma I moved to Arkansas You can tell your dog to bite my leg Or tell your brother Cliff whose fist can tell my lip He never really liked me anyway Or tell your Aunt Louise tell anything you please Myself already knows I m not okay Or you can tell my eyes to watch out for my mind It might be walking out on me today But don t tell my heart my achy breaky heart I just don t think he d understand And if you tell my heart my achy breaky heart He might blow up and kill this man ooh Don t tell my heart my achy breaky heart I just don t think he d understand And if you tell my heart my achy breaky heart He might blow up and kill this man Don t tell my heart my achy breaky heart I just don t think he d understand And if you tell my heart my achy breaky heart He might blow up and kill this man ooh ooh'
16,"I'll Be There",Mariah Carey,1992,b' This next song is made popular By incredible Jackson 5 And it s always been one of my favorite songs And I hope it s yours It s called I ll be there Ooh ooh You and I must make a pact We must bring salvation back Where there is love I ll be there I ll reach out my hand to you I ll have faith in all you do Just call my name And I ll be there I ll be there to comfort you I ll build my world of dreams around you I m so glad I found you yeah I ll be there with a love so strong I ll be your strength You know I ll keep holding on Let me fill your heart with joy and laughter Togetherness well it s all I m after Just call my name And I ll be there Yeah yeah I ll be there to protect you With an unselfish love that respects you Just call my name And I ll be there I ll be there to comfort you Build my world of dreams around you You know I m so glad I found you babe I ll be there with a love so strong I ll be your strength You know I ll keep holding on If you should ever find someone new I know she d better be good to you Because if she doesn t Then I ll be there Don t you know baby yeah yeah I ll be there I ll be there yeah yeah yeah Just call my name And I ll be there Yeah yeah yeah yeah ah I ll be there baby You know I ll be there yeah yeah yeah yeah yeah ah Just call my name And I ll be there Just look over your shoulder Just call my name And I ll be there Thank you'
17,"November Rain",Guns N' Roses,1992,b' When I look into your eyes I can see a love restrained But darlin when I hold you Don t you know I feel the same Yeah Cause nothing lasts forever And we both know hearts can change And it s hard to hold a candle In the cold November rain We ve been through this such a long long time Just tryna kill the pain ooh yeah But lovers always come and lovers always go And no one s really sure who s lettin go today Walkin away If we could take the time to lay it on the line I could rest my head just knowin that you were mine All mine So if you want to love me Then darlin don t refrain Or I ll just end up walkin In the cold November rain Do you need some time on your own Do you need some time all alone Ooh everybody needs some time on their own Ooh don t you know you need some time all alone I know it s hard to keep an open heart When even friends seem out to harm you But if you could heal a broken heart Wouldn t time be out to charm you woah woah Sometimes I need some time on my own Sometimes I need some time all alone Ooh everybody needs some time on their own Ooh don t you know you need some time all alone An when your fears subside An shadows still remain ooh yeah I know that you can love me When there s no one left to blame So never mind the darkness We still can find a way Cause nothin lasts forever Even cold November rain Don t ya think that you need somebody Don t ya think that you need someone Everybody needs somebody You re not the only one You re not the only one Don t ya think that you need somebody Don t ya think that you need someone Everybody needs somebody You re not the only one You re not the only one Don t ya think that you need somebody Don t ya think that you need someone Everybody needs somebody You re not the only one You re not the only one Don t ya think that you need somebody Don t ya think that you need someone Everybody needs somebody'
18,"Life Is a Highway",Tom Cochrane,1992,b'Life s like a road that you travel on When there s one day here and the next day gone Sometimes you bend sometimes you stand Sometimes you turn your back to the wind There s a world outside every darkened door Where blues won t haunt you anymore Where the brave are free and lovers soar Come ride with me to the distant shore We won t hesitate break down the garden gate There s not much left today Life is a highway I want to ride it all night long If you re going my way I want to drive it all night long Through all the cities and all these towns It s in my blood and it s all around I love you now like I loved you then This is the road and these are the hands From Mozambique to those Memphis nights The Khyber Pass to Vancouver s lights Knock me down get back up again You re in my blood I m not a lonely man There s no load I can t hold Road so rough this I know I ll bee there when the light comes in Tell em we re survivors Life is a highway I want to ride it all night long If you re going my way I want to drive it all night long hmm Life is a highway I want to ride it all night long If you re going my way I want to drive it all night long There was a distance between you and I A misunderstanding once but now We look it in the eye Oh Ooh There s no load I can t hold Road so rough this I know I ll be there when the light comes in Tell em we re survivors Life is a highway I want to ride it all night long yeah yeah yeah If you re going my way I want to drive it all night long yeah yeah Life is a highway I want to ride it all night long If you re going my way I want to drive it all night long Life is a highway I want to ride it all night long yeah If you re going my way I want to drive it all night long ooh '
19,"Remember the Time",Michael Jackson,1992,b' Do you remember when we fell in love We were young and innocent then Do you remember how it all began It just seemed like heaven so why did it end Do you remember back in the fall We d be together all day long Do you remember us holding hands In each other s eyes we d stare Tell me Do you remember the time When we fell in love Do you remember the time When we first met girl Do you remember the time When we fell in love Do you remember the time Do you remember how we used to talk You know we d stay on the phone at night till dawn Do you remember all the things we said Like I love you so I ll never let you go Do you remember back in the spring Every morning birds would sing Do you remember those special times They ll just go on and on In the back of my mind Do you remember the time When we fell in love Do you remember the time When we first met girl Do you remember the time When we fell in love Do you remember the time Those sweet memories Will always be dear to me And girl no matter what was said I will never forget what we had Now baby Do you remember the time When we fell in love Do you remember the time When we first met girl Do you remember the time When we fell in love Do you remember the time Do you remember the time When we fell in love Do you remember the time Do you remember the time When we fell in love Do you remember the time Ooh Do you remember girl On the phone you and me Till dawn two or three What about us girl Do you do you do you Do you do you In the park on the beach You and me in Spain What about what about Grrrrrat tat tat tat Grrrrrat tat tat Ooh In the park After dark do you do you do you Do you do you do you did you Yeah yeah woo '
20,"Finally",CeCe Peniston,1992,b' Finally finally yeah yeah ow Finally it has happened to me right in front of my face and I just cannot hide it Meeting Mr Right the man of my dreams The one who shows me true love or at least it seems With brown cocoa skin and curly black hair It s just the way he looks at me that gentle loving stare Finally you ve come along The way I feel about you it just can t be wrong If you only knew the way I feel about you I just can t describe it oh no no Finally it has happened to me right in front of my face My feelings can t describe it Finally it has happened to me right in front of my face and I just can not hide it Finally it has happened to me right in front of my face My feelings can t describe it Finally it has happened to me right in front of my face and I just can not hide it It seems so many times you seemed to be the one But all he ever wanted was to have a little fun But now you ve come along and brightened up my world In my heart I feel it I m that special kind of girl Finally you ve come along The way I feel about you it just can t be wrong If you only knew the way I feel about you I just can t describe it oh no no Finally it has happened to me right in front of my face My feelings can t describe it Finally it has happened to me right in front of my face and I just can not hide it Finally it has happened to me right in front of my face My feelings can t describe it Finally it has happened to me right in front of my face and I just can not hide it Finally Oh finally yeah yeah Oh finally finally yeah yeah oww Finally finally yeah yeah oww Finally finally yeah yeah oww Finally finally yeah yeah oww Finally finally yeah yeah oww Finally you ve come along The way I feel about you it just can t be wrong If you only knew the way I feel about you I just can t describe it oh no no Finally it has happened to me right in front of my face My feelings can t describe it Finally it has happened to me right in front of my face and I just can not hide it Finally it has happened to me right in front of my face My feelings can t describe it'
21,"This Used to Be My Playground",Madonna,1992,b' This used to be my playground This used to be my childhood dream This used to be the place I ran to Whenever I was in need Of a friend Why did it have to end And why do they always say Don t look back Keep your head held high Don t ask them why Because life is short And before you know You re feeling old And your heart is breaking Don t hold on to the past Well that s too much to ask This used to be my playground This used to be my childhood dream This used to be the place I ran to Whenever I was in need Of a friend Why did it have to end And why do they always say No regrets But I wish that you Were here with me Well then there s hope yet I can see your face In our secret place You re not just a memory Say goodbye to yesterday Those are words I ll never say This used to be my playground This used to be our pride and joy This used to be the place we ran to That no one in the world could dare destroy This used to be our playground This used to be our childhood dream This used to be the place we ran to I wish you were standing here with me This used to be our playground This used to be our childhood dream This used to be the place we ran to The best things in life are always free Wishing you were here with me'
22,"Sometimes Love Just Ain't Enough",Patty Smyth,1992,b' Now I don t wanna lose you But I don t wanna use you Just to have somebody by my side And I don t wanna hate you I don t wanna take you But I don t wanna be the one to cry And that don t really matter To anyone anymore But like a fool I keep losing my place And I keep seeing you walk through that door But there s a danger in loving somebody too much And it s sad when you know it s your heart you can t trust There s a reason why people don t stay where they are Baby sometimes love just ain t enough Now I could never change you I don t want to blame you Baby you don t have to take the fall Yes I may have hurt you But I did not desert you Maybe I just want to have it all It makes a sound like thunder It makes me feel like rain And like a fool who will never see the truth I keep thinking something s gonna change But there s a danger in loving somebody too much And it s sad when you know it s your heart you can t trust There s a reason why people don t stay where they are Baby sometimes love just ain t enough And there s no way home When it s late at night and you re all alone Are there things that you wanted to say And do you feel me beside you in your bed There beside you where I used to lay And there s a danger in loving somebody too much And it s sad when you know it s your heart they can t touch There s a reason why people don t stay who they are Baby sometimes love just ain t enough Baby sometimes love It just ain t enough oh no no'
23,"Can't Let Go",Mariah Carey,1992,b' There you are holding her hand I am lost dying to understand Didn t I cherish you right Don t you know you were my life Even though I try I can t let go Something in your eyes captured my soul And every night I see you in my dreams You re all I know I can t let go Just cast aside you don t even know I m alive You just walk on by don t care to see me cry And here I am still holding on I can t accept my world is gone no no Even though I try I can t let go Cause something in your eyes captured my soul And every night I see you in my dreams You re all I know I can t let go Do you even realize the sorrow I have inside Every day of my life Do you know the way it feels when all you have just dies I try and try to deny that I need you But still you remain on my mind Even though I try I can t let go Something in your eyes captured my soul Cause every night I see you in my dreams You re all I know I can t let you go Even though I try I can t let go Something in your eyes captured my soul Every night I see you in my dreams You re all I know I can t let go'
24,"Jump Around",House of Pain,1992,b' Pack it up pack it in let me begin I came to win battle me that s a sin I won t ever slack up punk you better back up Try and play the role and yo the whole crew ll act up Get up stand up c mon throw your hands up If you ve got the feeling jump up touch the ceiling Muggs lets the funk flow someone s talking junk Yo I bust him in the eye and then I ll take the punk s ho Feelin funkin amps in the trunk and I got more rhymes Than there s cops at a Dunkin Donuts shop Sho nuff I got props From the kids on the Hill plus my mom and my pops I came to get down I came to get down So get out your seat and jump around Jump around Jump around Jump around Jump up jump up and get down Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump I ll serve your ass like John McEnroe If your girl steps up I m smacking the ho Word to your moms I came to drop bombs I got more rhymes than the Bible s got Psalms And just like the Prodigal Son I ve returned Anyone stepping to me you ll get burned Cause I got lyrics but you ain t got none If you come to battle bring a shotgun But if you do you re a fool cause I duel to the death Trying to step to me you ll take your last breath I got the skills come get your fill Cause when I shoot the gift I shoot to kill I came to get down I came to get down So get out your seat and jump around Jump around Jump around Jump around Jump up jump up and get down Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump I m the cream of the crop I rise to the top I never eat a pig cause a pig is a cop Or better yet a Terminator like Arnold Schwarzenegger Try to play me out like as if my name was Sega But I ain t going out like no punk bitch Get used to one style and yo and I might switch It up up and around then buck buck you down Put out your head and then you wake up in the Dawn of the Dead I m coming to get ya I m coming to get ya Spitting out lyrics homie I ll wet ya I came to get down I came to get down So get out your seat and jump around Jump around Jump around Jump around Jump up jump up and get down Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Jump Yo this is dedicated to Joe The Biter Nicolo Grab the Bozack punk'
