Rank,Song,Artist,Year,Lyrics
11,Too Much Heaven,Bee Gees,1979,"b""Nobody gets too much heaven no more\nIt's much harder to come by\nI'm waiting in line\nNobody gets too much love anymore\nIt's as high as a mountain\nAnd harder to climb\nOh you and me girl\nGot a lot of love in store\nAnd it flows through you\nAnd it flows through me\nAnd I love you so much more\nThen my life I can see beyond forever\nEverything we are will never die\nLoving's such a beautiful thing\nOh you make my world a summer day\nAre you just a dream to fade away?\nNobody gets too much heaven no more\nIt's much harder to come by\nI'm waiting in line\nNobody gets too much love anymore\nIt's as high as a mountain\nAnd harder to climb\nYou and me girl got a highway to the sky\nWe can turn away from the night and day\nAnd the tears you had to cry\nYou're my life\nI can see a new tomorrow\nEverything we are will never die\nLoving's such a beautiful thing\nWhen you are to me the light above\nMade for all to see our precious love\nNobody gets too much heaven no more\nIt's much harder to come by\nI'm waiting in line\nNobody gets too much love anymore\nIt's as high as a mountain\nAnd harder to climb\nLove is such a beautiful thing\nYou make my world a summer day\nAre you just a dream to fade away\n  Robin & Maurice Gibb]\nNobody gets too much heaven no more\nIt's much harder to come by\nI'm waiting in line\nNobody gets too much love anymore\nIt's as wide as a river\nAnd harder to climb\nNobody gets too much heaven no more\nIt's much harder to come by\nI'm waiting in line\nNobody gets too much love anymore\nIt's as high as a mountain\nAnd harder to climb\nNobody gets too much heaven no more\nIt's much harder to come by\nI'm waiting in line\nNobody gets too much love anymore\nIt's as high as a mountain\nAnd harder to climb"""
12,MacArthur Park,Donna Summer,1979,"b""Spring was never waiting for us dear\nIt ran one step ahead\nAs we followed in the dance\nBetween the parted pages we were pressed\nIn love's hot fevered iron\nLike a striped pair of pants\nMacArthur's Park is melting in the dark\nAll the sweet green icing flowing down\nSomeone left the cake out in the rain\nI don't think that I can take it\n'Cause it took so long to bake it\nAnd I'll never have that recipe again\nAgaaaaaaaaain\nI recall the yellow cotton dress\nFoaming like a wave\nOn the ground beneath your knees\nThe birds like tender babies in your hands\nAnd the old men playing\nChinese checkers by the trees\nMacArthur's Park is melting in the dark\nAll the sweet green icing flowing down\nSomeone left the cake out in the rain\nI don't think that I can take it\n'Cause it took so long to bake it\nAnd I'll never have that recipe again\nAgaaaaaaaaain\nAhh ha\nThere will be another song for me\nAnd I will sing it\nThere will be another dream for me\nSomeone will bring it\nI will drink the wine while it is warm\nAnd never let you catch me looking at the sun yeah\nAnd after all the loves of my life\nAfter all the loves of my life you'll still be the one\nI will take my life into my hands and I will use it\nI will win the worship in their eyes and I will lose it\nI will have the things that I desire\nAnd my passion flow like rivers from the sky\nOh and after all the loves of my life yeah yeah\nAfter all the loves in my life\nYou'll still be the one\nAnd I'll ask myself whyyyyy yeah yeah\nOo oo oo oo\nOo oo oo oo\nOo oo oo oo\nOo oo oo oo\nOo oo oo oo\nOo oo oo oo\nOo oo oo oo\nOo oo oo oo"""
13,When You're in Love with a Beautiful Woman,Dr. Hook,1979,"b""When you're in love with a beautiful woman it's hard\nWhen you're in love with a beautiful woman you know it's hard\nEverybody wants her everybody loves her\nEverybody wants to take your baby home\nWhen you're in love with a beautiful woman you watch your friends\nWhen you're in love with a beautiful woman it never ends\nYou know that is crazy and you wanna trust her\nThen somebody hangs up when you answer the phone\nWhen you're in love with a beautiful woman you go it alone\nMaybe it's just an ego problem problem is that I've been fooled before\nBy fair-weather friends and faint-hearted lovers\nAnd every time it happens it just convinces me more\nWhen you're in love with a beautiful woman you watch her eyes\nWhen you're in love with a beautiful woman you look for lies\nCause everybody tempts her everybody tells her\nShe's the most beautiful woman they know\nWhen you're in love with a beautiful woman you go it alone\nWhen you're in love with a beautiful woman you watch your friends\nWhen you're in love with a beautiful woman it never ends\nWhen you're in love with a beautiful woman you watch her eyes\nWhen you're in love with a beautiful woman you look for lies"""
14,Makin' It,David Naughton,1979,"b""Makin' it\nOoh-ooh-ooh\nMakin' it\nI'm solid gold\nI've got the goods\nThey stand when I walk\nThrough the neighborhoods\nI'm makin' it\nI've got the chance\nI'm takin' it\nNo more no more\nFakin' it\nThis time in life\nI'm makin' it \nMakin' it\nHello uptown\nGoodbye poverty\nThe top of the ladder is waiting for me\nI'm makin' it\nI've got the chance\nI'm takin' it\nNo more no more\nFakin' it\nThis time in life\nI'm makin' it \nListen everyone here\nThis coming year's gonna be my year\nI'm as bad as they come\nNumber two to no one\nI've got looks I've got brains\nAnd I'm breakin' these chains\nMake some room now dig what you see\nSuccess is mine\nI've got the key\nI'm makin' it"""
15,Fire,The Pointer Sisters,1979,"b""I'm ridin' in your car you turn on the radio\nYou're pullin' me close I just say no\nI say I don't like it but you know I'm a liar\nCause when we kiss ooh fire\nLate at night you're takin' me home\nYou say you want to stay I say I want to be alone\nI say I don't love you but you know I'm a liar\nCause when we kiss ooh fire\nYou had a hold on me right from the start\nA grip so tight I couldn't tear it apart\nMy nerves all jumpin' actin' like a fool\nWell your kisses they burn but my heart stays cool...\n{Pause}\nWell Romeo and Juliet Samson and Delilah\nBaby you can bet a love they couldn't deny\nMy words say split but my words they lie\nCause when we kiss ooh fire\n{Bridge}\nOh fire\nKisses like fire...\nBurn me up with fire\nI like what you're doin now fire\nTouchin' me fire\nTouchin' me burnin me fire\nTake me home"""
16,Tragedy,Bee Gees,1979,"b""Here I lie\nIn a lost and lonely part of town\nHeld in time\nIn a world of tears I slowly drown\nGoin' home\nI just can't make it all alone\nI really should be holding you\nHolding you\nLoving you loving you\nTragedy\nWhen the feeling's gone and you can't go on\nIt's tragedy\nWhen the morning cries and you don't know why\nIt's hard to bear\nWith no one to love you you're\nGoin' nowhere\nTragedy\nWhen you lose control and you got no soul\nIt's tragedy\nWhen the morning cries and you don't know why\nIt's hard to bear\nWith no one beside you you're\nGoin' nowhere\nNight and day\nThere's a burning down inside of me\nBurning love\nWith a yearning that won't let me be\nDown I go\nAnd I just can't take it all alone\nI really should be holding you\nHolding you\nLoving you loving\nTragedy\nWhen the feeling's gone and you can't go on\nIt's tragedy\nWhen the morning cries and you don't know why\nIt's hard to bear\nWith no one to love you you're\nGoin' nowhere\nTragedy\nWhen you lose control and you got no soul\nIt's tragedy\nWhen the morning cries and you don't know why\nIt's hard to bear\nWith no one beside you you're\nGoin' nowhere\nTragedy\nWhen the feeling's gone and you can't go on\nIt's tragedy\nWhen the morning cries and you don't know why\nIt's hard to bear\nWith no one to love you you're\nGoin' nowhere\nTragedy\nWhen you lose control and you got no soul\nIt's tragedy\nWhen the morning cries and you don't know why\nIt's hard to bear\nWith no one beside you you're\nGoin' nowhere\nTragedy\nWhen the feeling's gone and you can't go on\nIt's tragedy\nWhen the morning cries and you don't know why\nIt's hard to bear\nWith no one to love you you're\nGoin' nowhere\nTragedy\nWhen you lose control and you got no soul\nIt's tragedy\nWhen the morning cries and your heart just died\nIt's hard to bear\nWith no one beside you you're\nGoin' nowhere\nTragedy\nWhen the feeling's gone and you can't go on\nIt's tragedy\nWhen the morning cries and you don't know why\nIt's hard to bear\nWith no one to love you you're\nGoin' nowhere\nTragedy"""
17,A Little More Love,Olivia Newton-John,1979,"b""Night is dragging her feet\nI wait alone in the heat\nI know know that you'll have your way\n'Til you have to go home\nNo's a word I can't say\nCause it gets me nowhere to tell you no\nAnd it gets me nowhere to make you go\nWill a little more love make you stop depending?\nWill a little more love bring a happy ending?\nWill a little more love make it right?\nWill a little more love make it right?\nWhere where did my innocence go?\nHow how was a young girl to know?\nI'm trapped trapped in the spell of your eyes\nIn the warmth of your arms in the web of your lies\nBut it gets me nowhere to tell you no\nAnd it gets me nowhere to make you go\nWill a little more love make you stop depending?\nWill a little more love bring a happy ending?\nWill a little more love make it right?\nWill a little more love make it right?\nGets me nowhere to tell you no\nIt gets me nowhere to make you go\nWill a little more love make you stop depending?\nWill a little more love bring a happy ending?\nWill a little more love make it right?\nWill a little more love make it right?\nGets me nowhere to tell you no\nIt gets me nowhere to make you go\nWill a little more love make you stop depending?\nWill a little more love bring a happy ending?\nWill a little more love make it right?\nWill a little more love make it right?\nGets me nowhere to tell you no\nIt gets me nowhere to make you go"""
18,Heart of Glass,Blondie,1979,"b""Once I had a love and it was a gas\nSoon turned out had a heart of glass\nSeemed like the real thing only to find\nMucho mistrust love's gone behind\nOnce I had a love and it was divine\nSoon found out I was losing my mind\nIt seemed like the real thing but I was so blind\nMucho mistrust love's gone behind\nIn between\nWhat I find is pleasing and I'm feeling fine\nLove is so confusing there's no peace of mind\nIf I fear I'm losing you it's just no good\nYou teasing like you do\nOnce I had a love and it was a gas\nSoon turned out had a heart of glass\nSeemed like the real thing only to find\nMucho mistrust love's gone behind\nLost inside\nAdorable illusion and I cannot hide\nI'm the one you're using please don't push me aside\nWe could've made it cruising yeah\nYeah riding high\nOn love's true bluish light\nOnce I had a love and it was a gas\nSoon turned out to be a pain in the ass\nSeemed like the real thing only to find\nMucho mistrust love's gone behind\nIn between\nWhat I find is pleasing and I'm feeling fine\nLove is so confusing there's no peace of mind\nIf I fear I'm losing you it's just no good\nYou teasing like you do"""
19,What a Fool Believes,The Doobie Brothers,1979,"b""He came from somewhere back in her long ago\nThe sentimental fool don't see\nTryin' hard to recreate\nWhat had yet to be created once in her life\nShe musters a smile for his nostalgic tale\nNever coming near what he wanted to say\nOnly to realize it never really was\nShe had a place in his life\nHe never made her think twice\nAs he rises to her apology\nAnybody else would surely know\nHe's watching her go\nBut what a fool believes he sees\nNo wise man has the power to reason away\nWhat seems to be\nIs always better than nothing\nThan nothing at all\nKeeps sending him somewhere back in her long ago\nWhere he can still believe there's a place in her life\nSomeday somewhere\nShe will return\nShe had a place in his life\nHe never made her think twice\nAs he rises to her apology\nAnybody else would surely know\nHe's watching her go\nBut what a fool believes he sees\nNo wise man has the power to reason away\nWhat seems to be\nIs always better than nothing\nThan nothing at all\nBut what a fool believes he sees\nNo wise man has the power to reason away\nWhat seems to be\nIs always better than nothing\nThan nothing at all"""
20,Good Times,Chic,1979,"b""Good times\nThese are the good times\nLeave your cares behind\nThese are the good times\nGood times\nThese are the good times\nOur new state of mind\nThese are the good times\nHappy days are here again\nThe time is right for makin' friends\nLet's get together how 'bout a quarter to ten?\nCome tomorrow let's all do it again\nBoys will be boys better let them have their toys\nGirls will be girls cute pony tails and curls\nMust put an end to this stress and strife\nI think I want to live the sporting life\nGood times\nThese are the good times\nLeave your cares behind\nThese are the good times\nA rumor has it that it's getting late\nTime marches on just can't wait\nThe clock keeps turning why hesitate?\nYou silly fool; you can't change your fate\nLet's cut a rug a little jive and jitterbug\nWe want the best we won't settle for less\nDon't be a drag; participate\nClams on the half shell and roller-skates roller-skates\nGood times\nThese are the good times\nLeave your cares behind\nThese are the good times\nA rumor has it that it's getting late\nTime marches on just can't wait\nThe clock keeps turning why hesitate?\nYou silly fool; you can't change your fate\nLet's cut a rug a little jive and jitterbug\nWe want the best we won't settle for less\nDon't be a drag; participate\nClams on the half shell and roller-skates roller-skates\nGood times\nThese are the good times\nLeave your cares behind\nThese are the good times"""
21,You Don't Bring Me Flowers,Neil Diamond,1979,"b""You don't bring me flowers\nYou don't sing me love songs\nYou hardly talk to me anymore\nWhen you come through the door\nAt the end of the day\nI remember when\nYou couldn't wait to love me\nUsed to hate to leave me\nNow after lovin' me late at night\nWhen it's good for you\nAnd you're feeling alright\nWell you just roll over\nAnd you turn out the light\nYou don't bring me flowers anymore\nIt used to be so natural\nTo talk about forever\nBut 'used to be's' don't count anymore\nThey just lay on the floor\n'Til we sweep them away\nAnd baby I remember\nAll the things you taught me\nI learned how to laugh\nAnd I learned how to cry\nWell I learned how to love\nEven learned how to lie\nYou'd think I could learn\nHow to tell you goodbye\n'Cause you don't bring me flowers\nAnymore\nWell you'd think I could learn\nHow to tell you goodbye\n'Cause you don't bring me flowers\nAnymore"""
22,Knock on Wood,Amii Stewart,1979,"b""I don't want to lose you this good thing\nThat I got 'cause if I do\nI will surely surely lose a lot\n'Cause your love is better\nThan any love I know\nIt's like thunder lightning\nThe way you love me is frightening\nYou better knock knock on wood baby\nOoh baby ooh\nYes I'm not superstitious about ya\nBut I can't take no chance\nI got me spinnin' baby\nYou know that I'm in a trance\n'Cause your love is better\nThan any love I know\nIt's like thunder lightning\nThe way you love me is frightening\nYou better knock knock knock on wood baby\nOoh baby ooh\nOoh baby ooh\nIt's no secret about it\n'Cause with his loving touch\nHe sees to it that I get enough\nFeel his touch all over\nYou know it means so much\nIt's like thunder burstin' lightning\nThe way you love me is frightening\nYou better knock knock knock on wood baby\nOoh baby ooh"""
23,Stumblin' In,Suzi Quatro,1979,"b""Our love is alive and so we begin\nFoolishly layin' our hearts on the table\nStumblin' in\nOur love is a flame burnin' within\nNow and then fire light will catch us\nStumblin' in\nWherever you go whatever you do\nYou know these reckless thoughts of mine\nAre followin' you\nI've fallen for you whatever you do\nCause baby you've shown me so many things\nThat I never knew\nWhatever it takes\nBaby I'll do it for you\nOur love is alive and so we begin\nFoolishly layin' our hearts on the table\nStumblin' in\nOur love is a flame burnin' within\nNow and then fire light will catch us\nStumblin' in\nYou were so young\nOh and I was so free\nI may have been young but baby\nThat's not what I wanted to be\nWell you were the one\nOh why was it me?\nCause baby you've shown me so many things\nThat I'd never seen\nWhatever you need\nBaby you got it from me\nOur love is alive and so we begin\nFoolishly layin' our hearts on the table\nStumblin' in\nOur love is a flame burnin' within\nNow and then fire light will catch us\nStumblin' in\nStumblin' in\nStumblin' in\nFoolishly layin' our hearts on the table\nStumblin' in\nAaah stumblin' in\nMmm stumblin' in\nNow and then fire light will catch us\nStumblin' In\nOoooh stumblin' in\nI was stumblin' in\nFoolishly layin' our hearts on the table\nStumblin' in\nOoooh stumblin' in\nAaah stumblin' in\nI was stumblin' in\nWe was stumblin' in\nNow and then fire light will catch us\nStumblin' in"""
24,Lead Me On,Maxine Nightingale,1979,"b""I have often heard you say\nYou love me as a friend\nBut I love you more than anyone\nYou know I can't pretend no longer\nI would give you anything\nI could throw my world away\nBut you don't want to hear that anymore\nAnd you want to hear me say\nChorus:\nCome on and lead me on\nCome on and tease me all night long\nLoving you I know it's right\nI'll always need you\nI'll never leave you\nCome on and lead me on\nTease me all night long\nI'd rather be a fool with a broken heart\nThan someone who never had a part of you\nYou know I told you from the start\nExactly how I feel\nTime goes on seems nothing's changed\nI'm in love for real\nWe have never played the games\nThat real lovers do\nSo maybe we are better off\nBaby I'd still like this from you\nRepeat Chorus and fade"""
