Rank,Song,Artist,Year,Lyrics
11,Motownphilly,Boyz II Men,1991,b' Boyz II Men Boyz II Men Boyz II Men Boyz II Men Motownphilly s back again Doin a little east coast swing Boyz II Men going off Not too hard not too soft It s long overdue but now Philly is slammin Boyz II Men A B C B B D The east coast family Never skipped a beat While cooling on South street Jet black Benz plenty of friends Back in school we used to dream about this every day Or do dreams just fade away Then we started singing them They said it sounded smooth And we started a group and here we are Kickin it just for you Motownphilly s back again Doin a little east coast swing Boyz II Men going off Not too hard not too soft Yo these four new jacks is real Smooth on the harmony tip Nate Mike Shawn and Wan You know the mentality Keep flippin the gift The spotlight is on us now watch us do this Live and direct from Philly town We are ready to roll So now the world will know that we were Back in school we used to dream about this everyday Could it really happen Or do dreams fade away So we started a group and here we are Kickin it just for you Motownphilly s back again Doin a little east coast swing Boyz II Men going off Not too hard not too soft Boyz II Men Boyz II Men Boyz II Men Boyz II Men Boyz II Men Boyz II Men Then we started singing them They said it sounded smooth Now check this out one day back in Philly Four guys wanted to sing they came up to me I said Well what s your name Hey you know what I m sayin Then I said Alright fellas Well let me see what you can do And then with a smile Wanya said Yo Mike check this out see if this one moves you Doom doom doom da da doom doom doom da da Da di da di da da da da daa daa oh Doom doom doom da da doom doom doom da da Da di da di da da da da daa daa oh Motownphilly s back again Doin a little east coast swing Boyz II Men going off Not too hard not too soft Boyz II Men Boyz II Men Boyz II Men Boyz II Men Boyz Boyz Boyz Boyz II Men A B C B B D'
12,Because I Love You (The Postman Song),Stevie B,1991,b'I got your letter from the postman just the other day So I decided to write you this song And just to let you know exactly the way I feel And let you know my love s for real Because I love you And I ll do anything I ll give you my heart my everything Because I love you I ll be right by your side To be your light to be your guide If you should feel that I don t really care And that you re starting to lose ground Just let me reassure you that you can count on me And that I ll always be around Because I love you My heart s an open door Girl won t you please come on in Because I love you I ll be right by your side To be your light to be your guide If you should feel that I don t really care And that you re starting to lose your ground Just let me reassure you that you can count on me And that I will always be around Because I love you My heart s an open door Girl won t you please come on in Because I love you I ll be right by your side To be your light to be your guide'
13,Someday,Mariah Carey,1991,b' You were so blind to let me go You had it all but did not know No one you find will ever be Closer to all your dreams than me Believing the grass would be greener You told yourself I just don t need her now But I know you ll soon discover You re never satisfied with any other Someday oh someday The one you gave away Will be the only one you re wishing for Someday hey hey Boy you re going to pay Cause baby I m the one who s keeping score You ll change your mind and call my name As soon as you find they re all the same And when you find yourself alone Don t come back crying you should have known Believe me I m not pretending It s not hard to predict this ending now Because I know you ll soon discover You re needing me in spite of all the others Someday oh someday The one you gave away Will be the only one you re wishing for Someday hey hey Boy you re going to pay Cause baby I m the one who s keeping score Someday oh someday The one you gave away Will be the only one you re wishing for Someday hey hey Boy you re going to pay Cause baby I m the one who s keeping score Now now now you just can t conceive That there ll never come a time when you re cold and lonely Baby how could you ever believe That another could replace me the one and only And when your down and your time in need And you re thinking bout How you might be coming back to hold me Just think again because I won t need your love anymore Someday Someday oh someday The one you gave away Will be the only one you re wishing for Someday someday Someday hey hey Boy you re going to pay Cause baby I m the one who s keeping score Someday oh someday The one you gave away Will be the only one you re wishing for Someday hey hey Boy you re going to pay Cause baby I m the one who s keeping score Someday someday Someday oh someday The one you gave away Will be the only one you re wishing for Someday hey hey Boy you re going to pay Cause baby I m the one who s keeping score'
14,High Enough,Damn Yankees,1991,b' I don t wanna hear about it anymore It s a shame I ve got to live without you anymore There s a fire in my heart A pounding in my brain It s driving me crazy We don t need to talk about it anymore Yesterday s just a memory Can we close the door I just made one mistake I didn t know what to say When you called me baby Don t say goodnight Say you re gonna stay forever Oh whoa all the way Can you take me high enough To fly me over yesterday Can you take me high enough It s never over Yesterday s just a memory I don t want to live without you anymore Can t you see I m in misery And you know for sure I would live and die for you And I know just what to do when you call me baby Don t say goodbye Say you re gonna stay forever Oh whoa all the way Can you take me high enough Can you fly me over yesterday Can you take me high enough It s never over Yesterday s just a memory I m running I was running for the door The next thing I remember I was running back for more yeah yeah yeah yeah Don t say goodbye Say you re gonna stay forever Oh whoa all the way Can you take me high enough Can you fly me over yesterday Can you take me high enough It s never over whoa whoa whoa whoa Can you take me high enough Won t you fly me over yesterday Can you take me high enough It s never over whoa whoa whoa whoa'
15,From a Distance,Bette Midler,1991,b'From a distance The world looks blue and green And the snow capped mountains white From a distance The ocean meets the stream And the eagle takes to flight From a distance There is harmony And it echoes through the land It s the voice of hope It s the voice of peace It s the voice of every man From a distance We all have enough And no one is in need And there are no guns no bombs and no disease No hungry mouths to feed From a Distance We are instruments Marching in a common band Playing songs of hope Playing songs of peace They are the songs of every man God is watching us God is watching us God is watching us From a distance From a distance You look like my friend Even though we are at war From a distance I just cannot comprehend What all this fighting is for From a distance There is harmony And it echoes through the land And it s the hope of hopes It s the love of loves It s the heart of every man It s the hope of hopes It s the love of loves This is the song of every man God is watching us God is watching us God is watching us From a distance'
16,All the Man That I Need,Whitney Houston,1991,b' I used to cry myself to sleep at night But that was all before he came I thought love had to hurt to turn out right But now he s here It s not the same it s not the same He fills me up He gives me love More love than I ve ever seen He s all I ve got He s all I ve got in this world But he s all the man that I need And in the morning when I kiss his eyes He takes me down and rocks me slow And in the evening When the moon is high He holds me close and won t let go He won t let go He fills me up He gives me love More love than I ve ever seen He s all I ve got He s all I ve got in this world But he s all the man that I need He fills me up He gives me love More love than I ve ever seen He s all I ve got He s all I ve got in this world But he s all the man that I need He fills me up He gives me love More love than I ve ever seen He s all I ve got He s all I ve got in this world But he s all the man that I need'
17,Right Here Right Now,Jesus Jones,1991,b'A woman on the radio talks about revolution When it s already passed her by Bob Dylan didn t have this to sing about You know it feels good to be alive I was alive and I waited waited I was alive and I waited for this Right here right now There is no other place I want to be Right here right now Watching the world wake up from history Oh I saw the decade in When it seemed the world could change at the blink of an eye And if anything then there s your sign Of the times I was alive and I waited waited I was alive and I waited for this Right here right now I was alive and I waited waited I was alive and I waited for this Right here right now There is no other place I want to be Right here right now Watching the world wake up from history Right here right now There is no other place I want to be Right here right now Watching the world wake up from history Right here right now There is no other place I want to be Right here right now Watching the world wake up'
18,I Adore Mi Amor,Color Me Badd,1991,b'Dream on dream away I think I m gonna have to stay Stay forever I adore mi amor I adore mi amor You want to take her place You say you d treat me better Better I know for sure You see she loves me And I could never leave her Never baby never She means the world to me And I love her she s my destiny I know forever my love And I ll never let her go no no Dream on dream away I think I m gonna have to stay Stay forever I adore mi amor I adore mi amor Listen My love the girl of my dreams And I will never leave She s all that I need and more I ll love her always What more could a man ask for You know that I really love my baby She can give me everything I need There is no one to take her place She s got my heart in her hands Baby I adore Dream on dream away I think I m gonna have to stay Stay forever Ooh mi amor es por ti que yo vivo y por ti suspiro No solo hoy solo hoy si no siempre Tu estrella brilla siempre en mi Y este sue o contigo sera realidad te quiero mucho Baby te quiero mucho mi amor You know I love you You know i need you girl I know that I really love my baby She can give me everything I need And there would never be another that could take her place She got my heart in her hands You re the one that I adore I ll be forever your love You re the one that I wanna see I want you to stay with me yeah'
19,Love Will Never Do (Without You),Janet Jackson,1991,b' Our friends think we re opposites Falling in and out of love They ve all said we d never last Still we manage to stay together There s no easy explanation for it But whenever there s a problem We always work it out somehow Work it out somehow Other guys have tried before To replace you as my lover Never did I have a doubt Boy it s you I can t do without I feel better when I have you near me Cause no other love around Has quite the same ooh ooh Like you do do do do babe Do without you Love would never do without you Whoo Do without you Ooooh Ooooh Go on Fine Oh yeah Fine Not for me Fine Oh yeah Fine Baby Fine Oh yeah Fine Baby Fine Oh oh Whoo Say it Never do Ooh ooh Never Ooh ooh Baby yeahhh What Whoo Hey What do you want If you believe in love say '
20,Good Vibrations,Marky Mark,1991,b' Yeah Can you feel it baby I can too Come on swing it Come on swing it Come on swing it Come on swing it 1 2 3 now we come to the pay off It s such a good vibration It s such a sweet sensation Yo it s about that time To bring forth the rhythm and the rhyme I m a get mine so get yours I wanna see sweat comin out your pores On the house tip is how I m swinging this Strictly hip hop boy I ain t singing this Bringing this to the entire nation Black white red brown Feel the vibration Come on come on Feel it feel it Feel the vibration It s such a good vibration It s such a sweet sensation Vibrations good like Sunkist Many wanna know who done this Marky Mark and I m here to move you Rhymes will groove you And I m here to prove to you That we can party on the positive side And pump positive vibes So come along for the ride Making you feel the rhythm is my occupation So feel the vibration Come on come on Feel it feel it Feel the vibration It s such a good vibration It s such a sweet sensation Donnie D break it down Donnie D s on the back up Drug free so put the crack up No need for speed I m anti d r u g g i e my Body is healthy And rhymes makes me wealthy And the funky bunch helps me To bring you a show with no intoxication Come on feel the vibration Yeah Can you feel it baby I can too It s such a good vibration It s such a sweet sensation Now the time has come for you to get up The rest had you fed up but yo I won t let up On the rhythm and rhyme thats designed to Make your behind move to what I m inclined to Pure hip hop no sell out If you ain t in it to win it Then get the hell out I command you to dance I wanna see motivation Come on now feel the vibration It s such a good vibration Come on come on come on Its such a sweet sensation Feel it feel it It s such a good vibration It s such a sweet sensation'
21,Justify My Love,Madonna,1991,b' I want to kiss you in Paris I want to hold your hand in Rome I want to run naked in a rainstorm Make love in a train cross country You put this in me So now what so now what Wanting needing waiting For you to justify my love Hoping praying For you to justify my love I want to know you Not like that I don t want to be your mother I don t want to be your sister either I just want to be your lover I want to have your baby Kiss me that s right kiss me Wanting needing waiting For you to justify my love Yearning burning For you to justify my love What are you going to do What are you going to do Talk to me tell me your dreams Am I in them Tell me your fears Are you scared Tell me your stories I m not afraid of who you are We can fly Poor is the man Whose pleasures depend On the permission of another Love me that s right love me I want to be your baby Wanting needing waiting For you to justify my love I m open and ready For you to justify my love To justify my love Wanting to justify Waiting to justify my love Praying to justify To justify my love I m open to justify my love'
22,Emotions,Mariah Carey,1991,b' You ve got me feeling emotions Deeper than I ve ever dreamed of You ve got me feeling emotions Higher than the heavens above I feel good I feel nice I ve never felt so satisfied I m in love I m alive Intoxicated flying high It feels like a dream When you touch me tenderly I don t know if it s real But I like the way I feel inside You ve got me feeling emotions Deeper than I ve ever dreamed of You ve got me feeling emotions Higher than the heavens above In the morning when I rise You are the first thing on my mind And in the middle of the night I feel your heartbeat next to mine It feels like a dream When you love me tenderly I don t know if you re for real But I like the way I feel inside You ve got me feeling emotions Deeper than I ve ever dreamed of You ve got me feeling emotions Higher than the heavens above Oh you ve got me feeling emotions Deeper than I ve ever dreamed of Oh baby you ve got me feeling emotions Higher than the heavens above Oh you know the way to make me lose control When you re looking into my eyes You make me feel so high Oh oh baby Eh alright Ahh yeah Ooh ooh hey hey Whoa oh oh You ve got me feeling emotions Deeper than I ve ever dreamed of Oh you ve got me feeling emotions Higher than the heavens above Oh yeah you ve got me feeling emotions yes you do Oh yeah you ve got me feeling emotions yeah Higher emotions Deeper than I ve ever dreamed of Whoa oh you emotions ooh You got me feeling higher ahh'
23,Joyride,Roxette,1991,b'C mon join the joyride everybody Get your tickets here Step right this way Hello you fool I love you C mon join the joyride I hit the road out of nowhere I had to jump in my car And be a rider in a love game Following the stars Don t need a book of wisdom I get no money talk at all She has a train going downtown She s got a club on the moon And she s telling all her secrets In a wonderful balloon She s the heart of the funfair She s got me whistling a private tune And it all begins where it ends And she s all mine my magic friend She says Hello you fool I love you C mon join the joyride Join the joyride She s a flower I could paint her She s a child of the sun We re a part of this together Could never turn around and run Don t need no fortune teller To know where my lucky love belongs whoa no Cause it all begins again when it ends yeah And we re all magic friends She says Hello you fool I love you C mon join the joyride Join the joyride She says Hello you fool I love you C mon join the joyride Be a joyrider ow I ll take you on a sky ride I m feeling like I m spellbound The sunshine is a lady Who rocks you like a baby She says Hello you fool I love you C mon join the joyride Join the joyride Hello you fool I love you C mon join the joyride Join the joyride Hello hello you fool I love you C mon c mon join the joyride Be a joyrider Roxette'
24,Romantic,Karyn White,1991,b'Ooh Baby baby baby I wanna get romantic Oh Turn the lights down It s time to get romantic Light a candle It s time to get romantic Let s be romantic Take me in your arms caress me gently Oh I can t get enough ooh Thrill me say the word I will surrender To your poetic charm oh Cause when the night falls I hear seductive voices sing Romantic songs of love Let s get intimate Turn the lights down It s time to get romantic Do everything romantic now Light a candle It s time to get romantic The night has just begun so baby let s be romantic Kiss me I feel the waves of steamy passion I m burning with desire Baby free me from the heat my heart s on fire Cause I still need your love Under the moonlight With the stars shining so bright Baby my mind is on love When we get home tonight ooh Turn the lights down It s time to get romantic Do everything romantic please Light a candle It s time to get romantic I wanna get I wanna get ooh romantic Turn the lights down It s time to get romantic Do it do it do it do it oh you and me Light a candle It s time to get romantic Just you and me romantically yeah Just keep telling me oh baby Sweet ecstasy oh yeah Whenever we re all alone and I got this burning flame That s in my heart Cause I won t let the romance stop Romantic If you want romance You got to work it every chance you get If you want romance There s no better time let s start now Oh I I I I I wanna get romantic Oh baby Oh oh yeah yeah yeah Let s get romantic now let s fall in love Make me surrender to your tender touch Do you remember I can t get enough Let s be romantic Hey your loving it s just so so tender Just say the word I will surrender Underneath the silver moonlight I ll give you my love love love love love Turn the lights down It s time to get romantic Light a candle it s time to get romantic'
25,Hold You Tight,Tara Kemp,1991,b' Just want to hold you tight All day All night Just want to hold you tight Just want to hold you tight All day All night Just want to hold you tight I look at you You look at me And then we smile Knowing what we re in for The kiss that you give Makes me want you more and more We re having the time of our lives And then you say that I will always be the one Someone right for your dreams at night I wish we could be Right here Right now always Touching and loving you so right Just want to hold you tight All day All night Just want to hold you tight Just want to hold you tight All day All night Just want to hold you tight Seeing you here by my side Words come out that I can t hide You re an image of my dreams I need you And you need me too As long as we keep holding on I ll be there for you Just want to hold you tight All day All night Just want to hold you tight Just want to hold you tight All day All night Just want to hold you tight Love Your body Your beauty I want more I want you to Hold me love me squeeze me I need you to Touch me please me tease me I want you to Hold me love me squeeze me I need you to Touch me please me tease me Just want to hold you tight All day All night Just want to hold you tight Just want to hold you tight All day All night Just want to hold you tight'
26,I Don't Wanna Cry,Mariah Carey,1991,b' Once again we sit in silence After all is said and done Only emptiness inside us Baby look what we ve become We can make a million promises But we still won t change It isn t right to stay together When you only bring each other pain I don t wanna cry don t wanna cry Nothing in the world could take us back To where we used to be Though I ve given you my heart and soul I must find a way of letting go Cause baby I don t wanna cry I don t wanna cry Too far apart to bridge the distance But something keeps us hanging on and on Pretending not to know the difference Denying what we had is gone Every moment we re together It s just breaking me down I know we swore it was forever But it hurts too much to stay around I don t wanna cry don t wanna cry Nothing in the world could take us back To where we used to be Though I ve given you my heart and soul I must find a way of letting go Cause baby I don t wanna cry I don t wanna cry no no All the magic s gone There s just a shadow of a memory Something just went wrong We can t go on make believing On make believing Cause I don t wanna cry don t wanna cry Nothing in the world could take us back To where we used to be Though I ve given you my heart and soul Said I ve given you my heart and soul I must find a way of letting go Cause baby I don t wanna cry cry I don t wanna cry I don t wanna cry'
27,You're in Love,Wilson Phillips,1991,b' Open the door and come in I m so glad to see you my friend I don t know how long it has been Having those feelings again And now I see that you re so happy And ooh it just sets me free And I d like to see us as good of friends As we used to be Ah My love Ah You re in love That s the way it should be Cause I want you to be happy You re in love And I know that you re not in love with me Ooh it s enough for me to know that you re in love Now I ll let you go Cause I know that you re in love Sometimes it s hard to believe That you re never coming back for me I ve had this dream that you d always be by my side Oh I could ve died But now I see that you re so happy And ooh it just sets me free And I d like to see us as good of friends As we used to be Ah My love Ah You re in love That s the way it should be Cause I want you to be happy You re in love And I know that you re not in love with me Ooh it s enough for me to know that you re in love I can let you go Cause I know that you re in love I tried to find you but you were so far away I was praying that fate would bring you back to me Someday someday someday Ooh You re In Love Ooh it s enough for me to know that you re in love Now I ll let you go Cause I know that you re in love No No No No No No No No Ooh '
28,Every Heartbeat,Amy Grant,1991,b' Hear me speak what s on my mind Let me give this testimony Reaffirm that you will find That you are my one and only No exception to this rule I m simple But I m no fool I ve got a witness happy to say Every hour Every day Every heartbeat bears your name Loud and clear They stake my claim My red blood runs true blue And every heartbeat belongs to you Classic case of boy meets girl Moving in the same direction You re not asking for the world I m not asking for perfection Just a love that s well designed For passing the test of time I m here to tell you I m here to stay Every hour Every day Every heartbeat bears your name Loud and clear They stake my claim Ask anyone And they ll tell you it s true Every heartbeat belongs to you Every heartbeat bears your name Loud and clear They stake my claim yeah My red blood runs true blue And every heartbeat belongs to you Yeah sure Maybe I m on the edge But I love you baby And like I said I m here to tell you I m here to stay Every hour Every day Every heartbeat bears your name Loud and clear They stake my claim Ask anyone And they ll tell you it s true Every heartbeat belongs to you Every heartbeat bears your name Loud and clear They stake my claim yeah My red blood runs true blue Every heartbeat belongs to you Every heartbeat bears your name Loud and clear They stake my claim yeah Every heartbeat Every heartbeat belongs to you Every heartbeat bears your name Loud and clear They stake my claim Ask anyone And they ll tell you it s true Every heartbeat belongs to you'
29,Sensitivity,Ralph Tresvant,1991,b'Listen baby don t even waste your tears on that insensitive man There s better things for you I mean what you really need is someone who cares Someone that s gonna be there for you Someone like me baby Someone with sensitivity You understand Can you feel it Hey Ooh na na na na Girl I know it s been hard since he went away And left you so sad you cry every day Let me kiss your tears erase all your doubts Cause for you I m here you won t be without LOVE Don t need a man that ll give you money Come on let me show you just what you need honey Don t need a man that ll treat you funny You need a man with sensitivity a man like me Someone who can love you Someone who will need you Someone who will treat you right like me girl Someone you can hold at night Someone stable in your life You need a man with sensitivity a man like me Baby honey Baby and I m the man Ah you know you know honey like I do baby Hang in there Hang on in there baby You need a man with sensitivity a man like me You see you need someone who s there like a gentleman If anybody can fit the description baby I can Someone who cares and dares to give himself completely You got it in me you need a man with sensitivity You need a man not any man Warm and sensitive that s what I can give You need a man not any man Warm and sensitive that s what I can give You need a man not any man Warm and sensitive that s what I can give Man with sensitivity A man like me Don t need a man that ll give you money Come on let me show you just what you need honey Don t need a man that ll treat you funny You need a man with sensitivity a man like me Save a little love for me sensitivity Baby got what you need sensitivity Save a little love for me Sensitivity Man with sensitivity A man like me Hold on my darling Don t let me down Hold on my darling Man with sensitivity a man like me Don t need a man that ll give you money Don t need a man that ll Don t need a man that ll treat you funny Don t need a man that ll Don t need a man that ll give you money Don t need a man that ll Ah sugar no no no no'
30,Touch Me (All Night Long),Cathy Dennis,1991,b' We re starting it over We re making way for destiny A time to turn over A better life for you and me A new recreation To channel all this energy Let s solve the equation I need to feel you close to me So baby Let your conscience go There s no turning back When love takes hold Hold me baby Drive me crazy Touch me All night long Make me love you Kiss and hug you Touch me All night long Oh oh oh oh The more that I see you The more I know that love belongs With you in my mind boy I wouldn t know what s right from wrong Cause love will take over And leave you out of sight and mind Sight and mind You ve got to go with the feeling And trust fate to be kind And baby Let your conscience go There s no turning back When love takes hold Hold me baby Drive me crazy Touch me All night long Make me love you Kiss and hug you Touch me All night long Hold me baby Drive me crazy Touch me All night long Make me love you Kiss and hug you Touch me All night long Let s do it Oh oh oh oh Let s do it And baby Let your conscience go There s no turning back Once love gets hold Hold me baby Drive me crazy Touch me All night long Make me love you Kiss and hug you Touch me All night long Hold me baby Drive me crazy Touch me All night long Make me love you Kiss and hug you Touch me All night long Hold me baby Drive me crazy Touch me All night long Make me love you Kiss and hug you Touch me All night long'
