Rank,Song,Artist,Year,Lyrics
31,I've Been Thinking About You,Londonbeat,1991,b'I m thinking about you There s nothing left to do I m thinking about you There s nothing left to do Thinking about ya Thinking about ya We must have been stone crazy When we thought we were just friends Cause I miss you baby And I ve got those feelings again I guess I m all confused about you Yes I am baby I feel so in love oh baby What can I do I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya Suddenly we re strangers I watch you walking away She was my one temptation Though I did not want her to stay What good is being here without you I want to know I feel so in love Oh baby I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya Deep down I m still confused about you Oh yes I am baby I feel so in love oh baby what can I do About ya I ve been thinking about ya I ve been thinking about ya I ve been thinking about ya thinking about ya Thinking about ya All I do yea all I do is think about you I m thinking about you There s nothing left to do I m thinking about you There s nothing left to do I m thinking about you There s nothing left to do I m thinking about you There s nothing left to do I m thinking about you There s nothing left to do I m thinking about you There s nothing left to do I m thinking about you There s nothing left to do I m thinking about you There s nothing left to do'
32,Do Anything,Natural Selection,1991,b'Oh yeah Whatcha gonna do for me Whatcha gonna do for my love Just can t Just can t get Just can t get enough Talk to me Hey I really love you Love you so so much Put my lady next to you To always feel your touch Every lttle thing you do Seems to turn me on Even when youre talking nasty to me Over the telephone Honey Ill stay up late for you And wait for your call Buzz me up at 5 AM And I dont mind at all Cuz Ill do anything for your loving Yes will Ill do anything But with a serious step are you qualified Just can t Just can t get Just can t get enough Talk to me First thing in the morning Ill be at your door O tough All day long and All night strong Just can t get enough Honey if you let me start you up We can begin I play your game Everytime Baby won t you let me win Cuz Ill do anything for your loving Do anything for your loving or would you send me off like a third class lover Do anything for your loving til the break of dawn Do anything for your loving baby on Just can t Just can t get Just can t get enough Talk to me You got to know The way I feel Is for real Its everlasting Me what you need And Ill take heed And lead you in the right direction for affection See what Im saying I ain t playin Stop delayin girl And make me yor natural selection Ha ha ha ha Youre crazy I dont know about you But I think I like you Do anything for your lovin Could you find the time to make me yours Take me out and rock the floors GIve me every little bit of your loves what I said Make it smooth to the groove Like sandwich bread Well its you for me And me for you Theres not one thing I wouldn t do Hey Ill do most anything You and me were meant to swing Swing Do do dodo Just can t Just can t get Guess what Just can t get enough I want to be your baby Just can t Just can t get Just can t get enough'
33,Losing My Religion,R.E.M.,1991,b' Oh life is bigger It s bigger than you and you are not me The lengths that I will go to The distance in your eyes Oh no I ve said too much I set it up That s me in the corner That s me in the spotlight Losing my religion Trying to keep up with you And I don t know if I can do it Oh no I ve said too much I haven t said enough I thought that I heard you laughing I thought that I heard you sing I think I thought I saw you try Every whisper of every waking hour I m choosing my confessions Trying to keep an eye on you Like a hurt lost and blinded fool fool Oh no I ve said too much I set it up Consider this consider this The hint of the century Consider this the slip That brought me to my knees failed What if all these fantasies come flailing around Now I ve said too much I thought that I heard you laughing I thought that I heard you sing I think I thought I saw you try But that was just a dream That was just a dream That s me in the corner That s me in the spotlight Losing my religion Trying to keep up with you And I don t know if I can do it Oh no I ve said too much I haven t said enough I thought that I heard you laughing I thought that I heard you sing I think I thought I saw you try But that was just a dream Try cry why try That was just a dream just a dream Just a dream dream'
34,Coming Out of the Dark,Gloria Estefan,1991,b' Why be afraid if I m not alone Life is never easy The rest in unknown Up to now for me It s been hands against stone Each and every moment Searching for what to believe Coming out of the dark I finally see the light now And it s shining on me Coming out of the dark I know the love that saved me Sharing with me Starting again is part of the plan I ll be so much stronger Holding your hand Step by step I ll make it through I know I can May not make it easier But I have felt you near all the way Ever I stand on the rock of your love Ever ever Can t nobody stop me Watch me Ever and ever Stand on the rock of your Love is all it takes No matter what we face Coming out of the dark I finally see the light now And it s shining on me Yes it s shining on me I know the love that saved me You re sharing You re sharing with me You re sharing with me You re sharing with me You re sharing with me Cannot be in the dark Make it into the light yeah Your love is shining on me Shining on me Shining on me See the light I see the light shining Shining on me I didn t think that I could take it But your love helped me to make it Coming out of the dark I see the light now See the light now'
35,It Ain't Over 'til It's Over,Lenny Kravitz,1991,b' Here we are still together We are one So much time wasted Playing games with love So many tears I ve cried So much pain inside But baby It ain t over until it s over So many years we ve tried To keep our love alive But baby it ain t over until it s over How many times Did we give up But we always worked things out And all my doubts and fears Kept me wondering yeah If I d always always be in love So many tears I ve cried So much pain inside But baby It ain t over until it s over So many years we ve tried And kept our love alive But baby it ain t over until it s over So many tears I ve cried So much pain inside But baby It ain t over until it s over So many years we ve tried And kept our love alive But baby it ain t over until it s over So many tears I ve cried So much pain inside But baby It ain t over until it s over So many years we ve tried To keep our love alive Cause baby it ain t over until it s over So many tears we ve cried So much pain inside But baby It ain t over until it s over So many years we ve tried To keep our love alive Cause baby it ain t over until it s over So many tears we ve cried So much pain inside Baby It ain t over until it s over Over'
36,Here We Go,C+C Music Factory,1991,b'You all want this party started right You all want this party started quickly right Play that beat play that beat Play that beat play that beat Play that beat play that beat Play that beat play that beat Go go here we go Go go here we go Go go here we go Ah h h h Freedom Hit me Slam it baby Enter the jam the party is packed and I rap Girls wall to wall there s my man hanging out at the back So I cruise slide up to the dance floor I ve never seen a club so hyped before Get on the mic and get raw Back to back front to front door to door Everybody dance to the new sound rock and roll Soul to soul I break it on down From the bottom to the top from the top to the bottom Hmm I got em People everywhere they jump they swing their hair They shake their derriere oh yeah So loosen your body and let me take control Let s rock and roll Here we go here we go Here we go here we go here we go Here we go here we go Here we go here we go here we go We re gonna rock and roll We re gonna move your soul We re gonna make you groove Everybody move Everybody move yeah Everybody move yeah Ah h h h Freedom Whether you re into club or dance or rap or acid Come on get with it that s it Throw your hands in the air scream go go GO Rock and roll will go with flow and yo It will develop into a new form break the norm Get warm and then swarm come back again Give it up and transform from BB King to Bo Diddly Ed Sullivan remember TV screens d be seen With the Beatles and the Jackson Five The Who The Doors The Rolling Stones And even I ve dribbled a bit to get wit Helpin the crew that is legit Your parents dissed it back in the days The same way they diss rap are you amazed So DJs let s rock and roll Da da da da da yeah Dig that rock and roll Rock plus funk and soul Get on up and dance yeah We re gonna rock and roll We re gonna move your soul We re gonna make you groove Everybody move Everybody move yeah Everybody move yeah Get on up get on up Get on up get on up get on up and dance yeah Play that beat play that beat Play that beat play that beat Go Go Go Go Go Go Go Go Go Go Go Go Ah h h h Freedom On the dance floor that s where we all get raw Like a kid in a candy store So get up get out of your seat and arrive Everybody everybody up and get live The C C Music Factory Is mastery and full of jams that has to be Pumped till your ears get sore Live from Brooklyn out to the California sea shore We came to rock and roll To get on down with something funky with soul Rob and Dave produced it and I juiced it Spruced it mass produced it and you proofed it Party people are you having a good time And singin along with my rhyme This goes out for the young and too the old Let s rock and roll Here we go here we go Here we go here we go here we go Here we go here we go Here we go here we go here we go We re gonna rock and roll We re gonna move your soul We re gonna make you groove Everybody move Everybody move yeah Everybody move yeah We re gonna rock and roll We re gonna move your soul We re gonna make a groove Everybody move Everybody move yeah Everybody move yeah We re gonna rock and roll We re gonna move your soul We re gonna make a groove Everybody move Everybody move yeah Everybody move yeah Get on up and dance yeah Rock and roll to please your soul Rock and roll to please your soul Rock and roll to please your soul Rock and roll to please your soul'
37,Where Does My Heart Beat Now,Celine Dion,1991,b' So much to believe in we were lost in time Everything I needed I feel in your eyes Always thought of keeping Your heart next to mine But now that seems so far away Don t know how love could leave Without a trace Where do silent hearts go Where does my heart beat now Where is the sound That only echoes through the night Where does my heart beat now I can t live without Without feeling it inside Where do all the lonely hearts go Candle in the water drifting helplessly Hiding from the thunder Come and rescue me Driven by hunger Of the endless dream I m searching for the hand that I can hold I m reaching for the arms that let me know Where do silent hearts go Where does my heart beat now Where is the sound That only echoes through the night Where does my heart beat now I can t live without Without feeling it inside Where do all the lonely hearts go Then one touch overcomes the silence Love still survives Two hearts needing one another Give me wings to fly Where does my heart beat now Where is the sound That only echoes through the night Where does my heart beat now I can t live without Without feeling it inside Where do all the lonely hearts go I ve got someone to give my heart to Feel it getting stronger and stronger And stronger And I feel inside Hearts are made to last Until the end of time'
38,Summertime,DJ Jazzy Jeff,1991,b' Drums Please Summer summer summertime Time to sit back and unwind Here it is the groove slightly transformed Just a bit of a break from the norm Just a little somethin to break the monotony Of all that hardcore dance that has gotten to be A little bit out of control it s cool to dance But what about the groove that soothes that moves romance Give me a soft subtle mix And if ain t broke then don t try to fix it And think of the summers of the past Adjust the bass and let the Alpine blast Pop in my CD and let me run a rhyme And put your car on cruise and lay back cause this is summertime Summer summer summertime Time to sit back and unwind School is out and it s a sort of a buzz But back then I didn t really know what it was But now I see what have of this The way that people respond to summer madness The weather is hot and girls are dressin less And checkin out the fellas to tell em who s best Riding around in your Jeep or your Benzos Or in your Nissan sittin on Lorenzos Back in Philly we be out in the park A place called the Plateau is where everybody goes Guys out huntin and girls doin likewise Honkin at the honey in front of you with the light eyes She turn around to see what you beepin at It s like the summer s a natural aphrodisiac And with a pen and pad I compose this rhyme To hip you and to get you equipped for the summertime Summer summer summertime Time to sit back and unwind It s late in the day and I ain t been on the court yet Hustle to the mall to get me a short set Yeah I got on sneaks but I need a new pair Cause basketball courts in the summer got girls there The temperature s about 88 Hop in the water plug just for old times sake Break to ya crib change your clothes once more Cause you re invited to a barbecue that s startin at 4 Sittin with your friends cause y all reminisce About the days growin up and the first person you kiss And as I think back makes me wonder how The smell from a grill could spark up nostalgia All the kids playin out front Little boys messin round with the girls playing double dutch While the DJ s spinnin a tune as the old folks dance at your family reunion Then six o clock rolls around You just finished wipin your car down It s time to cruise so you go to the summertime hangout It looks like a car show Everybody come lookin real fine Fresh from the barber shop or fly from the beauty salon Every moment frontin and maxin Chillin in the car they spent all day waxin Leanin to the side but you can t speed through Two miles an hour so everybody sees you There s an air of love and of happiness And this is the Fresh Prince s new definition of summer madness repeated till it fade out Summer summer summertime Time to sit back and unwind'
39,Wind of Change,Scorpions,1991,b' I follow the Moskva Down to Gorky Park Listening to the wind of change An August summer night Soldiers passing by Listening to the wind of change The world is closing in And did you ever think That we could be so close like brothers The future s in the air I can feel it everywhere Blowing with the wind of change Take me to the magic of the moment On a glory night Where the children of tomorrow dream away In the wind of change Walking down the street And distant memories Are buried in the past forever I follow the Moskva And down to Gorky Park Listening to the wind of change Take me to the magic of the moment On a glory night Where the children of tomorrow share their dreams With you and me Take me to the magic of the moment On a glory night Where the children of tomorrow dream away In the wind of change The wind of change blows straight Into the face of time Like a storm wind that will ring The freedom bell for peace of mind Let your balalaika sing What my guitar wants to sing Take me to the magic of the moment On a glory night Where the children of tomorrow share their dreams With you and me Take me to the magic of the moment On a glory night Where the children of tomorrow dream away In the wind of change'
40,P.A.S.S.I.O.N.,Rythm Syndicate,1991,b'Sitting in my bedroom The rain is pouring down The shade is on the window And loneliness is all around A little voice I m hearing says Don t you stay inside But I can t fight this feeling got L U S T on my mind I head for the arena where lovers try their fate Moving through the darkness I take my place and wait A pretty bird beside me says hello with her eyes She looks so sweet and lovely But is she N A S T Y P A S S I O N Got me in a jam again There s no way that I can win P A S S I O N Her lips are calling to me No way I can resist Addicted to the feeling Intoxicated by her kiss I take her to my castle We set our bodies free And while the music played on She loved me down from A to Z The night is getting longer I start to realize Don t know what I ve got into the girl is C R A Z Y I try to cool the fire like I oughta should But there s no way to turn back The S E X is just too good P A S S I O N Got me in a jam again There s no way that I can win P A S S I O N Don t be tempted to touch the fire I should ve read all the warning signs You might get burned by your own desire I lost my mind I must have been blind I never knew another lover that was evil under cover Then I discovered you girl You re like no other Doing the time for the crime I was blind To the games that you were playing Words that you were saying Going out of my mind You re like a hurricane Drive me insane you re like a heart attack Know it s a fact You got the knack to drop a man to his knees P A S S I O N Got me in a jam again There s no way that I can win P A S S I O N'
41,The Promise of a New Day,Paula Abdul,1991,b' Eagle s calling and he s calling your name Tides are turning bringing winds of change Why do I feel this way The promise of a new day The promise The promise of a new day As through time the earth moves under my feet One step closer to make love complete What has the final say The promise of a new day The promise The promise of a new day The promise The promise of a new day The promise The promise of a new day The promise And so time over time What will change the world No one knows s So the only promise is a day to live to give And share with one another See the wisdom from mistakes in our past Hear the younger generation ask Why do I feel this way The promise of a new day The promise The promise of a new day The promise The promise of a new day The promise The promise of a new day The promise The promise of a new day The promise The promise of a new day The promise The promise of a new day We can make it better baby So time over time What will change the world No one knows So the only promise Is a day to live to give And share with one another Eagle s calling and he s calling your name Tides are turning bringing winds of change Why do I feel this way The promise of a new day The promise The promise of a new day As through time the earth moves under my feet One step closer to make love complete What has the final say The promise of a new day The promise The promise of a new day Don t promise me The promise The promise of a new day The promise The promise of a new day See the wisdom from mistakes in our past Hear the younger generation ask What has the final say The promise of a new day The promise The promise of a new day Eagle s calling and he s calling your name Tides are turning bringing winds of change Why do I feel this way The promise of a new day The promise The promise of a new day The promise The promise of a new day The promise The promise of a new day Why do I feel this way Hey Eagle s calling and he s calling your name Tides are turning bringing winds of change The promise The promise of a new day The promise The promise of a new day As through time The earth moves under my feet The promise The promise of a new day One step closer to make love complete The promise The promise of a new day The promise The promise of a new day'
42,I'm Your Baby Tonight,Whitney Houston,1991,b' From the moment I saw you I went outta my mind Though I never believed in love at first sight But you got a magic boy That I just can t explain Well you got a you got a way That you re making me feel I can do I can do anything for you baby I ll be down for you baby Lay all my cards out tonight Just call on me baby I ll be there in a hurry It s your move so baby Baby decide Whatever you want from me I m giving you everything I m your baby tonight You ve given me ecstasy You are my fantasy I m your baby tonight From the second you touched me I was ready to die I ve never been fatal You re my first time I feel like an angel Who just started to fly Well you got a you got a way that you re making me Feel I can feel I can do anything for you baby I will fly for you baby Hold on and enjoy the ride I m not in no hurry We can fly all night baby It s your move now baby Baby let s fly Whatever you want from me I m giving you everything I m your baby tonight You ve given me ecstasy You are my fantasy I m your baby tonight Whatever you want from me I m giving you everything I m your baby tonight You ve given me ecstasy You are my fantasy I m your baby tonight Whatever I do boy It s all about you baby And ain t it the truth boy I m helplessly in love with you What else can I do boy But be there for you baby You got a you got a way that you re making me Feel I can feel I can do any do anything Whatever you want from me I m giving you everything I m your baby tonight You ve given me ecstasy You are my fantasy I m your baby tonight Whatever you want from me I m giving you everything I m your baby tonight You ve given me ecstasy You are my fantasy I m your baby tonight Looks like I m fatal It s all on the table And baby you hold the cards You got the magic And I ve got to have it I don t want the pieces I want every single part I ll be your angel I m ready and able Whatever you want is fine Whenever you re ready Just call on your lady And I ll be your baby tonight I m your baby tonight I m your baby tonight Whatever you want from me I m giving you everything I m your baby tonight You ve given me ecstasy You are my fantasy I m your baby tonight Whatever you want from me I m giving you everything I m your baby tonight You ve given me ecstasy You are my fantasy I m your baby tonight'
43,Love of a Lifetime,FireHouse,1991,b'I guess the time was right for us to say We d take our time and live our lives Together day by day We ll make a wish and send it on a prayer We know our dreams can all come true With love that we can share With you I never wonder will you be there for me With you I never wonder you re the right one for me I finally found the love of a lifetime A love to last my whole life through I finally found the love of a lifetime Forever in my heart I finally found the love of a lifetime With every kiss our love is like brand new And every star up in the sky Was made for me and you Still we both know that the road is long We know that we will be together Because our love is strong '
44,Fading Like a Flower (Every Time You Leave),Roxette,1991,b'In a time Where the sun descends alone I ran a long long way from home To find a heart that s made of stone I will try I just need a little time To get your face right out of my mind To see the world through different eyes Every time I see you oh I try to hide away But when we meet it seems I can t let go Every time you leave the room I feel I m fading like a flower Tell me why When I scream there s no reply When I reach out there s nothing to find When I sleep I break down and cry yeah Every time I see you oh I try to hide away But when we meet it seems I can t let go Every time you leave the room I feel I m fading like a flower Fading like a rose Fading like a rose Beaten by the storm Talking to myself getting washed by the rain It s such a cold cold town Ooh such a cold town Every time I see you oh I try to hide away But when we meet it seems I can t let go Every time you leave the room I feel I m fading like a flower Every time I see you oh I try to hide away But when we meet it seems I can t let go Every time you leave the room I feel I m fading like a Every time I see you oh I try to hide away But when we meet it seems I can t let go Every time you leave the room I feel I m fading like a flower Oooh Ooohooh I feel I m fading like a flower Oooh I m fading like a rose Every time I see you '
45,This House,Tracie Spencer,1991,b' Where do we go from here What must we do to make that change It s time to understand Understand one another In a world so cold A place of disbelief Where will the people go Without enough to eat Let s not give up hope We have to find a way Search within our soul To make a better day This house is our house Let s do it for the people It s all in the hands of love This house is their house Let s give it back to the people The people of the world today I see hurt in their eyes I hear the sounds of voices cry It s time to open our eyes Time to help one another You me We can make the difference And you know No one No one likes to be alone yeah We got to face it heart to heart We have to make a brand new start We got to change the tears to smiles We have to go the extra mile It s time we face reality To give them hope and set them free I think it s time we say goodbye To all the homeless people s cry We got to face it heart to heart We have to make a brand new start We got to change the tears to smiles We have to go the exta mile It s time we face reality Give them hope and set them free I think it s time we say goodbye To all the homeless people s cry We ve got to take the time To search the mind to find This house our house Let s do it Let s do it for the people This house Let s give back to the people The people of the world today Do it for the people This house Give back to the people yeah It s all in the hands of love'
46,Hole Hearted,Extreme,1991,b' Oh yeah wooh Hey hey hey hey hey yeah Life s ambition occupy my time Priorities confuse the mind Happiness one step behind This inner peace I ve yet to find Rivers flow into the sea Yet even the sea is not so full of me If I m not blind why can t I see That a circle can t fit where a square should be There s a hole in my heart That can only be filled by you And this hole in my heart Can t be filled with the things I do Hole hearted Hole hearted This heart of stone is where I hide These feet of clay keep warm inside Day by day less satisfied Not fade away before I die There s a hole in my heart That can only be filled by you And this hole in my heart Can t be filled with the things I do There s a hole in my heart That can only be filled by you Should have known from the start I d fall short with the things I do Hole hearted hole hearted Hole hearted hole hearted Hole hearted hole hearted Yeah'
47,Power of Love/Love Power,Luther Vandross,1991,b' When I say goodbye it is never for long Cause I know our love still lives on It will be again exactly like it was Cause I believe in the power of love When you re close I can feel the power When it s love I can always tell Love for me is the best thing now It s something that I know so well Hold me closer and every minute Of every hour feel the power of love yeah Hold me tighter and take me higher And feel the fire of the power of love Did you know that your feelings show You thought your love was locked up inside But when your senses start to overload Love is something you should never hide You ve got to believe in love It s a feeling that s next to none Can t stop until we are one With the power of love Tell everyone to try I promise you ll reach the sky One thing that we can t deny Is the power of love So close your eyes and you can feel it Coming straight from above it s the power of love You can t deny it so don t even try it Let the feeling sweep you off your feet You ve got to believe in love It s a feeling that s next to none Can t stop until we are one With the power of love Tell everyone you see How much better the world could be For them and for you for me With the power of love Ooh ooh ooh My my my my my my You ve got to feel the power Yeah yeah So listen up and you will hear it A symphony from above it s the power of love So glad we ve found it now there s no way around it Just let the feeling sweep you off your feet You ve got to believe in love It s a feeling that s next to none Can t stop until we are one With the power of love Tell everyone to try I promise you ll reach the sky One thing that you can t deny Is the power of love When we walk down the street We don t care who we see or who we meet Don t need to run don t need to hide Cause we ve got something burning inside yeah We ve got love love power It s the greatest power of them all doo ooh ooh We ve got love love power And together we can t fall sing it with me We ve got love power It s the greatest power of them all Oh we ve got love and all of the power And together we can t fall and all the good Ooh we ve got love yes we do Love love love We ll never fall if we ve got If we ve got love Tell the world we got love tell the people about it And it s all because we ve got We ve got love power Oh it s the greatest power of them all and if you believe me We ve got more love more of the power And together we can t fall I know can t fall We can t fall when there s a love power Cause it s the greatest power of them all'
48,Impulsive,Wilson Phillips,1991,b' The secret of love I thought I understood The way it s supposed to be I never imagined you could Blow my theory apart But now you re running away with my heart I don t wanna think about it Don t wanna think clear Don t analyze What I m doing here Wanna be impulsive Reckless And lose myself In your kiss Arrows through hearts Drawn on a misty window You re taking me home in the rain My heart it s beating don t say no My head keeps saying Take it slow I don t wanna think about it Don t wanna think clear Don t analyze What I m doing here Wanna be impulsive Reckless And lose myself In your kiss You re giving me a feeling It s a sudden rush Acting on the moment Spontaneous Ooh this is not like me To follow my heart so easily I am reckless impulsive I never imagined you could blow my theory apart But now you re running away with my heart my heart I don t wanna think about it Don t wanna think clear Don t analyze What I m doing here Wanna be impulsive Reckless And lose myself In your kiss You re giving me a feeling It s a sudden rush Acting on the moment Spontaneous Wanna be impulsive Reckless And lose myself In your kiss Impulsive I wanna be impulsive I m gonna be impulsive Reckless And lose myself lose myself'
49,Love Is a Wonderful Thing,Michael Bolton,1991,b'Birds fly they don t think twice They simply spread their wings The sun shines it don t ask why Or what the whole thing means The same applies to you and I We never question that So good it s just understood Ain t no conjecture Just a matter of fact Love is a wonderful thing Make ya smile through the pouring rain Love is a wonderful thing I ll say it again and again Turn your world into one sweet dream Take your heart and make it sing Love love is a wonderful thing The only thing a river knows Is runnin to the sea And every spring when a flower grows It happens naturally The same magic when you re in my arms No logic can define Don t know why just feels so right I only know it happens every time Love is a wonderful thing Make ya smile through the pouring rain Love is a wonderful thing I ll say it again and again Turn your world into one sweet dream Take your heart and make it sing Love love is a wonderful thing Oh when the cold wind blows I know you re gonna be there to warm me That s what keeps me goin And our sweet love will keep on growin Love is a wonderful thing Make ya smile through the pouring rain Love is a wonderful thing I ll say it again and again Turn your world into one sweet dream Take your heart and make it sing Love love is a wonderful thing Love is a wonderful wonderful thing Love is a wonderful wonderful thing It s what makes honey taste sweet It s what makes your life complete'
50,Rhythm of My Heart,Rod Stewart,1991,b'Across the street the river runs Down in the gutter life is slipping away Let me still exist in another place Running under cover Of a helicopter blade Flames are getting higher In effigy Burning down the bridges of my memory Love may still alive Somewhere some way Where they re downing only deer A hundred steel towns away Oh the rhythm of my heart Is beating like a drum With the words I love you Rolling off my tongue No never will I roam For I know my place is home Where the ocean meets the sky I ll be sailing Photographs and kerosene Light up my darkness Light it up Light it up I can still feel the touch Of your thin blue jeans Running down the alley I ve got my eyes all over you baby Oh baby Oh the rhythm of my heart Is beating like a drum With the words I love you Rolling off my tongue No never will I roam For I know my place is home Where the ocean meets the sky I ll be sailing Oh yeah Oh I ve got lightning in my veins Shifting like the handle Of a slot machine Love may still exist In another place I m just yanking back the handle No expression on my face Oh the rhythm of my heart Is beating like a drum With the words I love you Rolling off my tongue No never will I roam For I know my place is home Where the ocean meets the sky I ll be sailing Oh the rhythm of my heart Is beating like a drum With the words I love you Rolling off my tongue No never will I roam For I know my place is home Where the ocean meets the sky I ll be sailing The rhythm of my heart Is beating like a drum With the words I love you rolling off my tongue No never will I roam For I know my place is home Where the ocean meets the sky I ll be sailing'
51,Things That Make You Go Hmmm...,C+C Music Factory,1991,b'Things that make you go hmm I was at the crib sittin by the fireplace Drinkin cocoa on the bear skin rug The door bell rang who could it be Thought to myself then started to shrug Got to the door ding dong Who is it My girl s best friend had paid me a visit Sly as can be tight dress and all She knew that I was faithful I really didn t have the gall I tried to chill she made the move Now I know my girlfriend wouldn t approve I didn t realize my girl was settin me up Yo my girlfriend didn t trust me no Yeah but she lost control I wouldn t take the bait I said Chill baby baby chill baby baby wait My girl bust in caught us creatin a boom She said Girlfriend Things that make you go hmm Things that make you go hmm Things that make you go hmm hey Things that make you go hmm hmm hmm It s the things that make you go oh oh oh Here s how it started just an example Of how another brother can trample Ruin your life sleep with your wife Watch your behind there was a friend of mine Named Jay would come over late at night and say Hey I ll watch the fight I thought it was alright Cause me and Jay we were really really tight So damned close we had the same blood type Months went by and my wife got big We were havin a child and I got another gig So I let Jay move into the crib and chill He had his own room and helped pay the bills The time had come baby doll to conceive It looked like Jay and I couldn t believe Before my eyes in the delivery room The things that make you go hmm Things that make you go hmm The things that make you go hmm hmm hmm hmm The things that make you go hmm Things that make you go hmm It s the things that make you go hmm hmm hmm Robbie Rob break it down Give it to me give it to me give it to me give it to me Give it to me give it to me give it to me give it to me Give it to me give it to me give it to me give it to me Give it to me give it to me give it to me give it to me Give it to me give it to me give it to me give it to me Give it to me give it to me give it to me give it to me Give it to me give it to me give it to me give it to me Give it to me give it to me Seventeen and I was havin a ball Eleventh grade and yo I knew it all I fell in love for the very first time With this girl she really blew my mind Innocence and whole lotta class Style that could give you whiplash She said Hello and my heartbeat stopped She was the world and I was on top Time went by she filled my universe We made love she said I was the first My boy kept tellin me yo I don t know I think your girl s been playin tic tac toe I ll ask my girl I know she only loves me Wasn t I the one who took your virginity The look on her face read sorrow and gloom She said Yeah why do you guys always ask that Things that make you go hmm Things that make you go hmm It s the things that make you go hmm hmm hmm The things that make you go hmm Things that make you go hmm It s the things that make you go hmm hmm hmm Hey ladies have you ever had a man Go away for business come back with a tan Comes home late at night from work You cooked him dinner now you feel like a jerk Sayin he didn t have time to eat And he s not even hungry he wants to go to sleep To the bedroom he said his head hurts You re only makin love in radical spurts Mysterious calls and the phone goes click You say to yourself I m gonna hit him with a brick Ain t no way he could be cheatin on me I wonder who bought him those B V D s Dressed to a T to hang with the fellas Out with the guys and I m gettin jealous Comin home late smellin like perfume fume Things that make you go hmm Things that make you go hmm It s the things that make you go oh oh yeah The things that make you go hmm Things that make you go hmm It s the things that make you go hmm hmm hmm Things that make you go hmm Hmm It s the things that make you go hmm hmm hmm Things that make you go hmm Hmm It s the things that make you go hmm hmm hmm Things that make you go hmm It s the things that make you go hmm hmm hmm '
52,I Touch Myself,Divinyls,1991,b' I love myself I want you to love me When I m feelin down I want you above me I search myself I want you to find me I forget myself I want you to remind me I don t want anybody else When I think about you I touch myself ooh I don t want anybody else Oh no oh no oh no You re the one who makes me come running You re the sun who makes me shine When you re around I m always laughing I want to make you mine I close my eyes And see you before me Think I would die If you were to ignore me A fool could see Just how much I adore you I get down on my knees I d do anything for you I don t want anybody else When I think about you I touch myself oh oh I don t want anybody else Oh no oh no oh no yeah I love myself I want you to love me When I m feelin down I want you above me I search myself I want you to find me I forget myself I want you to remind me I don t want anybody else When I think about you I touch myself oh oh I don t want anybody else Oh no oh no oh no I want you I don t want anybody else And when I think about you I touch myself Ooh oooh oooooh aaaaaah I don t want anybody else When I think about you I touch myself oh oh I don t want anybody else When I think about you I touch myself I touch myself I touch myself I touch myself I touch myself I touch myself I touch myself I touch myself I honestly do I touch myself I touch myself I touch myself I honestly do I touch myself I touch myself I touch myself'
53,Tom's Diner,DNA,1991,b'Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo I am sitting in the morning At the diner on the corner I am waiting at the counter For the man to pour the coffee And he fills it only halfway And before I even argue He is looking out the window At somebody coming in Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo It is always nice to see you Says the man behind the counter To the woman who has come in She is shaking her umbrella And I look the other way As they are kissing their hellos And I m pretending not to see them And instead I pour the milk Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo I open up the paper There s a story of an actor Who had died while he was drinking It was no one I had heard of And I m turning to the horoscope And looking for the funnies When I m feeling someone watching me And so I raise my head Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo There s a woman on the outside Looking inside does she see me No she does not really see me Cause she sees her own reflection And I m trying not to notice That she s hitching up her skirt And while she s straightening her stockings Her hair has gotten wet Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Oh this rain it will continue Through the morning as I m listening To the bells of the cathedral I am thinking of your voice Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo'
