Rank,Song,Artist,Year,Lyrics
21,Baby I Love Your Way,Big Mountain,1994,b'Ooo baby I love your way everyday Ooo baby I love your way everyday Shadows grow so long before my eyes And they re moving across the page Suddenly the day turns into night Far away from the city Well don t hesitate Cause your love just won t wait Ooo baby I love your way everyday Wanna tell you I love your way everyday Wanna be with you night and day The moon appears to shine and light the skies With the help of some fireflies I wonder how they have the power to shine I can see them under the pine But don t hesitate Cause your love won t wait Ooo baby I love your way everyday Wanna tell you I love your way everyday Wanna be with you night and day I can see the sunset in your eyes Brown and grey blue besides Clouds are stalking islands in the sun I wish I could buy one out of season But don t hesitate Cause your love won t wait just won t wait Ooo baby I love your way everyday Wanna tell you I love your way everyday Wanna be with you night and day Ooo baby I love your way Wanna tell you I love your way Wanna be with you night and day Ooo baby I love your way Wanna tell you I love your way'
22,Regulate,Warren G,1994,b' Regulators We regulate any stealin of his property We re damn good too But you can t be any geek off the street You gotta be handy with the steel if you know what I mean Earn your keep Regulators mount up It was a clear black night a clear white moon Warren G was on the streets tryin to consume Some skirts for the eve so I can get some phones Rollin in my ride chillin all alone Just hit the east side of the LBC On a mission tryin to find Mr Warren G Seen a car full of girls ain t no need to tweak All you skirts know what s up with 213 So I hooks a left on 21 and Lewis Some brothers shootin dice so I said Let s do this I jumped out the ride and said What s up Some brothers pulled some gats so I said I m stuck Since these girls peepin me I ma glide and swerve These hookers lookin so hard they straight hit the curb Onto bigger better things than some horny tricks I see my homie and some suckas all in his mix I m gettin jacked I m breakin myself I can t believe they takin Warren s wealth They took my rings they took my Rolex I looked at the brother said Damn what s next They got my homie hemmed up and they all around Can t none of them see him if they goin straight pound for pound They wanna come up real quick before they start to clown I best pull out my strap and lay them bustas down They got guns to my head I think I m goin down I can t believe it s happenin in my own town If I had wings I would fly let me contemplate I glanced in the cut and I see my homie Nate Sixteen in the clip and one in the hole Nate Dogg is about to make some bodies turn cold Now they droppin and yellin it s a tad bit late Nate Dogg and Warren G had to regulate I laid all them bustas down I let my gat explode Now I m switchin my mind back into freak mode If you want skirts sit back and observe I just left a gang of hoes over there on the curb Now Nate got the freaks and that s a known fact Before I got jacked I was on the same track Back up back up cause it s on N A T E and me the Warren to the G Just like I thought they were in the same spot In need of some desperate help But Nate Dogg and the G child Were in need of somethin else One of them dames was sexy as hell I said Ooh I like your size She said My car s broke down and you seem real nice Would you let me ride I got a car full of girls and it s goin real swell The next stop is the Eastside Motel I m tweaking into a whole new era G funk step to this I dare ya Funk on a whole new level The rhythm is the bass and the bass is the treble Chords strings we brings melody G funk where rhythm is life and life is rhythm If you know like I know You don t wanna step to this It s the G funk era funked out with a gangsta twist If you smoke like I smoke Then you re high like everyday And if yo ass is a busta 213 will regulate'
23,If You Go,Jon Secada,1994,b'Taking a day at a time Dealing with feelings I don t wanna hide Learning to love as I go baby Without taking you along for a ride Tried to find myself Tried to find the truth Get out from this shell Girl I m almost there To show you how much I really care If you go say goodbye There ll be something missing in my life Cause you know That all I really want is you Sorry if you felt misled But I know what I feel I know what I said baby God I hope you believe believe in all that we can be The future in us together in love You re the reason I m strong Don t you think I don t know This is where I belong Give me the time To say that you re mine to say that you re mine If you go say goodbye There ll be something missing in my life Cause you know That all I really want is you If you go say goodbye There ll be something missing in my life Cause you know That all I really want is you Tried to find myself Tried to find the truth Get out from this shell Girl I m almost there So let me show you so let me show you If you go say goodbye There ll be something missing in my life Cause you know That all I really want is you If you say goodbye There ll be something missing in my life Cause you know That all I really want is you All I really want All I really want is you All I really want is you If you go say goodbye There ll be something missing in my life Cause you know That all I really want is you '
24,Back & Forth,Aaliyah,1994,b' Move it s the L I Y A H Let me see you come forth Now let me see you go back Move it s the L I Y A H Let me see you come forth Uh now let me see you go back Move it s the L I Y A H Let me see you come forth Uh let me see you go back Move it s the L I Y A H It s Friday and I m ready to swing Pick up my girls and hit the party scene Tonight oh it s alright So get up and let this funky mellow groove Get you in the mood Cause you know it s alright So Mr DJ keep the music grooving Don t stop moving Let me see you let me see you go Back back forth and forth Go back Let me see you go Back back forth and forth Alright I wanna see you go Back back forth and forth Come on Let me see you go Back back forth and forth See you go back and forth Now s the time for you to make your move To the dance floor So throw your hands in the air And wave them around like you just don t care yeah Move it s the L I Y A H Ripping up the stage I got jazz personality G mentality beats from Soul Train So if the DJ keep on moving Don t stop moving Now let me hear you go Back and forth Back back forth and forth Go back Let me see you go Back back forth and forth Alright I wanna see you go Back back forth and forth Come on Let me see you go Back back forth and forth See you go back and forth Hey here s the formality get upon the floor you see Show your personality be who you wanna be now tell me See can you feel the groove Hey I want to keep this party going on all night So Mr DJ keep the music grooving Don t stop moving Let me see you let me see you go Back back forth and forth Go back Let me see you go Back back forth and forth Alright I wanna see you go Back back forth and forth Come on Let me see you go Back back forth and forth See you go back and forth '
25,Now and Forever,Richard Marx,1994,b'Whenever I m weary From the battles that rage in my head You make sense of madness When my sanity hangs by a thread I lose my way but still you seem to understand Now and forever I will be your man Sometimes I just hold you Too caught up in me to see I m holding a fortune That heaven has given to me I ll try to show you each and every way I can Now and forever I will be your man Now I can rest my worries and always be sure That I won t be alone anymore If I d only known you were there all the time All this time Until the day the ocean doesn t touch the sand Now and forever I will be your man Now and forever I will be your man'
26,When Can I See You,Babyface,1994,b' When can my heart beat again When does the pain ever end When do the tears stop from running over When does you ll get over it begin I hear what you re sayin But I swear that it s not making sense So when can I see you When can I see you again And when can my heart beat again When can I see you again And when can I breathe once again And when can I see you When does my someday begin When I ll find someone again And what if I still am not truly over What am I supposed to do then baby baby Please hear what I m sayin Even if if it s not making sense So when can I see you When can I see you again And when can my heart beat again When can I see you again baby And when can I breathe once again And when can I see you again Yeah baby Please hear what I m sayin Even if if it s not making sense baby So when can I see you again When can I see you again When can my heart beat again Baby yeah When can I see you again baby And when can I breathe once again And when can I see you again Again I wanna see you again Again '
27,Please Forgive Me,Bryan Adams,1994,b' Still feels like our first night together Feels like the first kiss and it s gettin better baby No one can better this Still holdin on you re still the one First time our eyes met the same feeling I get Only feels much stronger I wanna love you longer You still turn the fire on So if you re feelin lonely don t You re the only one I ever want I only wanna make it good So if I love you a little more than I should Please forgive me I know not what I do Please forgive me I can t stop loving you Don t deny me this pain I m going through Please forgive me if I need ya like I do Please believe me every word I say is true Please forgive me I can t stop loving you Still feels like our best times are together Feels like the first touch We re still gettin closer baby Can t get close enough I m still holdin on you re still number one I remember the smell of your skin I remember everything I remember all your moves I remember you yeah I remember the night you know I still do So if you re feelin lonely don t You re the only one I ever want I only wanna make it good So if I love you a little more than I should Please forgive me I know not what I do Please forgive me I can t stop loving you Don t deny me this pain I m going through Please forgive me if I need ya like I do Oh believe me every word I say is true Please forgive me I can t stop loving you One thing I m sure of is the way we make love The one thing I depend on Is for us to stay strong With every word and every breath I m prayin That s why I m sayin Please forgive me I know not what I do Please forgive me I can t stop loving you Don t deny me this pain I m going through Please forgive me if I need you like I do Babe believe me every word I say is true Please forgive me If I can t stop loving you Never leave me I don t know what I do Please forgive me I can t stop loving you Can t stop loving you'
28,So Much in Love,All-4-One,1994,b' As we stroll along together Holding hands walking all along So in love are we two That we don t know what to do So in love In a world of our own And as we walk by the sea together Under stars twinkling high above So in love are we two No one else but me and you So in love So much in love So in love So much in love We stroll along together I tell you I need you oh so much I love I love you my darling Can you tell it in my touch As we walk down the aisle together We will vow to be together til we die So in love are we two Just can t wait to say I do So in love In a world of our own So in love Are you and I Baby I hope you realize that you mean so much to me You re everything I ever wanted in a woman To touch you to feel your body close to me I just want to hold you in my arms forever I love you baby Can you tell it in my touch As we walk down the aisle together We will vow to be together til we die So in love are we two Just can t wait to say I do So in love Are you and I So in love Are you and I So in love So in love So in love So in love'
29,Shoop,Salt-n-Pepa,1994,b' How you doing baby No not you you the bow legged one yeah What s your name Damn baby that sounds sexy Here I go here I go here I go again Girls what s my weakness men Ok then chilling chilling minding my business Yo Salt I looked around and I couldn t believe this I swear I stared my niece my witness The brother had it going on with something kinda uh Wicked wicked had to kick it I m not shy so I asked for the digits A ho no that don t make me See what I want slip slide to it swiftly Felt it in my hips so I dipped back to my bag of tricks Then I flipped for a tip make me wanna do tricks for him Lick him like a lollipop should be licked Came to my senses and I chilled for a bit Don t know how you do the voodoo that you do So well it s a spell hell makes me wanna shoop shoop shoop Shoop shoop ba doop Shoop ba doop Shoop ba doop ba doop ba doop Shoop ba doop Shoop ba doop Shoop ba doop ba doop ba doop You re packed and you re stacked specially in the back Brother wanna thank your mother for a butt like that Can I get some fries with that shake shake booty If looks could kill you would be an Uzi Or a shotgun bang What s up with that thang I wanna know How does it hang Straight up wait up hold up Mr Lover Like Prince said you re a sexy motha Well a I like em real wild b boy style by the mile Smooth black skin with a smile Bright as the sun I wanna have some fun Come and give me some of that yum yum Chocolate chip honey dip can I get a scoop Baby take a ride in my coupe you make me wanna Shoop shoop ba doop Shoop ba doop Shoop ba doop ba doop ba doop Shoop ba doop Shoop ba doop Shoop ba doop ba doop ba doop Well let me bring you back to the subject Pep s on the set Make you get hot make you work up a sweat When you skip to my lou my darling Not falling in love but I m falling for your When I get ya betcha bottom dollar you were best under pressure Getcha getcha lips wet cause it s time to have Pep On your mark get set go let me go let me shoop To the next man in the three piece suit I spend all my dough ray me cutie Shoop shoop a doobie like Scoobie Doobie Doo I love you in your big jeans you give me nice dreams You make me wanna scream ooo oooo oooo I like what you do when you do what you do You make me wanna shoop Shoop shoop ba doop Shoop ba doop Shoop ba doop ba doop ba doop Shoop ba doop Shoop ba doop Shoop ba doop ba doop ba doop Oh my goodness girl look at him He is the cutest brother in here And he s comin this way oooh S and the P wanna get with me cool But I m wicked G hit skins but never quickly I hit the skins for the hell of it just for the yell I get Mmm mmm mmm for the smell of it They want my bod here s the hot rod Twelve inches to a yard and have you sounding like a retard Big Twan Love Her six two wanna hit you What you wanna do Shoop shoop ba doop Shoop ba doop Shoop ba doop ba doop ba doop Shoop ba doop Shoop ba doop Shoop ba doop ba doop ba doop Oh you make me wanna shoop Hey yeah I wanna shoop baby'
30,Any Time Any Place,Janet Jackson,1994,b' In the thundering rain You stare into my eyes I can feel your hand Moving up my thighs Skirt around my waist Wall against my face I can feel your lips ooh I don t wanna stop just because People walking by are watching us I don t give a damn what they think I want you now I don t wanna stop just because You feel so good inside of my love I m not gonna stop no no no I want you All I wanna say is Any time And any place I don t care who s around mmm Any time And any place I don t care who s around no no no no no Dancing on the floor Feeling the slow groove My mind is starting to burn With forbidden thoughts Strangers all around With the lights down low I was thinking maybe we could Well you know I don t wanna stop just because People standing around are watching us I don t give a damn what they think I want you now I don t wanna stop just because You feel so good inside of my love I m not gonna stop no no no I want you All I wanna say is Any time And any place I don t care who s around Any time baby And any place I don t care who s around Any time And any place I don t care who s around Baby baby I don t care who s around Any time baby Any place sugar They pass they can stare I don t care who s around'
31,Shine,Collective Soul,1994,b' Give me a word give me a sign Show me where to look tell me what will I find What will I find Lay me on the ground fly me in the sky Show me where to look tell me what will I find What will I find Oh Heaven let your light shine down Oh Heaven let your light shine down Oh Heaven let your light shine down Oh Heaven let your light shine down Love is in the water love is in the air Show me where to look tell me will love be there Will love be there Teach me how to speak teach me how to share Teach me where to go tell me will love be there Will love be there Oh Heaven let your light shine down Oh Heaven let your light shine down Oh Heaven let your light shine down Oh Heaven let your light shine down Give me a word give me a sign Show me where to look tell me what will I find What will I find Lay me on the ground fly me in the sky Show me where to look tell me what will I find What will I find Oh Heaven let your light shine down Oh Heaven let your light shine down Oh Heaven let your light shine down Oh Heaven let your light shine down I m gonna let it shine I m gonna let it shine Heaven send a light let it shine on me Hey yeah hey yeah Heaven send a light let it shine on me Shine on me Well come on and shine'
32,Said I Loved You...But I Lied,Michael Bolton,1994,b' You are the candle love s the flame A fire that burns through wind and rain Shine your light on this heart of mine Till the end of time You came to me like the dawn through the night Just shinin like the sun Out of my dreams and into my life You are the one you are the one Said I loved you but I lied Cause this is more than love I feel inside Said I loved you but I was wrong Cause love could never ever feel so strong Said I loved you but I lied With all my soul I ve tried in vain How can mere words my heart explain This taste of heaven so deep so true I ve found in you So many reasons in so many ways My life has just begun Need you forever I need you to stay You are the one you are the one Said I loved you but I lied Cause this is more than love I feel inside Said I loved you but I was wrong Cause love could never ever feel so strong Said I loved you but I lied You came to me like the dawn through the night Just shinin like the sun Out of my dreams and into my life You are the one you are the one Said I loved you but I lied Cause this is more than love I feel inside Said I loved you but I was wrong Cause love could never ever feel so strong Said I loved you but I lied Said I loved you But this is more than love I feel inside Said I loved you But I lied'
33,Return to Innocence,Enigma,1994,b' Love Devotion Feeling Emotion Don t be afraid to be weak Don t be too proud to be strong Just look into your heart my friend That will be the return to yourself The return to innocence The return to innocence If you want then start to laugh If you must then start to cry Be yourself don t hide Just believe in destiny Don t care what people say Just follow your own way Don t give up and use the chance To return to innocence That s not the beginning of the end That s the return to yourself The return to innocence That s the return to innocence'
34,All I Wanna Do,Sheryl Crow,1994,b' Hit it This ain t no disco It ain t no country club either This is LA All I wanna do is have a little fun before I die Says the man next to me out of nowhere It s apropos of nothing He says his name s William but I m sure He s Bill or Billy or Mac or Buddy And he s plain ugly to me And I wonder if he s ever had a day of fun in his whole life We are drinking beer at noon on Tuesday In a bar that faces a giant car wash The good people of the world are washing their cars On their lunch break hosing and scrubbing As best they can in skirts in suits They drive their shiny Datsuns and Buicks Back to the phone company the record store too Well they re nothing like Billy and me cause All I wanna do is have some fun I got a feeling I m not the only one All I wanna do is have some fun I got a feeling I m not the only one All I wanna do is have some fun Until the sun comes up over Santa Monica Boulevard I like a good beer buzz early in the morning And Billy likes to peel the labels from his bottles of Bud He shreds them on the bar Then he lights every match in an oversized pack Letting each one burn down to his thick fingers Before blowing and cursing them out And he s watching the bottles of Bud As they spin on the floor And a happy couple enters the bar Dangerously close to one another The bartender looks up from his want ads but All I wanna do is have some fun I got a feeling I m not the only one All I wanna do is have some fun I got a feeling I m not the only one All I wanna do is have some fun Until the sun comes up over Santa Monica Boulevard Otherwise the bar is ours The day and the night and the car wash too The matches and the Buds and the clean and dirty Cars The sun and the moon but All I wanna do is have some fun I got a feeling I m not the only one All I wanna do is have some fun I got a feeling I m not the only one All I wanna do is have some fun I got a feeling the party s just begun All I wanna do is have some fun I won t tell you that you re the only one All I wanna do is have some fun Until the sun comes up over Santa Monica Boulevard Until the sun comes up over Santa Monica Boulevard'
35,Mmm Mmm Mmm Mmm,Crash Test Dummies,1994,b' Once there was this kid who Got into an accident and couldn t come to school But when he finally came back His hair had turned from black into bright white He said that it was from when The cars had smashed so hard Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Once there was this girl who Wouldn t go and change with the girls in the change room But when they finally made her They saw birthmarks all over her body She couldn t quite explain it They d always just been there Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm But both girl and boy were glad Cause one kid had it worse than that Cause then there was this boy whose Parents made him come directly home right after school And when they went to their church They shook and lurched all over the church floor He couldn t quite explain it They d always just gone there Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm Mmm'
36,Can We Talk,Tevin Campbell,1994,b' Last night I I saw you standing And I started started pretending That I knew you and you knew me too And just like a roni you were too shy But you weren t the only cause so was I And I dreamed of you ever since Now I built up my confidence Girl next next time you come my way I ll know just what to say Can we talk for a minute Girl I want to know your name Can we talk for a minute Girl I want to know your name I started to write you letters But I wanted to be more clever I wanted to get down and sweet talk you Hey baby But just like a baby I could not talk And I tried to come closer but could not walk And I think of it every night Ohh I just could not get it right OH If we ever come close again I ll know what I ll say then Can we talk for a minute Girl I want to know your name Can we talk for a minute Girl I want to know your name Oh girl One more chance with you again And I will not let it go Oh please Give me just one more chance for love love love love Can we talk for a minute Girl I want to know your name Can we talk for a minute Girl I want to know your name Can we talk I wanna talk to my baby Come on and talk to me baby Girl I want to know your name Can we talk for a minute Girl I want to know your name Can we talk Come on and talk to me baby See I wanna know You re gonna tell me your name baby Can we talk for a minute I wanna know I wanna know I want to know your name Can we talk for a minute '
37,Funkdafied,Da Brat,1994,b' So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied Open up open up And let the funk flow in From this nigga name J and his new found friend I m hitting switches like Eric on the solo creep For yo jeep it s the B R A T Putting the dip in your hip from right to left It s the ghetto ass bitch and I m So So Def Nigga that s my click nigga that s who I rolls with And we kicks nothing but the fat shit Them calls me the funkdafied funkalistic vocalistic With the real shit we got the shit you can t funk with Because we so funkdafied We make you move from side to side Well it s da G H da E T T O nigga Brat and J D coming like that big baby So lay back and listen as I catch up on my pimping And freak this duet just like Ashford and Simpson So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied Putting it down ain t no thang to me And ain t too many hoes that can hang with me It s like that and as a matter of fact When it comes the Brat tat tat tat I got the shit to make your neck snap back Meaning I got the shit that a get cha bent Tear the roof off this mutha like Parliament I m on a roll In Control like Janet dammit Brat you re the funk bandit and they can t handle it I know that s why I keep hitting em with this grammer Letting niggas know that I m the real mama jama Straight to the head like a chronic sack I pass the mic to the Brat And yo I passed it back Well a sistas and fellas It s time to get your groove on I provide the funkdafied sounds that make yo move homes Breaking these fools off proper like It s S O S O D E F dynamite Humunah humunah comin up at cha like Ralph K And since this ain t no Honeymoon I m here to stay And the way we coming at cha Baby we can t miss There s a new Tag Team in town Nigga Whoomp there it is So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied So So So Funkdafied'
38,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1994,b' And I would do anything for love I d run right into hell and back I would do anything for love I ll never lie to you and that s a fact But I ll never forget the way you feel right now Oh no No way And I would do anything for love But I won t do that No I won t do that Anything for love Oh I would do anything for love I would do anything for love But I won t do that No I won t do that And some days it don t come easy And some days it don t come hard Some days it don t come at all And these are the days that never end And some nights you re breathing fire And some nights you re carved in ice Some nights you re like nothing I ve ever Seen before or will again And maybe I m crazy Oh it s crazy and it s true I know you can save me No one else can save me now but you As long as the planets are turning As long as the stars are burning As long as your dreams are coming true You better believe it That I would do anything for love And I ll be there till the final act And I would do anything for love And I ll take the vow and seal a pact But I ll never forgive myself if we don t go all the way Tonight And I would do anything for love Oh I would do anything for love Oh I would do anything for love But I won t do that No I won t do that I would do anything for love Anything you ve been dreaming of But I just won t do that I would do anything for love Anything you ve been dreaming of But I just won t do that I would do anything for love Anything you ve been dreaming of But I just won t do that And some days I pray for Silence And some days I pray for Soul Some days I just pray to the God Of Sex and Drums and Rock N Roll And some nights I lose the feeling And some nights I lose control Some nights I just lose it all When I watch you dance and the thunder rolls And maybe I m lonely That s all I m qualified to be There s just one and only One and only promise I can keep As long as the wheels are turning As long as the fires are burning As long as your prayers are coming true You better believe it That I would do anything for love And you know it s true and thats a fact I would do anything for love And there ll never be no turning back But I ll never do it better than I do it with you So long So long And I would do anything for love Oh I would do anything for love I would do anything for love But I won t do that No No No I won t do that I would do anything for love Anything you ve been dreaming of But I just won t do that I would do anything for love Anything you ve been dreaming of But I just won t do that I would do anything for love Anything you ve been dreaming of But I just won t do that I would do anything for love Anything you ve been dreaming of But I just won t do that I would do anything for love Anything you ve been dreaming of But I just won t do that I would do anything for love Anything you ve been dreaming of But I just won t do that I would do anything for love Anything you ve been dreaming of But I just won t do But I ll never stop dreaming of you every night of my life No way And I would do anything for love Oh I would do anything for love Oh I would do anything for love But I won t do that No I won t do that Will you raise me up Will you help me down Will you help get me right out of this Godforsaken town Will you make it all a little less cold I can do that I can do that Will you hold me sacred Will you hold me tight Will you colorize my life I m so sick of black and white Can you make it all a little less old I can do that Oh Oh I can do that Will you make me some magic with your own two hands Can you build an emerald city with these grains of sand Can you give me something I can take home I can do that I can do that Will you cater to every fantasy I ve got Will you hose me down with holy water If I get too hot Will you take me to places I ll never know I can do that Oh no no I can do that After a while you ll forget everything Just a brief interlude and a mid summer night s fling Then you ll see that it s time to move on I won t do that I won t do that I know the territory I ve been around It ll all turn to dust and we ll all fall down Sooner or later you ll be screwing around I won t do that No I won t do that Anything for love Oh I would do anything for love I would do anything for love But I won t do that No I won t do that'
39,Gangsta Lean,DRS,1994,b' This song s dedicated To my homies in that gangsta lean Why d you have to go so soon It seems like yesterday We were hangin round the hood Now I m gonna Keep your memory alive Like a homie should A lifetime of memories Going down the drain I d like to keep steppin But I can t get past the pain I tip my 40 to your memory Take a drink and I Stop to think and I I know one day soon We ll be We ll be hangin out This is for my homies This is for my homies well well See you when I get there In that gangsta lean in that gangsta lean This is for my homies This is for my homies well well See you when I get there In that gangsta lean in that gangsta lean My God my God Could you pass on a message for me Tell him put down those dice for a second Lord Listen to his homie Could you tell him I ll never let go of his memory So his son will know He don t have to cry no more Cause God s got his back I said God s got his back A lifetime of memories Going down the drain I d like to keep steppin But I can t get past the pain I tip my 40 to your memory Take a drink and I Stop to think and I I know one day soon We ll be we ll be hangin out This is for my homies This is for my homies See you when I get there In that gangsta lean in that gangsta lean This is for my homies This is for my homies You know I miss you you know I miss you my homie See you when I get there In that gangsta lean in that gangsta lean This song is decicated to homies in that gangsta lean Tommy from Master s Touch My boy Y B And my boy Eibere And whoever else out there Thats gotta homie thats in a gangsta lean And also my boys in the pen That ain t ever gonna see the street again Cause you know what It dont matter what they was doing while they was here They couldve been bangin slangin But they ain t here no more And thats somebody s daddy Somebody s baby that s somebody s homie So go on and let em rest while they in that gangsta lean You know what I m sayin That s on the real loc This is for my homies I can t believe that your gone See you when I get there I ll see you I ll see you I ll see you Illlll see you This is for my homies Now that your in that gangsta lean well well well See you when I get there I m so sorry you re gone but I ve got to keep on I gotta keep movin I gotta keep movin I gotta keep movin movin movin movin I ll see you I ll see you One day someday homie someday This is for my homies This is for my homies yeyeah See you when I get there'
40,Because the Night,10000 Maniacs,1994,b' Take me now baby here as I am Hold me close and try and understand Desire is hunger is the fire I breathe Love is a banquet on which we feed Come on now try and understand The way I feel under your command Take my hand as the sun descends They can t hurt you now Can t hurt you now Can t hurt you now Because the night belongs to lovers Because the night belongs to us Because the night belongs to lovers Because the night belongs to us Have I doubt baby when I m alone Love is a ring a telephone Love is an angel disguised as lust Here in our bed til the morning comes Come on now try and understand The way I feel under your command Take my hand as the sun descends They can t hurt you now Can t hurt you now Can t hurt you now Because the night belongs to lovers Because the night belongs to us Because the night belongs to lovers Because the night belongs to us With love we sleep with doubt the vicious cycle turns and burns Without you oh I cannot live forgive the yearning Burning I believe it s time too real to feel So take me now take me now take me now Because the night belongs to lovers Because the night belongs to us Because the night belongs to lovers And everybody says that it belongs to us'
41,Cantaloop (Flip Fantasia),Us3,1994,b' Ladies and Gentlemen as you know we have something special down here at Birdland this evening A recording for Blue Note Records What s that Yeah yeah yeah Funky funky How bout a big hand now Wait wait a minute Groovy groovy jazzy funky pounce bounce dance as we Dip in the melodic sea the rhythm keeps flowin and drips to MC Sweet sugar pop sugar pop rocks it pop Ya dont stop til the sweet beat drops I show and prove as I stick and move Vivid poems recited on top of the groove Smooth my floating like a butterfly Notes set afloat sung like a lullaby Brace yourself as the beat hits ya Dip trip flip fantasia Itty bitty bop Itty bitty bop Feel the beat drop jazz and hip hop Drippin in your dome makes you zone and bop Funk and fusion a fly illusion Keeps ya coastin on the rhythm you re cruisin Up down round and round rhymes profound But nevertheless ya gots to get down Fantasy freak thru the beat so unique Ya move your feet the sweat from the heat Back to the fact I m the mack and I know that The way I kick the rhymes some would call me a poet Poems steady flowin growin showin sights and sound Caught in the groove in Fantasia I m found Many trip the tour upon the rhymes they soar To an infinite height to the realm of the hardcore Here we go off I take ya Dip trip flip fantasia Itty bitty bop Itty bitty bop Jump to the jam boogie woogie jam slam Bust the dialect I m the man in command Come flow with the sounds of the mighty mic master Rhyming on the mic I m bringing suckas their disaster Beaucoup ducs but I still rock Nike With the razzle dazzle star I might be Scribble drabble scrabble on the microphone I babble As I flip the funky words into a puzzle Yes yes yes on and on as I flex Get with the flow words manifest Feel the vibe from here to Asia Dip trip flip fantasia Out Ya don t stop C mon c mon c mon c mon C mon c mon c mon Gimme more Of that funky horn'
42,Whoomp! (There It Is),Tag Team,1994,b' Party people Yeah Tag Team music in full effect That s me DC the Brain Supreme and my man Steve Roll n We re kickin the flow And it goes a little something like this Tag Team back again Check it to wreck it let s begin Party on party people let me hear some noise DC s in the house jump jump rejoice Says there s a party over here a party over there Wave your hands in the air shake the derriere These three words mean you re gettin busy Whoomp there it is Hit me Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Upside down and inside out I m bout to show all you folks what it s all about Now it s time for a nigga to get on the mic And make this motherfuckin party hype I m takin it back to the old school Cause I m an old fool who s so cool If you wanna get down I mma show you the way Whoomp there it is Let me hear you say Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp Shaka laka shaka laka shaka laka shaka Whoomp Shaka laka shaka laka shaka laka shaka Whoomp Shaka laka shaka laka shaka laka shaka Whoomp Shaka laka shaka laka shaka laka shaka Point blank gin and juice I drink And then invent as I puff on dank Rock the mic uh oh I crave skin Rip shit find a honey dip to dip it in Slam dunk it stick it flip it and ride That B double O T Y oh my Ooh that s it come on come on Whoomp there it is I m done Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Heyy Babyy Whoomp there it is Heyy Babyy Whoomp there it is Some say I m crazy cause I m pushing up dasies The underground sound that you niggas have found Amazing outstanding demanding Commanding you people dancing Shit That s a breathtaker Our producer a k a the undertaker You wanna come down to the underground old school Here s a shovel can you dig it fool Can you dig it We can dig it Can y all dig it We can dig it Can you dig it We can dig it Can y all dig it We can dig it Can you dig it We can dig it Can y all dig it We can dig it Can you dig it We can dig it Can y all dig it We can dig it W H double O M P as I flow To the fly shit from the school of old Hard core keep the folklore wrecked 3 to the 2 and 1 mic check Mad skill flow ill on the mess of steel That s the grille of the microphone I just killed Party people there s your party Tag Team is through Whoomp there it is I thought you knew Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Yeahh Tag Team music comin straight at cha That s me DC the Brain Supreme and my man Steve Roll n Bring it back y all bring it back y all bring it back here we go Whoomp there it is Whoomp there it is Whoomp there it is Whoomp there it is Hahaha Have you heard that new song by Tag Team What s that You go girl he is singing that to me You don t even know him Haha that song is for all the ladies Well the whole album is dope For real Damn Really though'
43,Come to My Window,Melissa Etheridge,1994,b' Come to my window Crawl inside Wait by the light of the moon Come to my window I ll be home soon I would dial the numbers just to listen to your breath And I would stand inside my hell and hold the hand of death You don t know how far I d go to ease this precious ache And you don t know how much I d give or how much I can take Just to reach you Just to reach you Oh to reach you Oh Come to my window Crawl inside Wait by the light of the moon Come to my window I ll be home soon Keeping my eyes open I cannot afford to sleep Giving away promises I know that I can t keep Nothing fills the blackness that has seeped into my chest I need you in my blood I am forsaking all the rest Just to reach you Just to reach you Oh to reach you Oh Come to my window Crawl inside Wait by the light of the moon Come to my window I ll be home soon I don t care what they think I don t care what they say What do they know about this love Anyway Come come to my window I ll be home I ll be home I ll be home I m coming home Come to my window Oh crawl inside Wait by the light of the moon Come to my window I ll be home soon I ll be home I ll be home I m coming home Come to my window Oh crawl inside Wait by the light of the moon Come to my window I ll be home soon I ll be home I ll be home I ll be home'
