Rank,Song,Artist,Year,Lyrics
11,Sara Smile,Hall,1976,"b""Baby hair with a woman's eyes\nI can feel you watching in the night\nAll alone with me and we're waiting for the sunlight\nWhen I feel cold you warm me\nAnd when I feel I can't go on\nYou come and hold me\nIt's you and me forever\nSara smile\nOh won't you smile awhile for me Sara\nIf you feel like leaving you know you can go\nBut why don't you stay until tomorrow\nIf you want to be free\nYou know all you got to do is say so\nWhen you feel cold I'll warm you\nAnd when you feel you can't go on\nI'll come and hold you\nIt's you and me forever\nSara smile\nOh won't you smile awhile for me Sara\nSara smile\nOh won't you smile awhile Sara\nSmile awhile\nOh won't you smile awhile for me Sara\nOh smile awhile\nWon't you laugh Sara\nThank you for making me feel like a man\nNot keeping me crazy crazy\nSmile awhile"""
12,Afternoon Delight,Starland Vocal Band,1976,"b'Gonna find my baby gonna hold her tight\nGonna grab some afternoon delight\nMy motto\'s always been ""when it\'s right it\'s right""\nWhy wait until the middle of a cold dark night?\nWhen everything\'s a little clearer in the light of day\nAnd we know the night is always gonna be here any way\nThinkin\' of you\'s workin\' up my appetite\nLooking forward to a little afternoon delight\nRubbin\' sticks and stones together make the sparks ignite\nAnd the thought of lovin\' you is getting so exciting\nSky rockets in flight\nAfternoon delight\nAfternoon delight\nAfternoon delight\nStarted out this morning feeling so polite\nI always thought a fish could not be caught who didn\'t bite\nBut you\'ve got some bait a waitin\' and I think I might\nLike having a little afternoon delight\nSky rockets in flight\nAfternoon delight\nAfternoon delight\nAfternoon delight\nPlease be waiting for me baby when I come around\nWe could make a lot of lovin\' \'fore the sun goin\' down\nThinkin\' of you\'s workin\' up a\' appetite\nLookin\' forward to a little afternoon delight\nRubbin\' sticks and stones together make the sparks ignite\nAnd the thought of lovin\' you is getting so exciting\nSky rockets in flight\nAfternoon delight\nAfternoon delight\nAfternoon delight'"
13,I Write the Songs,Barry Manilow,1976,"b""I've been alive forever\nAnd I wrote the very first song\nI put the words and the melodies together\nI am music and I write the songs\nI write the songs that make the whole world sing\nI write the songs of love and special things\nI write the songs that make the young girls cry\nI write the songs I write the songs\nMy home lies deep within you\nAnd I've got my own place in your soul\nNow when I look out through your eyes\nI'm young again even though I'm very old\nI write the songs that make the whole world sing\nI write the songs of love and special things\nI write the songs that make the young girls cry\nI write the songs I write the songs\nOh my music makes you dance\nAnd gives your spirit to take a chance\nAnd I wrote some rock 'n' roll so you can move\nMusic fills your heart well that's a real fine place to start\nIt's from me it's for you\nIt's from you it's from me\nIt's a worldwide symphony\nI write the songs that make the whole world sing\nI write the songs of love and special things\nI write the songs that make the young girls cry\nI write the songs I write the songs\nI write the songs that make the whole world sing\nI write the songs of love and special things\nI write the songs that make the young girls cry\nI write the songs I write the songs\nI am music and I write the songs"""
14,Fly Robin Fly,Silver Convention,1976,b'Fly robin fly\nFly robin fly\nFly robin fly\nUp up to the sky\nFly robin fly\nFly robin fly\nFly robin fly\nUp up to the sky\nFly robin fly\nFly robin fly\nFly robin fly\nUp up to the sky'
15,Love Hangover,Diana Ross,1976,"b""If there's a cure for this\nI don't want it\nI don't want it\nIf there's a remedy\nI'll run from it\nFrom it\nThink about it all the time\nNever let it out of my mind\n'Cause I love you\nI've got the sweetest hangover\nI don't wanna get over\nThe sweetest hangover\nYeah I don't wanna get over\nI don't wanna get\nI don't wanna get over\nOoh I don't need no cure\nI don't need no cure\nI don't need no cure\nSweet loving\nSweet sweet love\nSweet sweet loving\nDon't call a doctor\nDon't call her mama\nDon't call her preacher\nNo I don't need it\nI don't want it\nSweet love I love you\nSweet love need love\nIf there's a cure for this\nI don't want it\nI don't want it\nNo no\nI don't want it\nIf there's a cure for this\nI don't need it\nSweet sweet sweet sweet love\nSweet sweet sweet sweet love\nSweet sweet sweet sweet love\nSweet sweet sweet sweet love"""
16,Get Closer,Seals,1976,"b""Darlin' if you want me to be closer to you get closer to me\nDarlin' if you want me to be closer to you get closer to me\nDarlin' if you want me to love love only you then love only me\nDarlin' if you want me to see see only you then see only me\nThere's a line I can't cross over\nIt's no good for me and it's no good for you\nAnd there's a feelin' deep down inside me\nI can't explain it and you're wondering why\nYou say we've been like strangers\nBut I'm not the others you can wrap 'round your fingers\nDarlin' if you want me to be closer to you get closer to me\nDarlin' if you want me to be closer to you get closer to me\nDarlin' if you want me to love love only you then love only me\nDarlin' if you want me to see see only you then see only me\nThere was a time when I would come runnin'\nI'd drop everything for the touch of your hand in mine\nYou were blind\nAnd now you regret it\n'Cause I can't forget it\nIt's locked in my mind\nAnd I can't go on livin'\nDay to day\nWondering if we'll be here tomorrow\nPeople change and you're changin'\nAnd I've given you my all\nThere's no more to borrow\nDarlin' if you want me to be closer to you get closer to me\nDarlin' if you want me to be closer to you get closer to me\nDarlin' if you want me to love love only you then love only me\nDarlin' if you want me to see see only you then see only me"""
17,More More More,Andrea True Connection,1976,"b""Ooh how do you like your love?\nOoh how do you like your love?\nBut if you want to know\nHow I really feel\nJust get the cameras rollin'\nAnd get the action goin'\nBaby you know\nMy love for you is real\nSo take me where you want to\nMe and my heart you steal\n How do you like it? How do you like it?\n How do you like it? How do you like it?\n How do you like it? How do you like it?\nOoh how do you like your love?\nOoh how do you like your love?\nBut if you want to know\nHow I really feel\nJust get the cameras rollin'\nGet the action goin'\nBaby you know\nMy love for you is real\nSo take me where you want to\nMe and my heart you steal\n How do you like it? How do you like it?\n How do you like it? How do you like it?\n How do you like it? How do you like your love?\nBut if you want to know\nHow I really feel\nGet the cameras rollin'\nGet the action goin'\n How do you like it? How do you like it?\n How do you like it? How do you like it?\n How do you like it? How do you like it?"""
18,Bohemian Rhapsody,Queen,1976,"b""Is this the real life? Is this just fantasy?\nCaught in a landslide no escape from reality\nOpen your eyes look up to the skies and see\nI'm just a poor boy I need no sympathy\nBecause I'm easy come easy go little high little low\nAny way the wind blows doesn't really matter to me to me\nMama just killed a man\nPut a gun against his head pulled my trigger now he's dead\nMama life had just begun\nBut now I've gone and thrown it all away\nMama ooh didn't mean to make you cry\nIf I'm not back again this time tomorrow\nCarry on carry on as if nothing really matters\nToo late my time has come\nSends shivers down my spine body's aching all the time\nGoodbye everybody I've got to go\nGotta leave you all behind and face the truth\nMama ooh \nI don't wanna die\nI sometimes wish I'd never been born at all\nI see a little silhouetto of a man\nScaramouche Scaramouche will you do the Fandango?\nThunderbolt and lightning very very frightning me\n Galileo  Galileo Galileo Figaro magnifico\nBut I'm just a poor boy nobody loves me\nHe's just a poor boy from a poor family\nSpare him his life from this monstrosity\nEasy come easy go will you let me go?\nBismillah! No we will not let you go\n Bismillah! We will not let you go\n Bismillah! We will not let you go\n Will not let you go\n Will not let you go\n Ah\nNo no no no no no no\n Mamma mia let me go\nBeelzebub has a devil put aside for me for me for me!\nSo you think you can stone me and spit in my eye?\nSo you think you can love me and leave me to die?\nOh baby can't do this to me baby!\nJust gotta get out just gotta get right outta here!\nNothing really matters anyone can see\nNothing really matters\nNothing really matters to me\nAny way the wind blows"""
19,Misty Blue,Dorothy Moore,1976,"b""Oh it's been such a long long time\nLooks like I'd get you off my mind\nOh but I can't\nJust the thought of you\nTurns my whole world misty blue\nOh honey just the mention of your name\nTurns the flicker to a flame\nListen to me good baby\nI think of the things we used to do\nAnd my whole world turns misty blue\nOoooh baby I should forget you\nHeaven knows I tried\nBaby when I say that I'm glad we're through\nDeep in my heart I know I've lied\nI've lied I've lied\nOoooh honey it's been such a long long time\nLooks like I'd get you off my mind\nBut I can't\nJust the thought of you my love\nMy whole world turns misty blue\nOoooh Oh I can't Oh I can't\nOh I can't forget you\nMy whole world turns misty blue\nOoooh Oh my love\nMy whole world turns misty blue\nBaby baby baby baby\nBaby I can't forget you\nMy whole world turns misty blue"""
20,Boogie Fever,The Sylvers,1976,"b""Boogie fever\nGot to boogie down\nBoogie fever\nI think it's going around\nI took my baby to the drive-in show\nShe turned the speaker down\nAnd then she turned on the radio\nI watched a silent movie\nDigging funky sound\nShe's got the boogie fever\nShe likes to boogie down\nBoogie fever\nI think it's going around\nI took my baby to the pizza parlor\nTo get a bite to eat\nI put some money in the jukebox for her\nYou know she ate her pizza\nDancing to the beat\nShe's got the boogie fever\nShe likes to boogie down\nShe's got the boogie fever\nI think it's going around\nAll night long we did the bump bump bump\nYes we did yes we did\nYes we did yeah\nShe kept it going strong\nDoing the bump bump bump\nDoing the bump bump bump\nI called the doctor on the telephone\nDoctor doctor\nSaid doctor doctor please\nI I I\nI got this feeling rocking and a'reeling\nTell me what can it be\nIs it some new disease?\nThey call it boogie fever\nYou've got to boogie down\nBoogie fever\nI think it's going around\nFever fever fever\nAll night long\nWe did the bump bump bump\nYes we did\nYes we did yes we did\nWe kept it going strong\nDoing the bump bump bump\nEverybody's got the boogie fever\nBoogie down now get on down\nNow get on down\nBoogie fever\nI think it's going around\nAnd around and around\nI got the boogie fever\nAnd I said you got the boogie fever\nI said she's got the boogie fever\nEverybody's got the boogie fever\nBoogie fever\nBoogie down\nJust get on down\nJust get on down\nBoogie fever"""
21,I'd Really Love to See You Tonight,England Dan,1976,"b""Hello yeah it's been a while\nNot much how about you?\nI'm not sure why I called\nI guess I really just wanted to talk to you\nAnd I was thinking maybe later on\nWe could get together for a while\nIt's been such a long time\nAnd I really do miss your smile\nI'm not talking about moving in\nAnd I don't want to change your life\nBut there's a warm wind blowin' the stars are out\nAnd I'd really love to see you tonight\nWe could go walking through a windy park\nOr take a drive along the beach\nOr stay at home and watch TV\nYou see it really doesn't matter much to me\nI won't ask for promises\nSo you don't have to lie\nWe've both played that game before:\nSay I love you then say goodbye"""
22,You Sexy Thing,Hot Chocolate,1976,"b""I believe in miracles\nWhere you from\nYou sexy thing?\nI believe in miracles\nSince you came along\nYou sexy thing\nMiracles right before my eyes\nYou sexy thing got me hypnotised\nDon't stop what ya' doing\nWhat ya' doing to me\nMy angel from above lying next to me\nHow did ya' know that I'd be the one\nBeen a long time coming only just begun\nDoing all the things that makes my heart sing\nKeep doing what you're doing you sexy thing\nHow did ya' know I needed you so badly\nHow did ya' know I gave my heart gladly\nYesterday I was one of a lonely people\nNow you're lying next to me\nMaking love to me\nI believe in miracles\nWhere you're from\nYou sexy thing\nYou sexy thing\nI believe in miracles\nSince you came along\nYou sexy thing\nOnly yesterday I was on my own\nJust another day later my mind was blown\nYou sexy thing come into my life\nForever and a day it feels so right\nHow did ya' know that I'd be the one\nBeen a long time coming only just begun\nDoing all the things that makes my heart sing\nKeep doing what you're doing you sexy thing\nHow did ya' know I needed you so badly\nHow did ya' know I gave my heart gladly\nYesterday I was one of a lonely people\nNow you're lying next to me\nMaking love to me\nI believe in miracles\nWhere you from\nYou sexy thing?\nYou sexy thing\nI believe in miracles\nSince you came along\nYou sexy thing\nKiss me baby\nYou sexy thing\nYou sexy thing\nTouch me baby\nYou sexy thing\nYou sexy thing"""
23,Love Hurts,Nazareth,1976,"b""Love hurts love scars love wounds\nAnd marks any heart\nNot tough or strong enough\nTo take a lot of pain take a lot of pain\nLove is like a cloud\nHolds a lot of rain\nLove hurts ooh ooh love hurts\nI'm young I know but Even so\nI know a thing or two\nI learned from you\nI really learned a lot really learned a lot\nLove is like a flame\nIt burns you when it's hot\nLove hurts ooh ooh love hurts\nSome fools think of happiness\nBlissfulness togetherness\nSome fools fool themselves I guess\nThey're not foolin' me\nI know it isn't true I know it isn't true\nLove is just a lie\nMade to make you blue\nLove hurts ooh ooh love hurts\nOoh ooh love hurts\nI know it isn't true I know it isn't true\nLove is just a lie\nMade to make you blue\nLove hurts ooh ooh love hurts\nOoh ooh love hurts\nOoh ooh..."""
24,Get Up and Boogie,Silver Convention,1976,b'Get up and boogie get up and boogie\nGet up and boogie get up and boogie\nGet up and boogie get up and boogie\nBoogie boogie\nGet up and boogie get up and boogie\nGet up and boogie get up and boogie\nBoogie boogie\nGet up and boogie get up and boogie\nGet up and boogie get up and boogie\nBoogie boogie\nGet up and boogie get up and boogie\nGet up and boogie get up and boogie\nGet up and boogie get up and boogie\nGet up and boogie get up and boogie'
25,Take It to the Limit,Eagles,1976,"b""All alone at the end of the evening\nWhen the bright lights have faded to blue\nI was thinking 'bout a woman who might have\nLoved me and I never knew\nYou know I've always been a dreamer\nAnd it's so hard to change\nBut the dreams I've seen lately\nKeep on turning out and burning out\nAnd turning out the same\nSo put me on a highway\nAnd show me a sign\nAnd take it to the limit one more time\nYou can spend all your time making money\nYou can spend all your love making time\nIf it all fell to pieces tomorrow\nWould you still be mine?\nAnd when you're looking for your freedom\nAnd you can't find the door\nWhen there's nothing to believe in\nStill you're coming back you're running back\nYou're coming back for more\nSo put me on a highway\nAnd show me a sign\nAnd take it to the limit one more time\nTake it to the limit\nTake it to the limit\nCome on and take it to the limit one more time\nTake it to the limit\nTake it to the limit\nYou gotta take it to the limit one more time\nTake it to the limit\nTake it to the limit\nCome on and take it to the limit one more time\nTake it to the limit\nTake it to the limit\nTake it to the limit\nTake it to the limit\nCome on and take it to the limit\nYou got to take it to the limit one more time"""
26,(Shake Shake Shake) Shake Your Booty,KC,1976,"b""Ah everybody get on the floor and let's dance!\nDon't fight your feelings give yourself a chance!\nShake shake shake shake shake shake\nShake your booty! Shake your booty!\nOh shake shake shake shake shake shake\nShake your booty! Shake your booty!\nAah you can you can do it very well\nYou're the best in the world I can tell\nOh shake shake shake shake shake shake\nShake your booty! Shake your booty!\nOh shake shake shake shake shake shake\nShake your booty! Shake your booty!\nOh yeah\nShake shake shake shake\nAh shake shake shake shake\nOh shake shake shake shake shake shake\nShake your booty! Shake your booty!\nOh shake shake shake shake shake shake\nShake your booty! Shake your booty!\nAh shake shake shake shake shake your booty!\nAh don't fight the feeling\nShake shake shake shake shake your booty!\nAah give yourself a chance\nShake shake shake shake shake your booty!\nYou can do it do it!\nShake shake shake shake shake your booty!\nCome home with momma now!\nShake shake shake shake shake your booty!\nShake shake shake shake shake your booty!\nAah run down to sister\nShake shake a-ha shake shake a-ha on your booty!\nAah! Doo your duty\nA-ha shake shake a-ha shake shake"""
27,Sweet Love,Commodores,1976,"b""Show me a river that's so deep\nShow me a mountain so high\nI'll show you love that'll last forever\nFlying high so high\nAh show me a place where dreams are for dreamers\nAnd all the things you wish come true yeah\nI'd wish the world had all happy people\nThen there'd be no more wishing to do\nOh oh oh oh oh \nSweet love \nOh oh oh oh oh \nSweet love \nOh oh oh oh oh ooh\nHoo hoo hoo hoo hoo hoo hoo hoo ooh?well\nSweet love\nSweet love that comes through the ages\nReach out and touch my soul\nGave my life so much meaning\nAnd everyone a heart of gold\nOh oh oh oh oh \nSweet love \nOh oh oh oh oh\nSweet love \nI know you're searchin'\nI know you're searchin' for a little love\nA little peace and understandin'\nAnd I know it's been hard tryin' to find your way\nBut you got to keep on searchin' harder day by day\n'Cause it's love love's the only way\nOh?oh? \nSweet love \nOh oh oh oh oh \nSweet love \nOh oh oh oh oh \nSweet love """
28,Right Back Where We Started From,Maxine Nightingale,1976,"b""Ooh and it's alright and it's coming on\nWe gotta get right back to where we started from\nLove is good love can be strong\nWe gotta get right back to where we started from\nDo you remember the day\nWhen you first came my way\nI said no one could take your place\nAnd if you get hurt\nBy the little things I say\nI can put that smile back on your face\nOoh and it's alright and it's coming on\nWe gotta get it right back to where we started from\nLove is good love can be strong\nWe gotta get it right back to where we started from\nA love like ours\nCan never fade away\nYou know it's only just begun\nYou gave me your love\nI just can't stay away no no\nI know you are the only one\nOoh and it's alright and it's coming on\nWe gotta get it right back to where we started from\nLove is good love can be strong\nWe gotta get it right back to where we started from\nYou gave me your love\nI just can't stay away no\nI know you are the only one\nOoh an it's alright and it's coming on\nWe gotta get it right back to where we started from\nLove is good love can be strong\nWe gotta get it right back to where we started from\nAlright and it's coming on\nWe gotta get it right back to where we started from\nLove is good love can be strong\nWe gotta get it right back to where we started from\nAlright and it's coming on\nWe gotta get it right back to where we started from\nLove is good love can be strong\nWe gotta get it right back to where we started from\nIt's alright and it's coming on"""
