Rank,Song,Artist,Year,Lyrics
11,Grease,Frankie Valli,1978,b'I solve my problems and I see the light We got a lovin thing we gotta feed it right There ain t no danger we can go too far We start believing now that we can be what we are Grease is the word They think our love is just a growing pain Why don t they understand it s just a crying shame Their lips are lying only real is real We stop the fight right now we got to be what we feel Grease is the word It s got groove it s got meaning Grease is the time is the place is the motion Now grease is the way we are feeling We take the pressure and we throw away Conventionality belongs to yesterday There is a chance that we can make it so far We start believing now but we can be who we are Grease is the word It s got groove it s got meaning Grease is the time is the place is the motion Now grease is the way we are feeling This is the life of illusion Wrapped up in trouble laced with confusion What are we doing here We take the pressure and we throw away Conventionality belongs to yesterday There is a chance that we can make it so far We start believing now that we can be who we are Grease is the word It s got groove it s got meaning Grease is the time is the place is the motion Now grease is the way we are feeling Grease is the word it s the word That you heard It s got groove it s got meaning Grease is the time is the place is the motion Now grease is the way we are feeling Grease is the word Is the word Is the word Is the word Is the word Is the word Is the word Is the word Is the word Is the word Is the word Is the word Is the word'
12,I Go Crazy,Paul Davis,1978,"b""Hello girl it's been a while\nGuess you'll be glad to know\nThat I've learned how to laugh and smile\nGetting over you was slow\nThey say old lovers can be good friends\nBut I never thought I'd really see you\nI'd really see you again\nI go crazy\nWhen I look in your eyes I still go crazy\nNo my heart just can't hide\nThat old feelin' inside\nWay deep down inside\nOh baby\nYou know when I look in your eyes I go crazy\nYou say he satisfies your mind\nTells you all of his dreams\nI know how much that means to you\nI realize that I was blind\nJust when I thought I was over you\nI see your face and it just ain't true\nNo it just ain't true\nI go crazy\nWhen I look in your eyes I still go crazy\nThat old flame comes alive\nIt starts burning inside\nWay deep down inside\nOh baby\nYou know when I look in your eyes I go crazy\nWhoa whoa\nI go crazy\nYou know when I look in your eyes I go crazy\nNo my heart just can't hide\nThat old feelin' inside\nWay deep down inside\nI go crazy"""
13,You're the One That I Want,John Travolta,1978,"b""I got chills they're multiplying\nAnd I'm losing control\n'Cause the power you're supplying\nIt's electrifying!\nYou better shape up 'cause I need a man\nAnd my heart is set on you\nYou better shape up you better understand\nTo my heart I must be true\nNothing left nothing left for me to do\n]\nYou're the one that I want \nOo-oo-oo honey\nThe one that I want \nOo-oo-oo honey\nThe one that I want \nOo-oo-oo the one I need \nOh yes indeed \nIf you're filled with affection\nYou're too shy to convey\nMeditate in my direction\nFeel your way\nI better shape up cause you need a man\nI need a man who can keep me satisfied\nI better shape up if I'm gonna prove\nYou better prove that my faith is justified\nAre you sure?\nYes I'm sure down deep inside \n]\nYou're the one that I want \nOo-oo-oo honey\nThe one that I want \nOo-oo-oo honey\nThe one that I want \nOo-oo-oo the one I need \nOh yes indeed \nYou're the one that I want \nOo-oo-oo honey\nThe one that I want \nOo-oo-oo honey\nThe one that I want \nOo-oo-oo the one I need \nOh yes indeed \nYou're the one that I want \nOo-oo-oo honey\nThe one that I want \nOo-oo-oo honey\nThe one that I want \nOo-oo-oo the one I need \nOh yes indeed """
14,Emotion,Samantha Sang,1978,"b""It's over and done\nBut the heartache lives on inside\nAnd who's the one you're clinging to\nInstead of me tonight\nAnd where are you now\nNow that I need you\nTears on my pillow\nWherever you go\nI'll cry me a river\nThat leads to your ocean\nYou never see me fall apart\nIn the words of a broken heart\nIt's just emotion that's taken me over\nTied up in sorrow lost in my soul\nBut if you don't come back\nCome home to me darling\nYou know that\nThere'll be nobody left in this world to hold me tight\nNobody left in this world to kiss goodnight\nGoodnight goodnight\nI'm there at your side\nI'm part of all the things you are\nBut you've got a part of someone else\nYou go to find your shining star"""
15,Lay Down Sally,Eric Clapton,1978,"b""There is nothing that is wrong\nIn wanting you to stay here with me\nI know you've got somewhere to go\nBut won't you make yourself at home and stay with me?\nAnd don't you ever leave\nLay down Sally and rest you in my arms\nDon't you think you want someone to talk to?\nLay down Sally no need to leave so soon\nI've been trying all night long just to talk to you\nSun ain't nearly on the rise\nWe still got the moon and stars above\nUnderneath the velvet skies love is all that matters\nWon't you stay with me? Don't you ever leave\nLay down Sally and rest you in my arms\nDon't you think you want someone to talk to?\nLay down Sally no need to leave so soon\nI've been trying all night long just to talk to you\nI long to see the morning light\nColoring your face so dreamily\nSo don't you go and say goodbye\nYou can lay your worries down and stay with me\nDon't you ever leave\nLay down Sally and rest you in my arms\nDon't you think you want someone to talk to?\nLay down Sally no need to leave so soon\nI've been trying all night long just to talk to you"""
16,Miss You,The Rolling Stones,1978,"b'I\'ve been holding out so long\nI\'ve been sleeping all alone\nLord I miss you\nI\'ve been hanging on the phone\nI\'ve been sleeping all alone\nI want to kiss you sometime\nOoh ooh ooh-ooh-ooh\nOoh ooh ooh-ooh-ooh\nWell I\'ve been haunted in my sleep\nYou\'ve been starring in my dreams\nLord I miss you child\nI\'ve been waiting in the hall\nBeen waiting on your call\nWhen the phone rings\nIt\'s just some friends of mine that say\n""Hey what\'s the matter man?\nWe\'re goingna come around at twelve\nWith some Puerto Rican girls thats just dying to meet you\nWe\'re goinna bring a case of wine\nHey let\'s go mess and fool around\nYou know like we used to""\nAh ah ah-ah-ah\nAh ah ah-ah-ah\nOh everybody waits so long\nOh baby why you waitin\' so long?\nWon\'t you come on come on?\nI\'ve been walkin\' Central Park singing after dark\nPeople think I\'m crazy\nStumbling on my feet shuffling through the street\nAsking people ""What\'s the matter with you boy?""\nSometimes I want to say to to myself\nSometimes I say\nOoh ooh ooh-ooh-ooh\nOoh ooh I won\'t miss you child\nI guess I\'m lying to myself\nIt\'s just you and no one else\nLord I won\'t miss you child\nYou\'ve just been blotting out my mind\nFooling on my time\nNo I won\'t miss you baby yeah\nAh ah ah-ah-ah\nLord I miss you child\nAh ah ah-ah-ah\nLord I miss you child\nAh ah ah-ah-ah\nWhy why why why'"
17,Just the Way You Are,Billy Joel,1978,"b""Don't go changing to try and please me\nYou never let me down before\nDon't imagine you're too familiar\nAnd I don't see you anymore\nI would not leave you in times of trouble\nWe never could have come this far\nI took the good times I'll take the bad times\nI'll take you just the way you are\nDon't go trying some new fashion\nDon't change the color of your hair\nYou always have my unspoken passion\nAlthough I might not seem to care\nI don't want clever conversation\nI never want to work that hard\nI just want someone that I can talk to\nI want you just the way you are\nI need to know that you will always be\nThe same old someone that I knew\nWhat will it take till you believe in me\nThe way that I believe in you\nI said I love you and that's forever\nAnd this I promise from the heart\nI could not love you any better\nI love you just the way you are\nI don't want clever conversation\nI never want to work that hard\nI just want someone that I can talk to\nI want you just the way you are"""
18,With a Little Luck,Wings,1978,"b""With a little luck we can help it out\nWe can make this whole damn thing work out\nWith a little love we can lay it down\nCan't you feel the town exploding?\nThere is no end to what we can do together\nThere is no end\nThe willow turns his back on inclement weather\nAnd if he can do it we can do it just me and you\nAnd a little luck we can clear it up\nWe can bring it in for a landing\nWith a little luck we can turn it on\nThere can be no misunderstanding\nThere is no end to what we can do together\nThere is no end\nThe willow turns his back on inclement weather\nWe can do it just me and you\nWith a little push we could set it off\nWe can send it rocketing skywards\nWith a little love we could shake it up\nDon't you feel the comet exploding?\nWith a little luck we can help it out\nWe can make this whole damn thing work out\nWith a little love we can lay it down\nCan't you feel the town exploding\nWith a little love baby\nWe could set it off send it rocketing skywards\nWith a little luck we could shake it up oh yeah yeah\nWith a little luck we can help it out\nWe can make this whole damn thing work out\nWith a little love we can lay it down\nCan't you feel the town exploding?\nWith a little push we could set it off\nWe can send it rocketing skywards\nWith a little love we could shake it up\nDon't you feel the comet exploding?\nWoh oh woo"""
19,If I Can't Have You,Yvonne Elliman,1978,"b""Don't know why I'm surviving every lonely day\nWhen there's got to be no chance for me\nMy life would end\nAnd it doesn't matter how I cry\nMy tears of love are a waste of time\nIf I turn away\nAm I strong enough to see it through?\nGo crazy is what I will do\nIf I can't have you I don't want nobody baby\nIf I can't have you oh oh oh oh\nIf I can't have you I don't want nobody baby\nIf I can't have you oh oh oh oh\nCan't let go and it doesn't matter how I try\nI gave it all so easily\nTo you my love\nTo dreams that never will come true\nAm I strong enough to see it through?\nGo crazy is what I will do\nIf I can't have you I don't want nobody baby\nIf I can't have you oh oh oh oh\nIf I can't have you I don't want nobody baby\nIf I can't have you oh oh oh oh\nOh If I can't have you I don't want nobody baby\nIf I can't have you oh oh oh oh\nIf I can't have you I don't want nobody baby\nIf I can't have you oh oh oh oh\nIf I can't have you I don't want nobody baby\nIf I can't have you oh oh oh oh\nIf I can't have you I don't want nobody baby\nIf I can't have you oh oh oh oh\nIf I can't have you I don't want..."""
20,Dance Dance Dance (Yowsah Yowsah Yowsah),Chic,1978,"b""Dance dance dance dance\nKeep on dancing\nDance dance dance dance\nJust dancing to the beat\nFeel the heat\nI'm moving my feet\nHeading towards the floor\nGotta get down\nGet down some more\nRumba and tango\nLatin hustle too\nI wanna boogie with you\nPapapapapa\nPapapapapa\nPapapapapa\nPapapapapa\nOooh what a treat\nFeels so sweet \nThat body heat\nWhen I'm dancing with my baby\nDrives me crazy\nMakes me hazy\nRumba and tango\nLatin hustle too\nI wanna boogie with you\nPapapapapa\nPapapapapa\nPapapapapa\nPapapapapa\nDance dance dance dance\nDance dance dance dance\nDance dance dance dance\nDance dance dance dance\nDance dance dance dance\nKeep on keep on\nDance dance dance dance\nKeep on dancing\nDance dance dance dance\nKeep on keep on\nDance dance dance dance\nKeep on dancing"""
21,Feels So Good,Chuck Mangione,1978,"b'There\'s no place for me to hide\nThe thoughts of all the time I cried\nAnd felt this pain\nThat I have known\nBecause I needed just to hear\nThat special something\nAnd then one day\nYou just appear\nYou said ""hello""\n""Let\'s make love along the way""\nYour name is music to my heart\nI\'ll always really love you\nFeel so good when I\'m with you\nI can\'t believe you love me too\nWith you it feels like it should feel\nWith you it feels so good'"
22,Hot Child in the City,Nick Gilder,1978,"b""{Intro}\nDanger in the shape of something wild\nStranger dressed in black she's a hungry child\nNo-one knows who she is or what her name is\nI don't know where she came from or what her game is\nHot child in the city\nHot child in the city\nRunnin' wild and lookin' pretty\nYeah\nHot child in the city\nSo young to be loose and on her own\nYoung boys they all want to take her home\nWhen she comes downtown the boys all stop and stare\nWhen she comes downtown she walks like she just don't care\nYeah\nHot child in the city\nHot child in the city\nRunnin' wild and lookin' pretty\nYeah\nHot child in the city\n{Bridge}\nCome on down to my place baby we'll talk about love\nCome on down to my place baby we'll make love\nHot child in the city. Hot child in the city\nHot child in the city runnin' wild and lookin' pretty\nHot child in the city\nHot child in the city\nHot child in the city\nHot child in the city\nHot child in the city...\n{outro}"""
23,Love Is Like Oxygen,Sweet,1978,"b""Love is like oxygen\nYou get too much you get too high\nNot enough and you're gonna die\nLove gets you high\nLove is like oxygen\nYou get too much you get too high\nNot enough and you're gonna die\nLove gets you high\nTime on my side\nI got it all\nI heard that pride\nAlways comes before a fall\nThere's a rumour goin' 'round the town\nThat you don't want me around\nI can't shake off my city blues\nEverywhere I turn I lose\nLove is like oxygen\nYou get too much you get too high\nNot enough and you're gonna die\nLove gets you high\nLove is like oxygen\nYou get too much you get too high\nNot enough and you're gonna die\nLove gets you high\nTime is no healer\nIf you're not there\nLonely fever\nSad words in the air\nSome things are better left unsaid\nI'm gonna spend my days in bed\nI'll walk the streets at night\nTo be hidden by the city lights city lights\nLove is like oxygen\nYou get too much you get too high\nNot enough and you're gonna die\nLove gets you high\nLove is like oxygen\nYou get too much you get too high\nNot enough and you're gonna die\nLove gets you high\nLove is like oxygen\nYou get too much you get too high\nNot enough and you're gonna die\nLove gets you high"""
24,It's a Heartache,Bonnie Tyler,1978,"b""It's a heartache\nNothing but a heartache\nHits you when it's too late\nHits you when you're down\nIt's a fool's game\nNothing but a fools game\nStanding in the cold rain\nFeeling like a clown\nIt's a heartache\nNothing but a heartache\nLove him till your arms break\nThen he lets you down\nIt ain't right with love to share\nWhen you find he doesn't care for you\nIt ain't wise to need someone\nAs much as I depended on you\nIt's a heartache\nNothing but a heartache\nHits you when it's too late\nHits you when you're down\nIt's a fool's game\nNothing but a fools game\nStanding in the cold rain\nFeeling like a clown\nIt ain't right with love to share\nWhen you find he doesn't care for you\nIt ain't wise to need someone\nAs much as I depended on you\nOh it's a heartache\nNothing but a heartache\nLove him till your arms break\nThen he lets you down\nIt's a fools game\nStanding in the cold rain\nFeeling like a clown\nIt's a heartache\nLove him till your arms break\nThen he lets you down\nIt's a fools game\nStanding in the cold rain ..."""
25,We Will Rock You/We Are the Champions,Queen,1978,b'Buddy you re a boy make a big noise Playing in the street gonna be a big man someday You got mud on your face you big disgrace Kicking your can all over the place singin We will we will rock you We will we will rock you Buddy you re a young man hard man Shouting in the street gonna take on the world someday You got blood on your face you big disgrace Waving your banner all over the place We will we will rock you sing it We will we will rock you yeah Buddy you re an old man poor man Pleading with your eyes gonna get you some peace someday You got mud on your face big disgrace Somebody better put you back into your place do it We will we will rock you yeah yeah come on We will we will rock you alright louder We will we will rock you one more time We will we will rock you Yeah'
26,Baker Street,Gerry Rafferty,1978,"b""Windin' your way down on Baker Street\nLight in your head and dead on your feet\nWell another crazy day you'll drink the night away\nAnd forget about everything\nThis city desert makes you feel so cold\nIt's got so many people but it's got no soul\nAnd it's taking you so long to find out you were wrong\nWhen you thought it held everything\nYou used to think that it was so easy\nYou used to say that it was so easy\nBut you're tryin' you're tryin' now\nAnother year and then you'll be happy\nJust one more year and then you'll be happy\nBut you're cryin' you're cryin' now\nWay down the street there's a light in his place\nHe opens the door he's got that look on his face\nAnd he asks you where you've been\nYou tell him who you've seen and you talk about anything\nHe's got this dream about buyin' some land\nHe's gonna give up the booze and the one night stands\nAnd then he'll settle down there's a quiet little town\nAnd forget about everything\nBut you know he'll always keep movin'\nYou know he's never gonna stop movin'\n'Cause he's rollin' he's the rollin' stone\nAnd when you wake up it's a new mornin'\nThe sun is shinin' it's a new mornin'\nYou're goin' you're goin' home"""
27,Can't Smile Without You,Barry Manilow,1978,"b""You know I can't smile without you\nI can't smile without you\nI can't laugh and I can't sing\nI'm finding it hard to do anything\nYou see I feel sad when you're sad\nI feel glad when you're glad\nIf you only knew what I'm going through\nI just can't smile without you\nYou came along just like a song\nAnd brightened my day\nWho would of believed that you were part of a dream\nNow it all seems light years away\nAnd now you know I can't smile without you\nI can't smile without you\nI can't laugh and I can't sing\nI'm finding it hard to do anything\nYou see I feel sad when you're sad\nI feel glad when you're glad\nIf you only knew what I'm going through\nI just can't smile\nNow some people say happiness takes so very long to find\nWell I'm finding it hard leaving your love behind me\nAnd you see I can't smile without you\nI can't smile without you\nI can't laugh and I can't sing\nI'm finding it hard to do anything\nYou see I feel glad when you're glad\nI feel sad when you're sad\nIf you only knew what I'm going through\nI just can't smile without you"""
28,Too Much Too Little Too Late,Johnny Mathis,1978,"b""Guess it's over call it a day\nSorry that it had to end this way\nNo reason to pretend\nWe knew it had to end some day this way\nGuess it's over the kicks are gone\nWhat's the use of tryin' to hang on?\nSomewhere we lost the key\nSo little left for you and me and it's clear to see\nToo much too little too late to lie again with you\nToo much too little too late to try again with you\nWe're in the middle of ending something that we do\nIt's all over\nOh it was over\nToo much too little too late to ever try again\nToo much too little too late let's end it being friends\nToo much too little too late we knew it had to end\nAnd it's over\nIt's over\nGuess it's over the chips are down\nNearly all our bridges tumbled down\nWhatever chance we try let's face it why deny\nIt's over\nIt's all over\nIt's over\nToo much too little too late to ever try again\nToo much too little too late let's end it being friends\nToo much too little too late we knew it had to end\nAnd it's over\nAnd it's all over\nAnd it's over\nToo much too little too late to ever try again\nToo much too little too late let's end it being friends\nToo much too little too late we knew it had to end"""
29,Dance With Me,Peter Brown,1978,"b""You gotta keep on makin' me high\nYou gotta keep on makin' me high\nYou gotta keep on makin' me high\nYou gotta keep on makin' me high\nIf you're feeling sad and blue\nCome on and dance with me\nI can make your dreams come true\nCome on and dance with me\nLadies get up off your seats\nCome on and dance with me\nGentlemen get on your feet\nCome on and dance with me\nSay the word and I'll summon the band\nWith my hand\nLet your mind and your body be free\nDance with me\nYou gotta keep on makin' me high\nYou gotta keep on makin' me high\nGot to feel it in your soul\nCome on and dance with me\nGot to make you lose control\nCome on and dance with me\nWhen we play the music tight\nThen you should dance with me\nGot you higher than a kite\nCome on and dance with me\nSay the word and I'll summon the band\nWith my hand\nLet your mind and your body be free\nDance with me ha\nYou gotta keep on makin' me high\nYou gotta keep on makin' me high\nIf you're free and you like what you see\nDance with me\nYou got to keep dancing 'cause it's making me high\nYou got to keep keep dancing\nYou got to keep dancing 'cause it's making me high\nYou got to keep keep dancing\nYou got to keep dancing 'cause it's making me high \nYou got to keep keep dancing \nYou got to keep dancing 'cause it's making me high \nYou got to keep keep dancing \nYou gotta keep on makin' me high\nYou gotta keep on makin' me high\nIf you're feeling sad and blue\nCome on and dance with me\nI can make your dreams come true\nCome on and dance with me\nSay the word and I'll summon the band\nWith my hand\nLet your mind and your body be free\nDance with me\nYou gotta keep on makin' me high\nYou gotta keep on\nYou gotta keep on makin' me high\nYou gotta keep on\nLet your mind and your body be free\nDance with me ha"""
