Rank,Song,Artist,Year,Lyrics
11,"Higher",Creed,2000,b' When dreaming I m guided to another world Time and time again At sunrise I fight to stay asleep Because I don t want to leave the comfort of this place Because there s a hunger a longing to escape From the life I live when I m awake So let s go there Let s make our escape Come on let s go there Let s ask Can we stay Can you take me higher To a place where blind men see Can you take me higher To a place with golden streets Although I would like our world to change It helps me to appreciate Those nights and those dreams But my friend I d sacrifice all those nights If I could make the Earth and my dreams the same The only difference is To let love replace all our hate So let s go there Let s make our escape Come on let s go there Let s ask Can we stay Can you take me higher To a place where blind men see Can you take me higher To a place with golden streets So let s go there Let s make our escape Come on let s go there Let s ask Can we stay Up high I feel like I m alive for the very first time Set up high I m strong enough to take these dreams and make them mine Set up high I m strong enough to take these dreams and make them mine Can you take me higher To a place where blind men see Can you take me higher To a place with golden streets Can you take me higher To a place where blind men see Can you take me higher To a place with golden streets'
12,"Try Again",Aaliyah,2000,b' It s been a long time we shouldn t have left you Without a dope beat to step to Step to step to step to step to step to scratching It s been a long time we shouldn t have left you Without a dope beat to step to Step to step to step to step to scratching Baby girl oh What would you do to get to me What would you say to have your way Would you give up or try again If I hesitated to let you in Now would you be yourself or play your role Tell all the boys I keep it low If I say no would you turn away Or play me off or would you stay And if at first you don t succeed Then dust yourself off and try again You can dust it off and try again try again Cause if at first you don t succeed You can dust it off and try again Dust yourself off and try again try again I m into you you into me But I can t let it go so easily Not til I see whether this could be Could be eternity or just a week Ayo our chemistry is off the chain It s perfect now but will it change This ain t a yes this ain t a no Just do your thing we ll see how it goes And if at first you don t succeed Then dust yourself off and try again You can dust it off and try again try again Cause if at first you don t succeed You can dust it off and try again Dust yourself off and try again try again You don t wanna throw it all away I might be shy on the first date what about the next date Huh huh huh huh I said you don t wanna throw it all away I might be bugging on the first date what about the next date Huh huh huh huh And if at first you don t succeed Then dust yourself off and try again You can dust it off and try again try again Cause if at first you don t succeed You can dust it off and try again Dust yourself off and try again try again And if at first you don t succeed Then dust yourself off and try again You can dust it off and try again try again Cause if at first you don t succeed You can dust it off and try again Dust yourself off and try again try again And if at first you don t succeed Then dust yourself off and try again You can dust it off and try again try again Cause if at first you don t succeed You can dust it off and try again Dust yourself off and try again try again It s been a long time we shouldn t have left you Without a dope beat to step to Step to step to step to step to Step to step to freaky freaky It s been a long time we shouldn t have left you Without a dope beat to step to Step to step to step to step to Step to step to freaky freaky And if at first you don t succeed Then dust yourself off and try again You can dust it off and try again try again Cause if at first you don t succeed You can dust it off and try again Dust yourself off and try again try again It s been a long time we shouldn t have left you Without a dope beat to step to Step to step to step to step to Step to step to freaky freaky It s been a long time we shouldn t have left you Without a dope beat to step to Step to step to step to step to Step to step to freaky freaky'
13,"Jumpin' Jumpin'",Destiny's Child,2000,b' Ladies leave your man at home The club is full of ballers and their pockets full grown And all you fellas leave your girl with her friends Cause it s eleven thirty and the club is jumpin jumpin Though he say he got a girl Yeah it s true you got a man But the party ain t gon stop So let s make it hot hot Last weekend you stayed at home alone and lonely Couldn t find your man he was chilling with his homies This weekend you re going out If he try to to stop you you re going off You got your hair done and your nails done too A new outfit and your Fendi shoes And when you re through parlaying at the hottest spot Tonight you re gonna find the fellas Rollin in the Lexus drops and Hummers Though he say he got a girl Yeah it s true you got a man But the party ain t gon stop So let s make it hot hot Ladies leave your man at home The club is full of ballers and their pockets full grown And all you fellas leave your girl with her friends Cause it s eleven thirty and the club is jumpin jumpin Ladies leave your man at home The club is full of ballers and their pockets full grown And all you fellas leave your girl with her friends Cause it s eleven thirty and the club is jumpin jumpin Though he say he got a girl Yeah it s true you got a man But the party ain t gon stop So let s make it hot hot Call your boys cause tonight you re not gonna stay at home Should tell your girl she ain t coming tonight you re going solo Cut her off cause she talk some noise You know you got the right to get your party on So get your haircut and your car washed too Lookin like a star in your Armani suit You need to look your best cause you re turnin heads tonight You re gonna find a sexy chica that s gonna dance all night if you wanna Though he say he got a girl Yeah it s true you got a man But the party ain t gon stop So let s make it hot hot Ladies leave your man at home The club is full of ballers and their pockets full grown And all you fellas leave your girl with her friends Cause it s eleven thirty and the club is jumpin jumpin Ladies leave your man at home The club is full of ballers and their pockets full grown And all you fellas leave your girl with her friends Cause it s eleven thirty and the club is jumpin jumpin Sexy women do that dance Fly ladies work your man Balling fellas time to clown We can get down now Bounce baby bounce bo bounce bounce bo bounce twirk it twirk it Shake baby shake sha shake shake work it work it Twist baby twist tw twist you better dip that thing Bounce baby bounce bo bounce bounce bo bounce twirk it twirk it Shake baby shake sha shake shake work it work it Twist baby twist tw twist you better dip that thing Sexy women do that dance Fly ladies work your man Balling fellas time to clown We can get down now Ladies leave your man at home The club is full of ballers and their pockets full grown And all you fellas leave your girl with her friends Cause it s eleven thirty and the club is jumpin jumpin Ladies leave your man at home The club is full of ballers and their pockets full grown And all you fellas leave your girl with her friends Cause it s eleven thirty and the club is jumpin jumpin Ladies leave your man at home The club is full of ballers and their pockets full grown And all you fellas leave your girl with her friends Cause it s eleven thirty and the club is jumpin jumpin Ladies leave your man at home The club is full of ballers and their pockets full grown And all you fellas leave your girl with her friends Cause it s eleven thirty and the club is jumpin jumpin I ain t thinkin about my man tonight Uh huh I ain t worried my girl aight All you ladies leave your man at home The club is full of ballers and their pockets full grown And all you fellas leave your girl with her friends Cause it s eleven thirty and the club is jumpin jumpin Ladies leave your man at home The club is full of ballers and their pockets full grown And all you fellas leave your girl with her friends Cause it s eleven thirty and the club is jumpin jumpin Thou shall say my name'
14,"Thong Song",Sisqó,2000,b' This thing right here Is lettin all the ladies know What guys talk about You know The finer things in life Hahaha Check it out Ooh that dress so scandalous And you know another nigga couldn t handle it See you shaking that thing like who s the ish With a look in your eye so devilish Uh you like to dance at all the hip hop spots And you cruise to the crews like connect the dots Not just urban she likes the pop Cause she was livin la vida loca She had dumps like a truck truck truck Thighs like what what what Baby move your butt butt butt Uh I think I ll sing it again She had dumps like a truck truck truck Thighs like what what what All night long Let me see that thong Baby That thong th thong thong thong I like it when the beat goes Baby make your booty go That thong th thong thong thong Listen that girl so scandalous And I know another nigga couldn t handle it And she shaking that thing like who s the ish With a look in her eye so devilish Uh she like to dance at all the hip hop spots And she cruise to the crews like connect the dots Not just urban she likes the pop Cause she was livin la vida loca She had dumps like a truck truck truck Thighs like what what what Baby move your butt butt butt Uh I think I ll sing it again She had dumps like a truck truck truck Thighs like what what what All night long Let me see that thong Baby That thong th thong thong thong I like it when the beat goes Baby make your booty go That thong th thong thong thong Yeah Come on Baby That thong th thong thong thong Said I Uh All right That thong That dress so scandalous And I swear another nigga couldn t handle it See you shaking that thing like who s the ish With a look in your eye so devilish Uh you like to dance at all the hip hop spots And you cruise to the crews like connect the dots Not just urban she likes the pop Cause she was livin la vida loca She had dumps like a truck truck truck Thighs like what what what Baby move your butt butt butt I think I ll sing it again Cuz she had dumps like a truck truck truck Thighs like what what what Baby move your butt butt butt I think I ll sing it again Come on Come on Come on Come on Yeahhhh yeah Baby That thong th thong thong thong Said I like the way oh Baby uh That thong th thong thong thong Listen said I like the way I don t think you heard me That thong th thong thong thong Said I like the way You move that thing I see your body Glistening Your thighs your knees Your breasts your feet Oh please tell me Baby Oh whoa Uh alright That thong th thong thong thong Uh whoa yeah Ooh Whoa Baby That thong th thong thong thong That thong th thong thong thong'
15,"Kryptonite",3 Doors Down,2000,b' Well I took a walk around the world to ease my troubled mind I left my body lying somewhere in the sands of time But I watched the world float to the dark side of the moon I feel there s nothing I can do yeah I watched the world float to the dark side of the moon After all I knew it had to be something to do with you I really don t mind what happens now and then As long as you ll be my friend at the end If I go crazy then will you still call me Superman If I m alive and well will you be there and holding my hand I ll keep you by my side with my superhuman might Kryptonite You called me strong you called me weak But still your secrets I will keep You took for granted all the times I never let you down You stumbled in and bumped your head If not for me then you d be dead I picked you up and put you back on solid ground If I go crazy then will you still call me Superman If I m alive and well will you be there and holding my hand I ll keep you by my side with my superhuman might Kryptonite If I go crazy then will you still call me Superman If I m alive and well will you be there holding my hand I ll keep you by my side with my superhuman might Kryptonite yeah If I go crazy then will you still call me Superman If I m alive and well will you be there and holding my hand I ll keep you by my side with my superhuman might Kryptonite All around the world All around the world All around the world'
16,"There You Go",Pink,2000,b' Please don t come around talking about that you love me Because that love shit just is not for me And I don t wanna hear that you adore me And I know that all you re doing is running your mind games Don t you know my game beats these games So your best bet is to be straight with me So you say you wanna talk let s talk If you won t talk I ll walk Yeah it s like that I got a new man he s waiting out back Now what whatcha think about that Now when I say I m through I m through Basically I m through with you Whatcha wanna say had to have it your way had to play games Now you re begging me to stay There you go looking pitiful Just because I let you go There you go talking bout you want me back But sometimes it be s like that so There you go talking bout you miss me so that you love me so why I let you go There you go because your lies got old Look at you there you go Please don t come around talking about how you changed How you said good bye to what s her name All it sounds like to me is new game And I was right when I thought I d be much better off without you Had to get myself from round you because my life was all about you So you say you wanna talk I don t Say you wanna change I won t Yeah it s like that Had your chance won t take you back Now what what you think about that And when I say I m through I m through Basically I m through with you What you wanna say Had to have it your way had to play games now you re begging me to stay There you go looking pitiful Just because I let you go There you go talking bout you want me back But sometimes it be s like that so There you go talking bout you miss me so that you love me so why I let you go There you go because your lies got old Look at you there you go Oh don t you wish you could turn the hands of time Don t you wish you still were mine Don t you wish I d take you back Don t you wish that things were simple like that oh Didn t miss a good thing till it s gone But I knew it wouldn t be long till you came running back Missing my love there you go There you go looking pitiful Just because I let you go There you go talking bout you want me back But sometimes it be s like that so There you go talking bout you miss me so that you love me so why I let you go There you go because your lies got old Look at you there you go There you go looking pitiful Just because I let you go There you go talking bout you want me back But sometimes it be s like that so There you go talking bout you miss me so that you love me so why I let you go There you go because your lies got old Look at you there you go There you go looking pitiful Just because I let you go There you go talking bout you want me back But sometimes it be s like that so There you go talking bout you miss me so that you love me so why I let you go There you go because your lies got old Look at you there you go So there you go there you go'
17,"Music",Madonna,2000,b' Hey Mr DJ put a record on I wanna dance with my baby Do you like to Boogie woogie do you like to Boogie woogie do you like to Boogie woogie do you like like like acid rock Hey Mr DJ put a record on I wanna dance with my baby And when the music starts I never wanna stop It s gonna drive me crazy Music music music music music music music music music Music makes the people come together Music mix the bourgeoise and the rebel Don t think of yesterday and I don t look at the clock I like to boogie woogie It s like ridin on the wind and it never goes away Touches everything I m in got to have it every day Music makes the people come together yeah Music mix the bourgeoise and the rebel Hey Mr DJ Do you like to Boogie woogie do you like to Boogie woogie do you like to Boogie woogie do you like like like acid rock Hey Mr DJ put a record on I wanna dance with my baby And when the music starts I never wanna stop It s gonna drive me crazy Music makes the people come together yeah Music mix the bourgeoise and the rebel Do you like to Boogie woogie do you like to Boogie woogie do you like to Boogie woogie do you like like like acid rock Do you like to boogie woogie do you like to Boogie woogie do you like to Boogie woogie do you like like like acid rock '
18,"Doesn't Really Matter",Janet Jackson,2000,b' Doesn t matter doesn t matter Doesn t matter at all Doesn t matter what your friends are telling you Doesn t matter what my family s saying too It just matters that I m in love with you It only matters that you love me too It doesn t matter if they won t accept you I m accepting of you and the things you do Just as long as it s you Nobody but you baby baby My love for you unconditional love too Gotta get up get up get up get up get up And show you that it Doesn t really matter what the eye is seeing Cause I m in love with the inner being Doesn t really matter what they believe What matters to me is you re in love with me Doesn t really matter what the eye is seeing Cause I m in love with the inner being Doesn t really matter what they believe What matters to me is you re nutty nutty nutty for me Just what I asked for you re so loving and kind And I can t believe you re mine Doesn t matter if you re feeling insecure Doesn t matter if you re feeling so unsure Cause I ll take away the doubt within your heart And show that my love will never hurt or harm Doesn t matter what the pain we go through Doesn t matter if the money s gone too Just as long as I m with you Nobody but you baby baby Your love for me unconditional I see Gotta get up get up get up get up get up And show you that it Doesn t really matter what the eye is seeing Cause I m in love with the inner being Doesn t really matter what they believe What matters to me is you re in love with me Doesn t really matter what the eye is seeing Cause I m in love with the inner being Doesn t really matter what they believe What matters to me is you re nutty nutty nutty for me Doesn t really matter what the eye is seeing Cause I m in love with the inner being Doesn t really matter what they believe What matters to me is you re in love with me Doesn t really matter what the eye is seeing Cause I m in love with the inner being Doesn t really matter what they believe What matters to me is you re nutty nutty nutty for me Oh just what I asked for you re so loving and kind And I can t believe you re mine Doesn t matter what they say Cause you know I m gonna love you anyway Doesn t matter what they do Cause my love will always be with you My love for you unconditional love too Gotta get up get up get up get up get up And show you that my love is true and it s just for you Doesn t really matter what the eye is seeing Cause I m in love with the inner being Doesn t really matter what they believe What matters to me is you re in love with me Doesn t really matter what the eye is seeing Cause I m in love with the inner being Doesn t really matter what they believe What matters to me is you re nutty nutty nutty for me Nutty nutty nutty my love for you I can t believe my dreams come true I ve finally found somebody whose heart is true And best of all you love me too And nutty nutty nutty my love for you I can t believe my dreams come true I ve finally found somebody whose heart is true And best of all you re nutty nutty nutty for me Nutty nutty nutty my love for you I can t believe my dreams come true I ve finally found somebody whose heart is true And best of all is you love me too Nutty nutty nutty my love for you I can t believe my dreams come true I ve finally found somebody whose heart is true And best of all is you re nutty nutty nutty for me Nutty nutty nutty my love for you I can t believe my dreams come true I ve finally found somebody whose heart is true And best of all is you love me too And nutty nutty nutty my love for you I can t believe my dreams come true I ve finally found somebody whose heart is true And best of all is you re nutty nutty nutty for me'
19,"What a Girl Wants",Christina Aguilera,2000,b' What a girl wants what a girl needs What a girl wants what a girl needs I wanna thank you for giving me time to breathe Like a rock you waited so patiently While I got it together oh while I figured it out I only looked but I never touched Cause in my heart was a picture of us Holding hands making plans And it s lucky for me you understand What a girl wants what a girl needs Whatever makes me happy sets you free And I m thanking you for knowing exactly What a girl wants what a girl needs Whatever keeps me in your arms And I m thanking you for giving it to me What I want is what you got And what you got is what I want There was a time I was blind I was so confused Run away just to hide it all from you But baby you knew me better than I knew myself They say if you love something let it go If it comes back it s yours that s how you know It s for keeps yeah it s for sure And you re ready and willing to give me more than What a girl wants what a girl needs Whatever makes me happy sets you free And I m thanking you for knowing exactly What a girl wants what a girl needs Whatever keeps me in your arms And I m thanking you for giving it to me What a girl wants what a girl needs Somebody sensitive courageous Sexy cool like you What a girl wants what a girl needs What a girl wants What a girl needs You let a girl know how much you care about her I swear you re the one who always knew You knew you knew you knew you knew Ooh I m thanking you for being there for me What a girl wants what a girl needs Whatever keeps me in your arms Whatever keeps me in your arms that s what I need What a girl wants what a girl needs Whatever makes me happy sets you free And I m thanking you for knowing exactly What a girl wants what a girl needs Whatever keeps me in your arms And I m thanking you for giving it to me What a girl wants what a girl needs Whatever makes me happy sets you free And I m thanking you for giving it to me Oh baby oh darlin I thank you Thank you for givin me what I need And for what I want'
20,"Back at One",Brian McKnight,2000,b' It s undeniable That we should be together It s unbelievable how I used to say that I d fall never The basis is need to know if you don t know just how I feel Then let me show you now that I m for real If all things in time time will reveal Yeah One you re like a dream come true Two just wanna be with you Three girl it s plain to see That your the only one for me and Four repeat steps one through three Five make you fall in love with me If ever I believe my work is done Then I start back at one Yeah yeah It s so incredible the way things work themselves out And all emotional once you know what it s all about babe And undesirable for us to be apart Never would of made it very far Cause you know you ve got the keys to my heart Cause One you re like a dream come true Two just wanna be with you Three girl it s plain to see That your the only one for me and Four repeat steps one through three Five make you fall in love with me If ever I believe my work is done Then I start back at one Say farewell to the dark of night I see the coming of the sun I feel like a little child whose life has just begun You came and breathed new life into this lonely heart of mine You threw out the life line just in the nick of time One you re like a dream come true Two just wanna be with you Three girl it s plain to see That your the only one for me and Four repeat steps one through three Five make you fall in love with me If ever I believe my work is done Then I start back at one'
