Rank,Song,Artist,Year,Lyrics
11,Quit Playing Games (With My Heart),Backstreet Boys,1997,b' Baby oh Even in my heart I see You re not being true to me Deep within my soul I feel Nothing s like it used to be Sometimes I wish I could turn back time Impossible as it may seem But I wish I could so bad baby Quit playing games with my heart Quit playing games with my heart Before you tear us apart Quit playing games with my heart I should have known from the start You know you have got to stop You are tearing us apart Quit playin games with my heart I live my life the way To keep you coming back to me Everything I do is for you So what is it that you can t see Sometimes I wish I could turn back time Impossible as it may seem But I wish I could so bad baby You better Quit playing games with my heart Quit playing games with my heart Before you tear us apart Quit playing games with my heart I should have known from the start You know you have got to stop You are tearing us apart Quit playin games with my heart Quit playing games Baby baby the love that we had was so strong Don t leave me hanging here forever Oh baby baby this is not alright let s stop this tonight Baby oh Quit playing games Na na na na na na Na na na na na na baby Na na na na na na Sometimes I wish I could turn back time Impossible as it may seem But I wish I could so bad baby Quit playing games with my heart Quit playing games with my heart Before you tear us apart Quit playing games with my heart I should have known from the start You know you have got to stop You are tearing us apart Quit playin games with my heart Quit playing games with my heart Na na na na na na Na na na na na baby Na na na na na na Quit playing games with my heart my heart with my heart my heart Na na na na na na Na na na na na baby Na na na na na na'
12,MMMBop,Hanson,1997,b'Oh Oh oh oh Oh oh oh oh Yeah You have so many relationships in this life Only one or two will last You go through all the pain and strife Then you turn your back and they re gone so fast Oh yeah And they re gone so fast yeah Oh so hold on the ones who really care In the end they ll be the only ones there And when you get old and start losing your hair Can you tell me who will still care Can you tell me who will still care Oh care Mmmbop ba duba dop Ba du bop ba duba dop Ba du bop ba duba dop Ba du yeah e yeah Mmmbop ba duba dop Ba du bop ba duba dop Ba du bop ba duba dop Ba du yeah e yeah Said oh yeah In an mmmbop they re gone Yeah yeah Plant a seed plant a flower plant a rose You can plant any one of those Keep planting to find out which one grows It s a secret no one knows It s a secret no one knows Oh no one knows Mmmbop ba duba dop Ba du bop ba duba dop Ba du bop ba duba dop Ba du yeah e yeah Mmmbop ba duba dop Ba du bop ba duba dop Ba du bop ba duba dop Ba du yeah e yeah In an mmmbop they re gone In an mmmbop they re not there In an mmmbop they re gone In an mmmbop they re not there Until you lose your hair Oh but you don t care yeah Mmm bop ba duba dop ba do bop Ba duba dop ba do bop Ba duba dop ba do yeah yeah Mmm bop ba duba dop ba do bop Ba duba dop ba do bop Ba duba dop ba do yeah yeah Can you tell me Oh No you can t cause you don t know Can you tell me Oh yeah You say you can but you don t know Can you tell me Oh No you can t but you don t know Can you tell me You say you can but you don t know Say you can but you don t know You don t know how you don t know how Mmmbop duba Du bop du Yeah yeah Mmmbop oh yeah duba Du bop du Oh yeah Mmmbop ba duba dop Ba du bop ba duba dop Ba du bop ba duba dop Ba du yeah e yeah Mmmbop ba duba dop Ba du bop ba duba dop Ba du bop ba duba dop Ba du yeah e yeah Mmmbop ba duba dop Ba du bop ba duba dop Ba du bop ba duba dop Ba du yeah e yeah Mmmbop ba duba dop Ba du bop ba duba dop Ba du yeah e yeah'
13,For You I Will,Monica,1997,b' When you re feeling lost in the night When you feel your world just ain t right Call on me I will be waiting Count on me I will be there Anytime the times get too tough Anytime your best ain t enough I ll be the one to make it better I ll be there to protect you See you through I ll be there and there is nothing I won t do I will cross the ocean for you I will go and bring you the moon I will be your hero your strength Anything you need I will be the sun in your sky I will light your way for all time Promise you For you I will I will shield your heart from the rain I will let no harm come your way Oh these arms will be your shelter No these arms won t let you down If there is a mountain to move I will move that mountain for you I m here for you I m here forever I will be your fortress tall and strong I ll keep you safe I ll stand beside you right or wrong I will cross the ocean for you I will go and bring you the moon I will be your hero your strength Anything you need I will be the sun in your sky I will light your way for all time Promise you For you I will For you I will lay my life on the line For you I will fight oooooh For you I will die With every breath with all my soul I ll give my world I ll give it all Put your faith in me And I ll do anything I will cross the ocean for you I will go and bring you the moon I will be your hero your strength Anything you need I will be the sun in your sky I will light your way for all time Promise you For you I will I will I will I will I will cross the ocean for you I will go and bring you the moon I will be your hero your strength Anything you need I will be the sun in your sky I will let you wait for all times Promise you For you I will I promise you For you I will'
14,You Make Me Wanna...,Usher,1997,b' This is what you do this is what you do This is what you do this is what you do You make me wanna leave the one I m with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I m with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me Before anything began between us You were like my best friend The one I used to run and talk to when me and my girl was having problems You used to say it would be okay Suggest little nice things I should do And when I go home at night and lay my head down All I seem to think about is you And how You make me wanna leave the one I m with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I m with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me Now what s bad is you re the one that hooked us up Knowing it should ve been you What s sad is I love her but I m falling for you What should I do Should I tell my baby bye bye Should I do exactly what I feel inside Cause I I don t wanna go don t need to stay But I really need to get it together You make me wanna leave the one I m with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I m with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me At this point the situation s out of control I never meant to hurt her but I gotta let her go And she may not understand it while all of this is going on I tried I tried to fight it but the feeling s just too strong You make make make me You make me wanna You make me wanna You make me wanna You make me wanna You make me wanna You make me wanna You make me wanna You make me wanna Come along with You re making me you re making me You make me wanna leave the one I m with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I m with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I m with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I m with Start a new relationship with you this is what you do Think about a ring and all the '
15,Bitch,Meredith Brooks,1997,b' I hate the world today You re so good to me I know but I can t change Tried to tell you but you look at me like maybe I m an angel underneath Innocent and sweet Yesterday I cried You must have been relieved to see the softer side I can understand how you d be so confused I don t envy you I m a little bit of everything all rolled into one I m a bitch I m a lover I m a child I m a mother I m a sinner I m a saint I do not feel ashamed I m your Hell I m your dream I m nothing in between You know you wouldn t want it any other way So take me as I am This may mean you ll have to be a stronger man Rest assured that when I start to make you nervous And I m going to extremes Tomorrow I will change and today won t mean a thing I m a bitch I m a lover I m a child I m a mother I m a sinner I m a saint I do not feel ashamed I m your Hell I m your dream I m nothing in between You know you wouldn t want it any other way Just when you think you got me figured out The season s already changing I think it s cool you do what you do And don t try to save me I m a bitch I m a lover I m a child I m a mother I m a sinner I m a saint I do not feel ashamed I m your Hell I m your dream I m nothing in between You know you wouldn t want it any other way I m a bitch I m a tease I m a goddess on my knees When you hurt when you suffer I m your angel undercover I ve been numb I m revived Can t say I m not alive You know I wouldn t want it any other way'
16,Nobody,Keith Sweat,1997,b' I wanna tease you I wanna please you I wanna show you baby that I need you I want your body til the very last drop I want you to holler when you want me to stop And who can love you like me Who can sex you like me Who can treat you like me my baby Nobody baby And who can do it like me Who can give you what you need Who can do you all night long Nobody baby I want the night for me and you So come here baby and let me do it to you Don t be afraid cause I won t bite I promise to give it to you just the way you like And who can love you like me Who can sex you like me And who can lay your body down Nobody baby And who can treat you like me Who can give you what you need Who can do you all night long Nobody baby And the band keeps playin on On on on and on on On on on and on on On on on and on on Nobody baby On on on and on on On on on and on on On on on and on on Nobody baby I want you right now for my lover Place no one above you If you need a love I ll be right there I ll be right there baby I ll come runnin oh baby Oh yes I will Oh yes I will baby And who can love you like me baby Nobody Who can sex your body right baby Nobody No no no no no no Who can lay you down just like me Nobody Who can kiss you '
17,Semi-Charmed Life,Third Eye Blind,1997,b' Doo doo doo doo doo doo doo Doo doo doo doo doo doo doo Doo doo doo doo doo doo doo Doo doo doo I m packed and I m holding I m smiling She s living she s golden she lives for me Says she lives for me Ovation her own motivation She comes round and she goes down on me And I make her smile like a drug for you Do ever what you want to do coming over you Keep on smiling what we go through One stop to the rhythm that divides you And I speak to you like the chorus to the verse Chop another line like a coda with a curse Come on like a freak show takes the stage We give them the games we play she say I want something else To get me through this Semi charmed kind of life baby baby I want something else I m not listening when you say Goodbye Doo doo doo doo doo doo doo Doo doo doo doo doo doo doo Doo doo doo doo doo doo doo Doo doo doo The sky was gold it was rose I was taking sips up into my nose And I wish I could get back there some place back there Smiling in the pictures you would take Doing crystal meth will lift you up until you break It won t stop I won t come down I keep stock with a tick tock rhythm a bump for the drop And then I bumped up I took the hit that I was given Then I bumped again then I bumped again I said How do I get back there To the place where I fell asleep inside you How do I get myself back to The place where you said I want something else To get me through this Semi charmed kind of life baby baby I want something else I m not listening when you say Goodbye I believe in the sand beneath my toes The beach gives a feeling an earthy feeling I believe in the faith that grows And the four right chords can make me cry When I m with you I feel like I could die And that would be all right all right And when the plane came in she said she was crashing The velvet it rips in the city We tripped on the urge to feel alive But now I m struggling to survive Those days you were wearing that velvet dress You re the priestess I must confess Those little red panties they pass the test So slide up round the belly face down on the mattress one And you hold me And we are broken Still it s all that I want to do just a little now Feel myself hovering off the ground I m scared I m not coming down No no And I won t run for my life She s got her jaws now locked down in a smile But nothing is all right all right And I want something else To get me through this life baby I want something else Not listening when you say Goodbye goodbye Goodbye goodbye Doo doo doo doo doo doo doo Doo doo doo doo doo doo doo Doo doo doo doo doo doo doo The sky was gold it was rose I was taking sips up into my nose And I wish I could get back there some place back there In the place we used to start our lives Doo doo doo doo doo doo doo Doo doo doo doo doo doo doo Doo doo doo doo doo doo doo '
18,Barely Breathing,Duncan Sheik,1997,b' I know what you re doing I see it all too clear I only taste the saline when I kiss away your tears You really had me going wishing on a star But the black holes that surround you are heavier by far I believed in your confusion you were so completely torn It must ve been that yesterday was the day that I was born There s not much to examine there s nothing left to hide You really can t be serious you have to ask me why I say goodbye Cause I am barely breathing and I can t find the air Don t know who I m kidding imagining you care And I could stand here waiting a fool for another day I don t suppose it s worth the price you re worth the price the price that I would pay And everyone keeps asking what s it all about I used to be so certain and I can t figure out What is this attraction I can only feel the pain There s nothing left to reason and only you to blame Will it ever change Cause I am barely breathing and I can t find the air Don t know who I m kidding imagining you care And I could stand here waiting a fool for another day I don t suppose it s worth the price you re worth the price the price that I would pay But I m thinking it over anyway I m thinking it over anyway I ve come to find I may never know Your changing mind is it friend or foe I rise above or sink below With every time you come and go Please don t come and go Cause I am barely breathing and I can t find the air Don t know who I m kidding imagining you care And I could stand here waiting a fool for another day I don t suppose it s worth the price you re worth the price the price that I would pay But I m thinking it over anyway I m thinking it over anyway I know what you re doing I see it all too clear'
19,Hard to Say I'm Sorry,Az Yet,1997,b' Everybody needs a little time away I heard her say from each other Even lovers need a holiday Far away from each other Hold me now it s hard for me to say I m sorry I just want you to stay And after all that you ve been through I will make it up to you I promise you baby And after all that s been said and done You re just a part of me I can t let go Couldn t stand to be kept away Not for a day from your body Wouldn t want to be swept away Far away from the one that I love Hold me now it s hard for me to say I m sorry I just want you to know Hold me now I really want to tell you I m sorry I could never let you go And after all that we ve been through I will make it up to you I promise you And after all that s been said and done You re just a part of me I can t let go I can t let go'
20,Mo Money Mo Problems,The Notorious B.I.G.,1997,b' Now who s hot who not Tell me who rock who sell out in the stores You tell me who flopped who copped the blue drop Whose jewels got rocks Who s mostly Dolce down to the tube sock The same old pimp Mase You know ain t nothing change but my limp Can t stop till I see my name on a blimp Guarantee a million sales call it level up You don t believe in Harlem World nigga double up We don t play around it s a bet lay it down Niggas didn t know me 91 bet they know me now I m the young Harlem nigga with the Goldie sound Can t no Ph D niggas hold me down Cudda schooled me to the game now I know my duty Stay humble stay low blow like Hootie True pimp niggas spend no dough on the booty And then you yell There go Mase there go your cutie I don t know what they want from me It s like the more money we come across The more problems we see I m the D to the A to the D D Y Know you d rather see me die than to see me fly I call all the shots rip all the spots Rock all the rocks cop all the drops I know you thinking now When all the ballin stops Nigga never home gotta call me on the yacht Ten years from now we ll still be on top Yo I thought I told you that we won t stop Now what you gon do with a crew That got money much longer than yours And a team much stronger than yours Violate me this ll be your day we don t play Mess around be D O A be on your way Cause it ain t enough time here Ain t enough lime here for you to shine here Deal with many women but treat dimes fair And I m bigger than the city lights down in Times Square I don t know what they want from me It s like the more money we come across The more problems we see B I G P O P P A No info for the DEA Federal agents mad cause I m flagrant Tap my cell and the phone in the basement My team supreme stay clean Triple beam lyrical dream I be that Cat you see at all events bent Gats in holsters girls on shoulders Playboy I told ya mere mics to me Bruise too much I lose too much Step on stage the girls boo too much I guess it s cause you run with lame dudes too much Me lose my touch Never that If I did ain t no problem to get the gat Where the true players at Throw your Rolies in the sky Wave em side to side and keep your hands high While I give your girl the eye player please Lyrically niggas see B I G be flossin Jig on the cover of Fortune 5 double O Here s my phone number your man ain t got to know I got the dough got the flow down pizat Platinum plus like thizat Dangerous on trizacks leave your ass flizat I don t know what they want from me It s like the more money we come across The more problems we see'
21,The Freshmen,The Verve Pipe,1997,b' When I was young I knew everything And she a punk who rarely ever took advice Now I m guilt stricken sobbin with my head on the floor Stopped a baby s breath and a shoe full of rice no Can t be held responsible She was touching her face I won t be held responsible She fell in love in the first place For the life of me I cannot remember What made us think that we were wise And we d never compromise For the life of me I cannot believe We d ever die for these sins we were merely freshmen My best friend took a week s vacation to forget her His girl took a week s worth of valium and slept And now he s guilt stricken sobbin with his head on the floor Thinks about her now and how he never really wept he said Can t be held responsible She was touching her face I won t be held responsible She fell in love in the first place For the life of me I cannot remember What made us think that we were wise And we d never compromise For the life of me I cannot believe We d ever die for these sins We were merely freshmen We tried to wash our hands of all of this We d never talk of our lacking relationships And how we re guilt stricken sobbin with our heads on the floor We fell through the ice when we tried not to slip we d say Can t be held responsible She was touching her face And I won t be held responsible She fell in love in the first place For the life of me I cannot remember What made us think that we were wise And we d never compromise For the life of me I cannot believe We d ever die for these sins we were merely freshmen For the life of me I cannot remember What made us think that we were wise And we d never compromise For the life of me I cannot believe We d ever die for these sins we were merely freshmen We were merely freshmen We were only freshmen'
22,I Want You,Savage Garden,1997,b' Anytime I need to see your face I just close my eyes And I am taken to a place Where your crystal mind And magenta feelings take up shelter In the base of my spine Sweet like a chic a cherry cola I don t even try to explain I just hold on tight And if it happens again I might move so slightly To the arms And the lips and the face Of the human cannonball that I need to I want to Come stand a little bit closer Breathe in and get a bit higher You ll never know what hit you When I get to you Ooh I want you I don t know if I need you but Ooh I d die to find out Ooh I want you I don t know if I need you but Ooh I d die to find out I m the kind of person Who endorses a deep commitment Getting comfy getting perfect Is what I live for But a look and then A smell of perfume It s like I m down on the floor And I don t know what I m in for Conversation has a time and place In the interaction Of a lover and a mate But the time of talking Using symbols using words Can be likened To a deep sea diver Who is swimming with a raincoat Come stand a little bit closer Breathe in and get a bit higher You ll never know what hit you When I get to you Ooh I want you I don t know if I need you but Ooh I d die to find out Ooh I want you I don t know if I need you but Ooh I d die to find out Anytime I need to see your face I just close my eyes And I am taken to a place Where your crystal mind And magenta feelings take up shelter In the base of my spine Sweet like a chic a cherry cola I don t even try to explain I just hold on tight And if it happens again I might move so slightly To the arms And the lips and the face Of the human cannonball that I need to I want to Ooh I want you I don t know if I need you but Ooh I d die to find out Ooh I want you I don t know if I need you but Ooh I d die to find out Ooh I want you I don t know if I need you but Ooh I d die to find out Ooh I want you I don t know if I need you but Ooh I d die to find out Ooh I want you I don t know if I need you but Ooh I d die to find out Ooh I want you I don t know if I need you but Ooh I d die to find out '
