Rank,Song,Artist,Year,Lyrics
28,Boyfriend,Justin Bieber,2012,b' If I was your boyfriend I d never let you go I can take you places you ain t never been before Baby take a chance or you ll never ever know I got money in my hands that I d really like to blow Swag swag swag on you Chillin by the fire while we eating fondue I dunno about me but I know about you So say hello to falsetto in three two swag I d like to be everything you want Hey girl let me talk to you If I was your boyfriend I d never let you go Keep you on my arm girl you d never be alone I can be a gentleman anything you want If I was your boyfriend I d never let you go I d never let you go Tell me what you like yeah tell me what you don t I could be your Buzz Lightyear fly across the globe I don t never wanna fight yeah you already know I ma a make you shine bright like you re laying in the snow burr Girlfriend girlfriend you could be my girlfriend You could be my girlfriend until the the the world ends Make you dance do a spin and a twirl and Voice goin crazy on this hook like a whirl wind Swaggie I d like to be everything you want Hey girl let me talk to you If I was your boyfriend I d never let you go Keep you on my arm girl you d never be alone I can be a gentleman anything you want If I was your boyfriend I d never let you go I d never let you go So give me a chance cause you re all I need girl Spend a week with your boy I ll be calling you my girlfriend If I was your man I d never leave you girl I just want to love you and treat you right If I was your boyfriend I d never let you go Keep you on my arm girl you d never be alone I can be a gentleman anything you want If I was your boyfriend I d never let you go I d never let you go'
29,Party Rock Anthem,LMFAO,2012,b' Party Rock Yeah Whoo Let s go Party rockers in the house tonight Everybody just have a good time And we gon make you lose your mind Everybody just have a good time Party rockers in the house tonight Everybody just have a good time And we gon make you lose your mind We just wanna see you Shake that In the club Party rock Looking for your girl She on my jock Non stop when we in the spot Booty moving weight like she on the block Where the drank I gots to know Tight jeans tattoo cause I m rock and roll Half black half white domino Gainin money Oprah dough Yo I m running through these hoes like Drano I got that devilish flow rock and roll no halo we party rock Yeah that s the crew that I m reppin On the rise to the top no lead in our zeppelin Party rockers in the house tonight Everybody just have a good time And we gon make you lose your mind Everybody just have a good time Party rockers in the house tonight Everybody just have a good time And we gon make you lose your mind We just wanna see you Shake that Every day I m shufflin Shufflin shufflin Step up fast and be the first girl to make me throw this cash We get money don t be mad now stop hatin is bad One more shot for us Please fill up my cup We just wanna see Now you wanna be Get up get down put your hands up to the sound Get up get down put your hands up to the sound Get up get down put your hands up to the sound Put your hands up to the sound Put your hands up to the sound Get up get up get up Get up get up get up Get up get up get up Put your hands up to the sound To the sound Put your hands up Put your hands up Put your hands up Put your hands up Party rockers in the house tonight Everybody just have a good time And we gon make you lose your mind Everybody just have a good good good time Oh oh oh oh oh Oh oh oh oh oh Oh oh oh oh oh Oh oh oh oh oh Shake that Every day I m shu shufflin Put yo Put yo Put yo Put yo Put yo Put yo Hands up Put yo Put yo Put your hands up Put your hands up Put your hands up'
30,Too Close,Alex Clare,2012,b' You know I m not one to break promises I don t want to hurt you but I need to breathe At the end of it all you re still my best friend But there s something inside that I need to release Which way is right Which way is wrong How do I say that I need to move on You know we re heading separate ways And it feels like I am just too close to love you There s nothing I can really say I can t lie no more I can t hide no more Got to be true to myself And it feels like I am just too close to love you So I ll be on my way You ve given me more than I can return Yet there s oh so much that you deserve Nothing to say Nothing to do I ve nothing to give I must live without you You know we re heading separate ways And it feels like I am just too close to love you There s nothing I can really say I can t lie no more I can t hide no more Got to be true to myself And it feels like I am just too close to love you So I ll be on my way So I ll be on my way And it feels like I am just too close to love you There s nothing I can really say I can t lie no more I can t hide no more Got to be true to myself And it feels like I am just too close to love you So I ll be on my way So I ll be on my way'
31,Part of Me,Katy Perry,2012,b' Days like this I want to drive away Pack my bags and watch your shadow fade You chewed me up and spit me out Like I was poison in your mouth You took my light you drained me down But that was then and this is now Now look at me This is the part of me That you re never gonna ever take away from me no This is the part of me That you re never gonna ever take away from me no Throw your sticks and your stones Throw your bombs and your blows But you re not gonna break my soul This is the part of me That you re never gonna ever take away from me no I just wanna throw my phone away Find out who is really there for me You ripped me off your love was cheap Was always tearing at the seams I fell deep you let me drown But that was then and this is now Now look at me This is the part of me That you re never gonna ever take away from me no This is the part of me That you re never gonna ever take away from me no Throw your sticks and your stones Throw your bombs and your blows But you re not gonna break my soul This is the part of me That you re never gonna ever take away from me no Now look at me I m sparkling A firework a dancing flame You won t ever put me out again I m glowing oh whoa So you can keep the diamond ring It don t mean nothing anyway In fact you can keep everything Yeah yeah except for me This is the part of me That you re never gonna ever take away from me no This is the part of me That you re never gonna ever take away from me no Throw your sticks and your stones Throw your bombs and your blows But you re not gonna break my soul This is the part of me That you re never gonna ever take away from me no This is the part of me Away from me This is the part of me No Throw your sticks and your stones Throw your bombs and your blows But you re not gonna break my soul This is the part of me That you re never gonna ever take away from me no'
32,Young Wild & Free,Snoop Dogg,2012,b' So what we get drunk So what we smoke weed We re just having fun We don t care who sees So what we go out That s how it s supposed to be Living young and wild and free So what I keep em rolled up Saggin my pants not caring what I show Keep it real with my niggas Keep it player for these hoes It look clean don t it Washed it the other day watch how you lean on it Give me some 501 jeans on it Roll joints bigger than King Kong s fingers And smoke them hoes down til they stingers You a class clown and if I skip for the day I m with your bitch smokin grade A You know what It s like I m 17 again Peach fuzz on my face Lookin on the case Tryna find a hella taste Oh my god I m on the chase Chevy It s gettin kinda heavy relevant sellin it Dippin away time keeps slippin away Zip in the safe flippin for pay Tippin like I m drippin in paint Up front four blunts like Khalifa put the weed in a J So what we get drunk So what we smoke weed We re just having fun We don t care who sees So what we go out That s how it s supposed to be Living young and wild and free And I don t even care Cause if me and my team in there There s gonna be some weed in the air Tell em Mac Blowin everywhere we goin and now you knowin When I step right up get my lighter so I can light up That s how it should be done Soon as you thinkin you re down Find how to turn things around Now things are lookin up From the ground up pound up this Taylor Gang So turn my sound up and mount up and do my thang Now I m chillin fresh outta class feelin Like I m on my own and I could probably own a building Got my own car no job no children Had a science project me and Mac killed it T H C M A C D E V H D 3 high as me This is us we gon fuss And we gon fight and we gon roll And live off life So what we get drunk So what we smoke weed We re just having fun We don t care who sees So what we go out That s how it s supposed to be Living young and wild and free Yea roll one smoke one When you live like this you re supposed to party Roll one smoke one and we all just having fun So we just roll one smoke one When you live like this you re supposed to party Roll one smoke one and we all just having fun So what we get drunk So what we smoke weed We re just having fun We don t care who sees So what we go out That s how it s supposed to be Living young and wild and free'
33,We Are Never Ever Getting Back Together,Taylor Swift,2012,b' I remember when we broke up the first time Saying This is it I ve had enough cause like We hadn t seen each other in a month When you said you needed space Then you come around again and say Baby I miss you and I swear I m gonna change trust me Remember how that lasted for a day I say I hate you we break up you call me I love you Ooh ooh ooh ooh ooh We called it off again last night but Ooh ooh ooh ooh ooh This time I m telling you I m telling you We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me But we are never ever ever ever getting back together Like ever I m really gonna miss you picking fights And me falling for it screaming that I m right And you would hide away and find your peace of mind With some indie record that s much cooler than mine Ooh ooh ooh ooh ooh You called me up again tonight but Ooh ooh ooh ooh ooh This time I m telling you I m telling you We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me But we are never ever ever ever getting back together Ooh ooh ooh ooh ooh Ooh ooh ooh ooh ooh Ooh ooh ooh ooh ooh Oh oh oh I used to think that we were forever ever And I used to say Never say never Ugh so he calls me up and he s like I still love you And I m like I just I mean this is exhausting you know Like we are never getting back together like ever We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me But we are never ever ever ever getting back together We Getting back together We Getting back together You go talk to your friends talk to my friends talk to me But we are never ever ever ever getting back together'
34,As Long as You Love Me,Justin Bieber,2012,b' As long as you love me As long as you love me As long as you love me We re under pressure Seven billion people in the world tryna fit in Keep it together Smile on your face even though your heart is frowning But hey now you know girl We both know it s a cruel world But I will take my chances As long as you love me We could be starving we could be homeless we could be broke As long as you love me I ll be your platinum I ll be your silver I ll be your gold As long as you love me As long as you love me love me I ll be your soldier Fighting every second of the day for your dreams girl I ll be your Hova You could be my Destiny s Child on the scene girl So don t stress and don t cry Oh we don t need no wings to fly Just take my hand As long as you love me We could be starving we could be homeless we could be broke As long as you love me I ll be your platinum I ll be your silver and I ll be your gold As long as you love me As long as you love me love me I don t know if this makes sense but you re my hallelujah Give me a time and place I ll rendezvous it I ll fly you to it I ll beat you there Girl you know I got you Us trust a couple things I can t spell without U Now we on top of the world cause that s just how we do Used to tell me sky s the limit now the sky s our point of view Man we stepping out like woah oh God Cameras point and shoot Ask me What s my best side I stand back and point at you you you The one that I argue with feel like I need a new girl to be bothered with But the grass ain t always greener on the other side it s green where you water it So I know we got issues baby true true true But I d rather work on this with you Than to go ahead and start with someone new As long as you love me As long as you love me We could be starving we could be homeless we could be broke As long as you love me I ll be your platinum I ll be your silver I ll be your gold As long as you love me it s all I mean it s all I want baby As long as you love me your everyday I need As long as you love me you love me you love me yeah As long as you love me yeah you love me As long as you love me'
35,Turn Me On,David Guetta,2012,b' Doctor doctor need you back home baby Doctor doctor where ya at Give me something I need your love I need your love I need your lovin You got that kind of medicine that keeps me comin My body needs a hero come and save me Something tells me you know how to save me I ve been feeling weird oh Oh I need you to come and rescue me Make me come alive come on and turn me on Touch me save my life come on and turn me on I m too young to die come on and turn me on Turn me on turn me on turn me on turn me on Make me come alive come on and turn me on Touch me save my life come on and turn me on I m too young to die come on and turn me on Turn me on turn me on turn me on turn me on Boy you make it make it right My temperature is super high If I scream if I cry It s only cause I feel alive My body needs a hero come and save me Something tells me you know how to save me I ve been feeling weird oh Oh I need you to come and rescue me Make me come alive come on and turn me on Touch me save my life come on and turn me on I m too young to die come on and turn me on Turn me on turn me on turn me on turn me on Make me come alive come on and turn me on Touch me save my life come on and turn me on I m too young to die come on and turn me on Turn me on turn me on turn me on turn me on You ve got my life in the palm of your hand Come save me now I know you can D d d d don t let me die young I just want you to father my young I just want you to be my doctor We can get it cracking chiropractor I I I I I I I I I I know you can save me and make me feel alive Make me come alive come on and turn me on Touch me save my life come on and turn me on I m too young to die come on and turn me on Turn me on turn me on turn me on turn me on'
36,Moves like Jagger,Maroon 5,2012,b' Oh Oh Just shoot for the stars If it feels right then aim for my heart If you feel like And take me away And make it okay I swear I ll behave You wanted control so we waited I put on a show now I make it You say I m a kid My ego is big I don t give a shit And it goes like this Take me by the tongue and I ll know you Kiss me till you re drunk and I ll show you Want the moves like Jagger I ve got them moves like Jagger I ve got them moves like Jagger I don t need to try to control you Look into my eyes and I ll own you With them the moves like Jagger I ve got them moves like Jagger I ve got them moves like Jagger Baby it s hard and it feels like You re broken and scarred nothing feels right But when you re with me I ll make you believe That I ve got the key Oh so get in the car we can ride it Wherever you want get inside it And you wanna steer But I m shifting gears I ll take it from here And it goes like this Take me by the tongue and I ll know you Kiss me till you re drunk and I ll show you Want the moves like Jagger I ve got them moves like Jagger I ve got them moves like Jagger I don t need to try to control you Look into my eyes and I ll own you With them the moves like Jagger I ve got them moves like Jagger I ve got them moves like Jagger You wanna know how to make me smile Take control own me just for the night And if I share my secret You re gonna have to keep it Nobody else can see this So watch and learn I won t show you twice Head to toe oh baby rub me right And if I share my secret You re gonna have to keep it Nobody else can see this Hey hey hey yeah And it goes like this Take me by the tongue and I ll know you Kiss me till you re drunk and I ll show you You want the moves like Jagger I ve got them moves like Jagger I ve got them moves like Jagger I don t need a try to control you Look into my eyes and I ll own you With them the moves like Jagger I ve got them moves like Jagger I ve got them moves like Jagger'
37,Blow Me (One Last Kiss),Pink,2012,b' White knuckles And sweaty palms from hanging on too tight Clenched shut jaw I ve got another headache again tonight Eyes on fire eyes on fire And they burn from all the tears I ve been crying I ve been crying I ve been dying over you Tie a knot in the rope Tryna hold tryna to hold But there s nothing to grasp so I let go I think I finally had enough I think I maybe think too much I think this might be it for us Blow me one last kiss You think I m just too serious I think you re full of shit My head is spinning so Blow me one last kiss Just when it can t get worse I ve had a shit day Have you had a shit day We ve had a shit day I think that life s too short for this I want back my ignorance and bliss I think I ve had enough of this Blow me one last kiss I won t miss All of the fighting that we always did Take it in I mean what I say when I say there is nothing left No more sick Whiskey dick No more battles for me You ll be calling a trick Cause you no longer sleep I ll dress nice I ll look good I ll go dancing alone I will laugh I ll get drunk I ll take somebody home I think I finally had enough I think I maybe think too much I think this might be it for us Blow me one last kiss You think I m just too serious I think you re full of shit My head is spinning so Blow me one last kiss Just when it can t get worse I ve had a shit day Have you had a shit day We ve had a shit day I think that life s too short for this I want back my ignorance and bliss I think I ve had enough of this Blow me one last kiss Blow me one last kiss Blow me one last kiss I will do what I please Anything that I want I will breathe I will breathe I won t worry at all You will pay for your sins You ll be sorry my dear All the lies all the why s will be crystal clear I think I finally had enough I think I maybe think too much I think this might be it for us Blow me one last kiss You think I m just too serious I think you re full of shit My head is spinning so Blow me one last kiss Just when it can t get worse I ve had a shit day Have you had a shit day We ve had a shit day I think that life s too short for this I want back my ignorance and bliss I think I ve had enough of this Blow me one last kiss Blow me one last kiss Blow me one last kiss Just when it can t get worse I ve had a shit day Have you had a shit day We ve had a shit day I think that life s too short for this I want back my ignorance and bliss I think I ve had enough of this Blow me one last kiss'
38,Good Time,Owl City,2012,b' Hmm mmm mmm Whoa oh oh oh It s always a good time Whoa oh oh oh It s always a good time Woke up on the right side of the bed What s up with this Prince song inside my head Hands up if you re down to get down tonight Cause it s always a good time Slept in all my clothes like I didn t care Hopped into a cab take me anywhere I m in if you re down to get down tonight Cause it s always a good time Good morning and goodnight I wake up at twilight It s gonna be alright We don t even have to try it s always a good time Whoa oh oh oh whoa oh oh It s always a good time Whoa oh oh oh We don t even have to try it s always a good time Freaked out dropped my phone in the pool again Checked out of my room hit the ATM Let s hang out if you re down to get down tonight Cause it s always a good time Good morning and goodnight I wake up at twilight It s gonna be alright We don t even have to try it s always a good time Whoa oh oh oh whoa oh oh It s always a good time Whoa oh oh oh We don t even have to try it s always a good time Whoa oh oh oh whoa oh oh It s always a good time Whoa oh oh oh We don t even have to try it s always a good time Doesn t matter when It s always a good time then Doesn t matter where It s always a good time there Doesn t matter when It s always a good time then Whoa oh oh oh whoa oh oh It s always a good time Whoa oh oh oh We don t even have to try it s always a good time Whoa oh oh oh whoa oh oh It s always a good time Whoa oh oh oh We don t even have to try it s always a good time'
39,Give Your Heart a Break,Demi Lovato,2012,b' The day I first met you you told me you never fall in love But now that I get you I know fear is what it really was Now here we are So close yet so far Haven t I passed the test When will you realize baby I m not like the rest Don t wanna break your heart I wanna give your heart a break I know you re scared it s wrong Like you might make a mistake There s just one life to live And there s no time to wait to waste So let me give your heart a break give your heart a break Let me give your heart a break your heart a break Oh yeah yeah On Sunday you went home alone There were tears in your eyes I called your cell phone my love but you did not reply The world is ours if we want it We can take it if you just take my hand There s no turning back now Baby try to understand Don t wanna break your heart I wanna give your heart a break I know you re scared it s wrong Like you might make a mistake There s just one life to live And there s no time to wait to waste So let me give your heart a break give your heart a break Let me give your heart a break your heart a break There s just so much you can take Give your heart a break Let me give your heart a break your heart a break Oh yeah yeah When your lips are on my lips Then our hearts beat as one But you slip out of my fingertips Every time you run whoa Don t wanna break your heart I wanna give your heart a break I know you re scared it s wrong Like you might make a mistake There s just one life to live And there s no time to wait to waste So let me give your heart a break Cause you ve been hurt before I can see it in your eyes You try to smile it away Some things you can t disguise Don t wanna break your heart Baby I can ease the ache the ache So let me give your heart a break give your heart a break Let me give your heart a break your heart a break There s just so much you can take Give your heart a break Let me give your heart a break Your heart a break Oh yeah yeah The day I first met you you told me you d never fall in love'
40,Niggas in Paris,Jay-Z,2012,b' We re going to skate to one song one song only Ball so hard mothafuckers wanna fine me So I ball so hard mothafuckers wanna fine me First niggas gotta find me What s 50 grand to a mothafucker like me Can you please remind me This shit crazy Y all don t know that don t shit faze me The Nets could go 0 for 82 And I d look at you like this shit gravy This shit weird We ain t even posed to be here Since we here It s only right that we d be fair Psycho I m liable to go Michael take your pick Jackson Tyson Jordan Game 6 Got a broken clock Rollies that don t tick tock Audemars that s losing time Hidden behind all these big rocks I m shocked too I m supposed to be locked up too If you escaped what I ve escaped You d be in Paris getting fucked up too Let s get faded Le Meurice for like six days Gold bottles scold models Spillin Ace on my sick J s Bitch behave Just might let you meet Ye Chi town s D Rose I m moving the Nets to BK Ball so hard mothafuckers wanna fine me That shit cray that shit cray that shit cray Ball so hard mothafuckers wanna fine me That shit cray that shit cray that shit cray She said Ye can we get married at the mall I said Look you need to crawl fore you ball Come and meet me in the bathroom stall And show me why you deserve to have it all That shit cray ain t it Jay What she order fish fillet Your whip so cold this old thing Act like you ll ever be around mothafuckers like this again Bougie girl grab my hand Fuck that bitch she don t wanna dance Excuse my French but I m in France ahah I m just sayin Prince Williams ain t do it right if you ask me Cause I was him I would have married Kate and Ashley What s Gucci my nigga What s Louis my killa What s drugs my dealer What s that jacket Margiela Doctors say I m the illest Cause I m suffering from realness Got my niggas in Paris And they going gorillas huh I don t even know what that means No one knows what it means but it s provocative No it s not it s gross Gets the people going Ball so hard mothafuckers wanna fine me Ball so hard mothafuckers wanna fine me You are now watching the throne Don t let me get in my zone Don t let me get in my zone Don t let me get in my zone These other niggas is lyin Actin like the summer ain t mine Don t let me get in my zone Don t let me get in my zone Don t let me get in my zone Don t let me get in my zone The stars is in the building They hands is to the ceiling I know I m bout to kill it How you know I got that feeling You are now watching the throne Don t let me into my zone Don t let me into my zone '
41,The One That Got Away,Katy Perry,2012,b' Summer after high school when we first met We d make out in your Mustang to Radiohead And on my 18th birthday we got matching tattoos Used to steal your parents liquor and climb to the roof Talk about our future like we had a clue Never planned that one day I d be losing you In another life I would be your girl We d keep all our promises be us against the world In another life I would make you stay So I don t have to say you were the one that got away The one that got away I was June and you were my Johnny Cash Never one without the other we made a pact Sometimes when I miss you I put those records on whoa Someone said you had your tattoo removed Saw you downtown singing the blues It s time to face the music I m no longer your muse But in another life I would be your girl We d keep all our promises be us against the world In another life I would make you stay So I don t have to say you were the one that got away The one that got away The one The one The one The one that got away All this money can t buy me a time machine no Can t replace you with a million rings no I should ve told you what you meant to me whoa Cause now I pay the price In another life I would be your girl We d keep all our promises be us against the world In another life I would make you stay So I don t have to say you were the one that got away The one that got away The one The one The one In another life I would make you stay So I don t have to say you were the one that got away The one that got away'
42,Feel So Close,Calvin Harris,2012,b' I feel so close to you right now It s a force field I wear my heart upon my sleeve like a big deal Your love pours down on me Surround me like a waterfall And there s no stopping us right now I feel so close to you right now I feel so close to you right now It s a force field I wear my heart upon my sleeve like a big deal Your love pours down on me Surround me like a waterfall And there s no stopping us right now I feel so close to you right now And there s no stopping us right now And there s no stopping us right now And there s no stopping us right now I feel so close to you right now'
43,Someone like You,Adele,2012,b' I heard that you re settled down That you found a girl and you re married now I heard that your dreams came true Guess she gave you things I didn t give to you Old friend why are you so shy Ain t like you to hold back or hide from the light I hate to turn up out of the blue uninvited But I couldn t stay away I couldn t fight it I had hoped you d see my face And that you d be reminded that for me it isn t over Never mind I ll find someone like you I wish nothing but the best for you too Don t forget me I beg I ll remember you said Sometimes it lasts in love but sometimes it hurts instead Sometimes it lasts in love but sometimes it hurts instead You know how the time flies Only yesterday was the time of our lives We were born and raised in a summer haze Bound by the surprise of our glory days I hate to turn up out of the blue uninvited But I couldn t stay away I couldn t fight it I had hoped you d see my face And that you d be reminded that for me it isn t over Never mind I ll find someone like you I wish nothing but the best for you too Don t forget me I beg I ll remember you said Sometimes it lasts in love but sometimes it hurts instead Nothing compares no worries or cares Regrets and mistakes they re memories made Who would have known how bittersweet this would taste Never mind I ll find someone like you I wish nothing but the best for you Don t forget me I beg I ll remember you said Sometimes it lasts in love but sometimes it hurts instead Never mind I ll find someone like you I wish nothing but the best for you too Don t forget me I beg I ll remember you said Sometimes it lasts in love but sometimes it hurts instead Sometimes it lasts in love but sometimes it hurts instead'
44,Scream,Usher,2012,b' Usher baby Yeah yeah Did it again And this time I ma make you scream Yeah man I see you over there so hypnotic Thinking bout what I d do to that body I d get you like ooh baby baby ooh baby baby Ooh baby baby ooh baby baby Got no drink in my hand but I m wasted Getting drunk off the thought of you naked I get you like ooh baby baby ooh baby baby Ooh baby baby ooh baby baby And I try to fight it to fight it But you re so magnetic magnetic Got one life just live it just live it Now relax and get on your back If you wanna scream yeah Let me know and I ll take you there Get you going like ooh baby baby ooh baby baby Ooh baby baby ooh baby If you want it done right Hope you re ready to go all night Get you going like ooh baby baby ooh baby baby Ooh baby baby ooh baby If you wanna scream Kill the lights shut them off you re electric Devil eyes telling me come and get it I ll have you like ooh baby baby ooh baby baby Ooh baby baby ooh baby baby Girl tonight you re the prey I m the hunter Take you here take you there take you under Imagine me whispering in your ear that I wanna Take off all your clothes and put something on you And I try to fight it to fight it But you re so magnetic magnetic Got one life just live it just live it Now relax and get on your back If you wanna scream yeah oh Let me know and I ll take you there Get you going like ooh baby baby ooh baby baby Ooh baby baby ooh baby If you want it done right Hope you re ready to go all night Get you going like ooh baby baby ooh baby baby yeah Ooh baby baby ooh baby If you wanna scream I ma make you scream loud La da scream la da La da la da la da da da da Hey somebody scream out with me oh If you wanna scream yeah Let me know and I ll take you there Get you going like ooh baby baby ooh baby baby Ooh baby baby ooh baby If you want it done right Hope you re ready to go all night Get you going like ooh baby baby ooh baby baby Ooh baby baby ooh baby If you wanna scream '
45,Rack City,Tyga,2012,b' Rack rack city bitch Rack rack rack city bitch Rack rack rack rack city bitch Mustard on the beat Rack city bitch rack rack city bitch Ten ten ten twenty on yo titties bitch 100 deep VIP no guest list T Raw you don t know who you fuckin with Got my other bitch fuckin with my other bitch Fuckin all night nigga we ain t celibate Niggas say I m too dope I ain t sellin it Raw fresher than a motherfuckin peppermint Gold Lettermans Last King killin shit Y Young Money Young Money yeah we gettin rich Got ya grandma on my dick Girl you know what it is Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Ten ten ten twenties and them fifties bitch Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Ten ten ten twenties and them fifties bitch I m a muthafuckin star Look at the paint on the car Too much rim make the ride too hard Tell that bitch hop out walk the boulevard I need my money pronto Get it in the morning like Alonzo Rondo green got cheese like a nacho If you don t got no ass bitch wear a poncho Head honcho got my seat back Nigga staring at me don t get bapped Got my shirt off the club too packed It s too turnt going up like gas Goddamn pulled out my rags Mike Mike Jackson nigga yeah I m Bad Rat tat tat tat tatted up on my back All the hoes love me you know what it is Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Ten ten ten twenties and them fifties bitch Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Ten ten ten twenties and them fifties bitch Throwing hundreds hundreds Hundreds hundreds Throwing hundreds hundreds Rack city bitch rack rack city bitch Hundreds hundreds Throwing hundreds hundreds Hundreds hundreds Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Ten ten ten twenties and them fifties bitch Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Ten ten ten twenties and them fifties bitch Throwing hundreds hundreds Hundreds hundreds Throwing hundreds hundreds Rack city bitch rack rack city bitch Hundreds hundreds Throwing hundreds hundreds Hundreds hundreds Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch Rack city bitch rack rack city bitch'
46,Domino,Jessie J,2012,b' I m feeling sexy and free Like glitter s raining on me You re like a shot of pure gold I think I m bout to explode I can taste the tension like a cloud of smoke in the air Now I m breathing like I m running cause you re taking me there Don t you know you spin me out of control We can do this all night Damn this love is skin tight Baby c mon Boom me like a bass drum sparking up a rhythm Baby c mon Rock my world until the sunlight Make this dream the best I ve ever known Dirty dancing in the moonlight Take me down like I m a domino Every second is a highlight When we touch don t ever let me go Dirty dancing in the moonlight Take me down like I m a domino You got me losing my mind My heart beats out of time I m seeing Hollywood stars You strum me like a guitar I can taste the tension like a cloud of smoke in the air Now I m breathing like I m running cause you re taking me there Don t you know you spin me out of control We can do this all night Damn this love is skin tight Baby c mon Boom me like a bass drum sparking up a rhythm Baby c mon Rock my world until the sunlight Make this dream the best I ve ever known Dirty dancing in the moonlight Take me down like I m a domino Every second is a highlight When we touch don t ever let me go Dirty dancing in the moonlight Take me down like I m a domino Ooh baby baby got me feeling so right Ooh baby baby dancing in the moonlight Ooh baby baby got me feeling so right Ooh baby baby dancing in the moonlight Ooh baby baby got me feeling so right Ooh baby baby dancing in the moonlight Ooh baby baby got me feeling so right Ooh baby baby dancing in the moonlight Ooh baby baby Rock my world until the sunlight Make this dream the best I ve ever known Dirty dancing in the moonlight Take me down like I m a domino Every second is a highlight When we touch don t ever let me go Dirty dancing in the moonlight Take me down like I m a domino'
47,Gangnam Style,Psy,2012,b'Hangul sexy lady sexy lady sexy lady sexy lady Baby baby Baby baby You know what I m saying sexy lady sexy lady Romanization Oppan gang namseutayil Kang namseutayil Naje neun ttasaroun inkanjeo gin yeoja Keopi hanjanye yeoyureuraneun pumkyeok i nneun yeoja Bami omyeon shimjangi tteugeowojineun yeoja Keureon banjeon i nneun yeoja Naneun sana i Naje neun neomankeum ttasaroun geureon sana i Keopi shikgido jeone wonsyas ttaerineun sana i Bami omyeon shimjangi teojyeobeorineun sana i Keureon sana i Areumdawo sarangseureowo Keurae neo hey keurae baro neo hey Areumdawo sarangseureowo Keurae neo hey keurae baro neo hey Chigeumbu teo kal dekkaji kabol kka Oppan Gangnam style Gangnam style Oppan Gangnam style Gangnam style Oppan Gangnam style Eh sexy lady Oppan Gangnam style Eh sexy lady O oo o Jeongsu khae boijiman nol ttaen noneun yeoja Ittaeda shipeumyeon mukkeot deon meori puneun yeoja Karyeot jiman wen manhan nochulboda yahan yeoja Keureon gamkakjeo gin yeoja Naneun sana i Jeomjanha boijiman nol ttaen noneun sana i Ttae ga dwehmyeon wahnjeon michyeobeorineun sana i Keunyukboda sasangi ul tungbul tung han sana i Keureon sana i Areumdawo sarangseureowo Keurae neo hey keurae baro neo hey Areumdawo sarangseureowo Keurae neo hey keurae baro neo hey Chigeumbu teo kal dekkaji kabol kka Oppan Gangnam style Gangnam style Oppan Gangnam style Gangnam style Oppan Gangnam style Eh sexy lady Oppan Gangnam style Eh sexy lady O oo o Ttwiineun nom keu wiie naneun nom Baby baby Naneun mwol jom aneun nom Ttwiineun nom keu wiie naneun nom Baby baby Naneun mwol jom aneun nom You know what I m sayin Oppan Gangnam style Eh Sexy Lady Oppa Gangnam style Eh Sexy Lady Oppa Gangnam style o oo o oh'
