Year,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,neutral
2006,9.711470718823659,12.641332360450008,6.648028605381547,7.3125238323767725,16.29668044373927,7.257401177254119,5.870698582463287,15.439441032823385,18.82242324668795
2007,9.506840583736865,13.023852901484481,6.439824777905272,7.213770745078796,16.84541445053054,7.061641338537622,6.7291725818041614,16.710940432976034,16.46854218794621
2008,7.055459750414113,14.975446662129965,5.239541017355417,7.358807376063433,19.72223212640769,6.421623421387216,6.893403642133221,15.630377529958508,16.703108474150426
2009,7.308093155169327,13.278668957165268,5.4673320558662715,7.115648405216835,18.548135289529284,8.586082238432242,5.266419049735479,15.75478646992071,18.674834378964565
2010,7.250484332327971,14.256037478998053,6.634175549489951,6.441775394207265,20.78820327500546,5.59464973713805,5.959521400638343,15.058414903339502,18.016737928855388
2011,8.014081604669839,13.40332234758705,6.754052891552892,7.8727121408003775,18.825454512807447,7.307685647685647,5.711282296135236,16.289776171540876,15.821632387220617
2012,6.682950056479468,13.432840296957945,5.170721598662774,9.149385255267608,18.175087788028964,8.474564977506152,6.1822083145612545,15.104138312667718,17.628103399868095
2013,8.043881363734302,13.098058413035186,7.872257562698737,8.168239440298262,18.60187116375197,7.247928907178132,6.359429515273169,14.056083781199883,16.55224985283035
2014,10.09279735870372,12.205130303869797,6.483664144978671,8.057193490116658,18.709013325609963,7.777114592090582,5.866828166498036,14.08633924765377,16.721919370478794
2015,9.328400059729981,13.670608987488778,6.722965773924851,7.781957279719428,17.810200509209466,8.08297113514505,6.029101713149028,15.792965314736415,14.780829226897001
2016,8.485986569367578,15.174036658104157,6.444890254672864,8.181450405048801,19.78292864331193,7.053754972462066,6.538242106863387,13.243265646126055,15.095444744043139
2017,7.410197762595456,13.65174557255759,7.349753706083629,8.818634824964747,19.18375154967226,7.829314980274059,7.628319073651554,12.44088764673803,15.68739488346266
2018,11.587034094094664,10.97054803312021,8.490475599693646,10.096576898720786,14.63060047392617,9.375258394571032,5.1243956917525635,10.774485161618745,18.950625652502165
